source	destinations_disconnected_to
ACE	VWA7	TEX2
KAPCA	VWA7	TEX2
NTKL	VWA7	TEX2
CALM	VWA7	TEX2
ACHA4	VWA7	TEX2
ANXA2	VWA7	TEX2
AURKB	VWA7	TEX2
GNAT3	VWA7	TEX2
CA2D1	VWA7	TEX2
CAH4	VWA7	TEX2
AK1C1	VWA7	TEX2
ROCK1	VWA7	TEX2
CHLE	VWA7	TEX2
J3QK85	VWA7	TEX2
ZAP70	VWA7	TEX2
UD14	VWA7	TEX2
S12A2	VWA7	TEX2
EST1A	VWA7	TEX2
VKOR1	VWA7	TEX2
XDH	VWA7	TEX2
ACHB4	VWA7	TEX2
RLP24	VWA7	TEX2
EDN1	VWA7	TEX2
GBRB3	VWA7	TEX2
TKT	VWA7	TEX2
NEU2	VWA7	TEX2
3HAO	VWA7	TEX2
RL10L	VWA7	TEX2
ADA1D	VWA7	TEX2
CANB2	VWA7	TEX2
KAP3	VWA7	TEX2
PANX1	VWA7	TEX2
ST2A1	VWA7	TEX2
UPP2	VWA7	TEX2
AK1D1	VWA7	TEX2
CAC1A	VWA7	TEX2
CUBN	VWA7	TEX2
THA	VWA7	TEX2
TBB5	VWA7	TEX2
CATA	VWA7	TEX2
RL3	VWA7	TEX2
PA2GE	VWA7	TEX2
HRH2	VWA7	TEX2
ATTY	VWA7	TEX2
S29A2	VWA7	TEX2
GBRT	VWA7	TEX2
ACHA3	VWA7	TEX2
CDK6	VWA7	TEX2
5HT7R	VWA7	TEX2
ADRB1	VWA7	TEX2
CP11A	VWA7	TEX2
CSK	VWA7	TEX2
5HT3A	VWA7	TEX2
AT12A	VWA7	TEX2
IOD3	VWA7	TEX2
PGFRA	VWA7	TEX2
A1AG1	VWA7	TEX2
TNFA	VWA7	TEX2
NFAC2	VWA7	TEX2
NOS2	VWA7	TEX2
5HT2B	VWA7	TEX2
HS90A	VWA7	TEX2
LCK	VWA7	TEX2
ADCYA	VWA7	TEX2
HS90B	VWA7	TEX2
ADA2A	VWA7	TEX2
CACP	VWA7	TEX2
RARA	VWA7	TEX2
PYC	VWA7	TEX2
CATL1	VWA7	TEX2
ACHA9	VWA7	TEX2
NH2L1	VWA7	TEX2
AAKB2	VWA7	TEX2
DCXR	VWA7	TEX2
