source	destinations_disconnected_to
ACE	VWA7	RNF32
KAPCA	VWA7	RNF32
NTKL	VWA7	RNF32
CALM	VWA7	RNF32
ACHA4	VWA7	RNF32
ANXA2	VWA7	RNF32
AURKB	VWA7	RNF32
GNAT3	VWA7	RNF32
CA2D1	VWA7	RNF32
CAH4	VWA7	RNF32
AK1C1	VWA7	RNF32
ROCK1	VWA7	RNF32
CHLE	VWA7	RNF32
J3QK85	VWA7	RNF32
ZAP70	VWA7	RNF32
UD14	VWA7	RNF32
S12A2	VWA7	RNF32
EST1A	VWA7	RNF32
VKOR1	VWA7	RNF32
XDH	VWA7	RNF32
ACHB4	VWA7	RNF32
RLP24	VWA7	RNF32
EDN1	VWA7	RNF32
GBRB3	VWA7	RNF32
TKT	VWA7	RNF32
NEU2	VWA7	RNF32
3HAO	VWA7	RNF32
RL10L	VWA7	RNF32
ADA1D	VWA7	RNF32
CANB2	VWA7	RNF32
KAP3	VWA7	RNF32
PANX1	VWA7	RNF32
ST2A1	VWA7	RNF32
UPP2	VWA7	RNF32
AK1D1	VWA7	RNF32
CAC1A	VWA7	RNF32
CUBN	VWA7	RNF32
THA	VWA7	RNF32
TBB5	VWA7	RNF32
CATA	VWA7	RNF32
RL3	VWA7	RNF32
PA2GE	VWA7	RNF32
HRH2	VWA7	RNF32
ATTY	VWA7	RNF32
S29A2	VWA7	RNF32
GBRT	VWA7	RNF32
ACHA3	VWA7	RNF32
CDK6	VWA7	RNF32
5HT7R	VWA7	RNF32
ADRB1	VWA7	RNF32
CP11A	VWA7	RNF32
CSK	VWA7	RNF32
5HT3A	VWA7	RNF32
AT12A	VWA7	RNF32
IOD3	VWA7	RNF32
PGFRA	VWA7	RNF32
A1AG1	VWA7	RNF32
TNFA	VWA7	RNF32
NFAC2	VWA7	RNF32
NOS2	VWA7	RNF32
5HT2B	VWA7	RNF32
HS90A	VWA7	RNF32
LCK	VWA7	RNF32
ADCYA	VWA7	RNF32
HS90B	VWA7	RNF32
ADA2A	VWA7	RNF32
CACP	VWA7	RNF32
RARA	VWA7	RNF32
PYC	VWA7	RNF32
CATL1	VWA7	RNF32
ACHA9	VWA7	RNF32
NH2L1	VWA7	RNF32
AAKB2	VWA7	RNF32
DCXR	VWA7	RNF32
CXCL7	VWA7	RNF32
KCNE1	VWA7	RNF32
B3GT4	VWA7	RNF32
ACES	VWA7	RNF32
SCNNG	VWA7	RNF32
HASP	VWA7	RNF32
MMP3	VWA7	RNF32
MET	VWA7	RNF32
AA2BR	VWA7	RNF32
PDE8A	VWA7	RNF32
