source	destinations_disconnected_to
ACE	DPP8	GKN1	TBRG4	MFSD1
KAPCA	DPP8	GKN1	TBRG4	MFSD1
NTKL	DPP8	GKN1	TBRG4	MFSD1
CALM	DPP8	GKN1	TBRG4	MFSD1
ACHA4	DPP8	GKN1	TBRG4	MFSD1
ANXA2	DPP8	GKN1	TBRG4	MFSD1
AURKB	DPP8	GKN1	TBRG4	MFSD1
GNAT3	DPP8	GKN1	TBRG4	MFSD1
CA2D1	DPP8	GKN1	TBRG4	MFSD1
CAH4	DPP8	GKN1	TBRG4	MFSD1
AK1C1	DPP8	GKN1	TBRG4	MFSD1
ROCK1	DPP8	GKN1	TBRG4	MFSD1
CHLE	DPP8	GKN1	TBRG4	MFSD1
J3QK85	DPP8	GKN1	TBRG4	MFSD1
ZAP70	DPP8	GKN1	TBRG4	MFSD1
UD14	DPP8	GKN1	TBRG4	MFSD1
S12A2	DPP8	GKN1	TBRG4	MFSD1
EST1A	DPP8	GKN1	TBRG4	MFSD1
VKOR1	DPP8	GKN1	TBRG4	MFSD1
XDH	DPP8	GKN1	TBRG4	MFSD1
ACHB4	DPP8	GKN1	TBRG4	MFSD1
RLP24	DPP8	GKN1	TBRG4	MFSD1
EDN1	DPP8	GKN1	TBRG4	MFSD1
GBRB3	DPP8	GKN1	TBRG4	MFSD1
TKT	DPP8	GKN1	TBRG4	MFSD1
NEU2	DPP8	GKN1	TBRG4	MFSD1
3HAO	DPP8	GKN1	TBRG4	MFSD1
RL10L	DPP8	GKN1	TBRG4	MFSD1
ADA1D	DPP8	GKN1	TBRG4	MFSD1
CANB2	DPP8	GKN1	TBRG4	MFSD1
KAP3	DPP8	GKN1	TBRG4	MFSD1
PANX1	DPP8	GKN1	TBRG4	MFSD1
ST2A1	DPP8	GKN1	TBRG4	MFSD1
UPP2	DPP8	GKN1	TBRG4	MFSD1
AK1D1	DPP8	GKN1	TBRG4	MFSD1
CAC1A	DPP8	GKN1	TBRG4	MFSD1
CUBN	DPP8	GKN1	TBRG4	MFSD1
THA	DPP8	GKN1	TBRG4	MFSD1
TBB5	DPP8	GKN1	TBRG4	MFSD1
CATA	DPP8	GKN1	TBRG4	MFSD1
RL3	DPP8	GKN1	TBRG4	MFSD1
