source	destinations_disconnected_to
ACE	GPR20	BEX4
KAPCA	GPR20	BEX4
NTKL	GPR20	BEX4
CALM	GPR20	BEX4
ACHA4	GPR20	BEX4
ANXA2	GPR20	BEX4
AURKB	GPR20	BEX4
GNAT3	GPR20	BEX4
CA2D1	GPR20	BEX4
CAH4	GPR20	BEX4
AK1C1	GPR20	BEX4
ROCK1	GPR20	BEX4
CHLE	GPR20	BEX4
J3QK85	GPR20	BEX4
ZAP70	GPR20	BEX4
UD14	GPR20	BEX4
S12A2	GPR20	BEX4
EST1A	GPR20	BEX4
VKOR1	GPR20	BEX4
XDH	GPR20	BEX4
ACHB4	GPR20	BEX4
RLP24	GPR20	BEX4
EDN1	GPR20	BEX4
GBRB3	GPR20	BEX4
TKT	GPR20	BEX4
NEU2	GPR20	BEX4
3HAO	GPR20	BEX4
RL10L	GPR20	BEX4
ADA1D	GPR20	BEX4
CANB2	GPR20	BEX4
KAP3	GPR20	BEX4
PANX1	GPR20	BEX4
ST2A1	GPR20	BEX4
UPP2	GPR20	BEX4
AK1D1	GPR20	BEX4
CAC1A	GPR20	BEX4
CUBN	GPR20	BEX4
THA	GPR20	BEX4
TBB5	GPR20	BEX4
CATA	GPR20	BEX4
RL3	GPR20	BEX4
PA2GE	GPR20	BEX4
HRH2	GPR20	BEX4
ATTY	GPR20	BEX4
S29A2	GPR20	BEX4
GBRT	GPR20	BEX4
ACHA3	GPR20	BEX4
CDK6	GPR20	BEX4
5HT7R	GPR20	BEX4
ADRB1	GPR20	BEX4
CP11A	GPR20	BEX4
CSK	GPR20	BEX4
5HT3A	GPR20	BEX4
AT12A	GPR20	BEX4
IOD3	GPR20	BEX4
PGFRA	GPR20	BEX4
A1AG1	GPR20	BEX4
TNFA	GPR20	BEX4
NFAC2	GPR20	BEX4
NOS2	GPR20	BEX4
5HT2B	GPR20	BEX4
HS90A	GPR20	BEX4
LCK	GPR20	BEX4
ADCYA	GPR20	BEX4
HS90B	GPR20	BEX4
ADA2A	GPR20	BEX4
CACP	GPR20	BEX4
RARA	GPR20	BEX4
PYC	GPR20	BEX4
CATL1	GPR20	BEX4
ACHA9	GPR20	BEX4
NH2L1	GPR20	BEX4
AAKB2	GPR20	BEX4
DCXR	GPR20	BEX4
CXCL7	GPR20	BEX4
KCNE1	GPR20	BEX4
B3GT4	GPR20	BEX4
ACES	GPR20	BEX4
SCNNG	GPR20	BEX4
HASP	GPR20	BEX4
MMP3	GPR20	BEX4
MET	GPR20	BEX4
AA2BR	GPR20	BEX4
PDE8A	GPR20	BEX4
5HT2C	GPR20	BEX4
AK1C3	GPR20	BEX4
OSTCN	GPR20	BEX4
NMD3B	GPR20	BEX4
CDK5	GPR20	BEX4
PPARA	GPR20	BEX4
DRD2	GPR20	BEX4
