source	destinations_disconnected_to
ACE	AQP8
KAPCA	AQP8
NTKL	AQP8
CALM	AQP8
ACHA4	AQP8
ANXA2	AQP8
AURKB	AQP8
GNAT3	AQP8
CA2D1	AQP8
CAH4	AQP8
AK1C1	AQP8
ROCK1	AQP8
CHLE	AQP8
J3QK85	AQP8
ZAP70	AQP8
UD14	AQP8
S12A2	AQP8
EST1A	AQP8
VKOR1	AQP8
XDH	AQP8
ACHB4	AQP8
RLP24	AQP8
EDN1	AQP8
GBRB3	AQP8
TKT	AQP8
NEU2	AQP8
3HAO	AQP8
RL10L	AQP8
ADA1D	AQP8
CANB2	AQP8
KAP3	AQP8
PANX1	AQP8
ST2A1	AQP8
UPP2	AQP8
AK1D1	AQP8
CAC1A	AQP8
CUBN	AQP8
THA	AQP8
TBB5	AQP8
CATA	AQP8
RL3	AQP8
PA2GE	AQP8
HRH2	AQP8
ATTY	AQP8
S29A2	AQP8
GBRT	AQP8
ACHA3	AQP8
CDK6	AQP8
5HT7R	AQP8
ADRB1	AQP8
CP11A	AQP8
CSK	AQP8
5HT3A	AQP8
AT12A	AQP8
IOD3	AQP8
PGFRA	AQP8
A1AG1	AQP8
TNFA	AQP8
NFAC2	AQP8
NOS2	AQP8
5HT2B	AQP8
HS90A	AQP8
LCK	AQP8
ADCYA	AQP8
HS90B	AQP8
ADA2A	AQP8
CACP	AQP8
RARA	AQP8
PYC	AQP8
CATL1	AQP8
ACHA9	AQP8
NH2L1	AQP8
AAKB2	AQP8
DCXR	AQP8
CXCL7	AQP8
KCNE1	AQP8
B3GT4	AQP8
ACES	AQP8
SCNNG	AQP8
HASP	AQP8
MMP3	AQP8
MET	AQP8
AA2BR	AQP8
PDE8A	AQP8
5HT2C	AQP8
AK1C3	AQP8
OSTCN	AQP8
NMD3B	AQP8
CDK5	AQP8
PPARA	AQP8
DRD2	AQP8
VGFR2	AQP8
CP1A2	AQP8
NGF	AQP8
GBRA6	AQP8
ACHA7	AQP8
CP2C9	AQP8
TBA1A	AQP8
IL2RA	AQP8
PPB1	AQP8
PD2R	AQP8
