source	destinations_disconnected_to
ACE	DHRS7	RNF32
KAPCA	DHRS7	RNF32
NTKL	DHRS7	RNF32
CALM	DHRS7	RNF32
ACHA4	DHRS7	RNF32
ANXA2	DHRS7	RNF32
AURKB	DHRS7	RNF32
GNAT3	DHRS7	RNF32
CA2D1	DHRS7	RNF32
CAH4	DHRS7	RNF32
AK1C1	DHRS7	RNF32
ROCK1	DHRS7	RNF32
CHLE	DHRS7	RNF32
J3QK85	DHRS7	RNF32
ZAP70	DHRS7	RNF32
UD14	DHRS7	RNF32
S12A2	DHRS7	RNF32
EST1A	DHRS7	RNF32
VKOR1	DHRS7	RNF32
XDH	DHRS7	RNF32
ACHB4	DHRS7	RNF32
RLP24	DHRS7	RNF32
EDN1	DHRS7	RNF32
GBRB3	DHRS7	RNF32
TKT	DHRS7	RNF32
NEU2	DHRS7	RNF32
3HAO	DHRS7	RNF32
RL10L	DHRS7	RNF32
ADA1D	DHRS7	RNF32
CANB2	DHRS7	RNF32
KAP3	DHRS7	RNF32
PANX1	DHRS7	RNF32
ST2A1	DHRS7	RNF32
UPP2	DHRS7	RNF32
AK1D1	DHRS7	RNF32
CAC1A	DHRS7	RNF32
CUBN	DHRS7	RNF32
THA	DHRS7	RNF32
TBB5	DHRS7	RNF32
CATA	DHRS7	RNF32
RL3	DHRS7	RNF32
PA2GE	DHRS7	RNF32
HRH2	DHRS7	RNF32
ATTY	DHRS7	RNF32
S29A2	DHRS7	RNF32
GBRT	DHRS7	RNF32
ACHA3	DHRS7	RNF32
CDK6	DHRS7	RNF32
5HT7R	DHRS7	RNF32
ADRB1	DHRS7	RNF32
CP11A	DHRS7	RNF32
CSK	DHRS7	RNF32
5HT3A	DHRS7	RNF32
AT12A	DHRS7	RNF32
IOD3	DHRS7	RNF32
PGFRA	DHRS7	RNF32
A1AG1	DHRS7	RNF32
TNFA	DHRS7	RNF32
NFAC2	DHRS7	RNF32
NOS2	DHRS7	RNF32
5HT2B	DHRS7	RNF32
HS90A	DHRS7	RNF32
LCK	DHRS7	RNF32
ADCYA	DHRS7	RNF32
HS90B	DHRS7	RNF32
ADA2A	DHRS7	RNF32
CACP	DHRS7	RNF32
