source	destinations_disconnected_to
ACE	BEX4
KAPCA	BEX4
NTKL	BEX4
CALM	BEX4
ACHA4	BEX4
ANXA2	BEX4
AURKB	BEX4
GNAT3	BEX4
CA2D1	BEX4
CAH4	BEX4
AK1C1	BEX4
ROCK1	BEX4
CHLE	BEX4
J3QK85	BEX4
ZAP70	BEX4
UD14	BEX4
S12A2	BEX4
EST1A	BEX4
VKOR1	BEX4
XDH	BEX4
ACHB4	BEX4
RLP24	BEX4
EDN1	BEX4
GBRB3	BEX4
TKT	BEX4
NEU2	BEX4
3HAO	BEX4
RL10L	BEX4
ADA1D	BEX4
CANB2	BEX4
KAP3	BEX4
PANX1	BEX4
ST2A1	BEX4
UPP2	BEX4
AK1D1	BEX4
CAC1A	BEX4
CUBN	BEX4
THA	BEX4
TBB5	BEX4
CATA	BEX4
RL3	BEX4
PA2GE	BEX4
HRH2	BEX4
ATTY	BEX4
S29A2	BEX4
GBRT	BEX4
ACHA3	BEX4
CDK6	BEX4
5HT7R	BEX4
ADRB1	BEX4
CP11A	BEX4
CSK	BEX4
5HT3A	BEX4
AT12A	BEX4
IOD3	BEX4
PGFRA	BEX4
A1AG1	BEX4
TNFA	BEX4
NFAC2	BEX4
NOS2	BEX4
5HT2B	BEX4
HS90A	BEX4
LCK	BEX4
ADCYA	BEX4
HS90B	BEX4
ADA2A	BEX4
CACP	BEX4
RARA	BEX4
PYC	BEX4
CATL1	BEX4
ACHA9	BEX4
NH2L1	BEX4
AAKB2	BEX4
DCXR	BEX4
CXCL7	BEX4
KCNE1	BEX4
B3GT4	BEX4
ACES	BEX4
SCNNG	BEX4
HASP	BEX4
MMP3	BEX4
MET	BEX4
AA2BR	BEX4
PDE8A	BEX4
5HT2C	BEX4
AK1C3	BEX4
OSTCN	BEX4
NMD3B	BEX4
CDK5	BEX4
PPARA	BEX4
DRD2	BEX4
VGFR2	BEX4
CP1A2	BEX4
NGF	BEX4
GBRA6	BEX4
ACHA7	BEX4
CP2C9	BEX4
TBA1A	BEX4
IL2RA	BEX4
PPB1	BEX4
PD2R	BEX4
Q71TU5	BEX4
DCE1	BEX4
GBRG1	BEX4
FGFR2	BEX4
IMPA1	BEX4
ACM2	BEX4
IL8	BEX4
5HT6R	BEX4
KPCT	BEX4
AOC1	BEX4
PCNA	BEX4
KSYK	BEX4
CAH9	BEX4
RL11	BEX4
CACB3	BEX4
HMDH	BEX4
GBRA4	BEX4
KIT	BEX4
AOFA	BEX4
NEP	BEX4
GLYC	BEX4
NCOA2	BEX4
5HT1E	BEX4
TBA4A	BEX4
METH	BEX4
LDHA	BEX4
MK08	BEX4
IGHG4	BEX4
CP2CJ	BEX4
RXRA	BEX4
PA2GA	BEX4
CP131	BEX4
ACACB	BEX4
PTHY	BEX4
IL10	BEX4
CAH2	BEX4
OPRD	BEX4
AAPK1	BEX4
PDPK1	BEX4
ADRB3	BEX4
C11B1	BEX4
GBRP	BEX4
ROCK2	BEX4
RL8	BEX4
ADCY2	BEX4
PHOP2	BEX4
CAH12	BEX4
S10A4	BEX4
GRIK1	BEX4
CBG	BEX4
PRGR	BEX4
HCAR2	BEX4
DNMT1	BEX4
PGH2	BEX4
CAC1F	BEX4
ADA2C	BEX4
S15A1	BEX4
ADA1A	BEX4
A1AG2	BEX4
OX1R	BEX4
KCMA1	BEX4
NMDE3	BEX4
HIBCH	BEX4
IPKA	BEX4
S22AI	BEX4
S29A1	BEX4
HDAC1	BEX4
PNPH	BEX4
ADA2B	BEX4
TRFL	BEX4
ALBU	BEX4
FMO3	BEX4
PLK1	BEX4
SGMR1	BEX4
GUAA	BEX4
QOR	BEX4
GCR	BEX4
CATD	BEX4
MIF	BEX4
HPGDS	BEX4
MKNK1	BEX4
P2RY2	BEX4
S12A4	BEX4
EGFR	BEX4
NFKB1	BEX4
PGFRB	BEX4
ANT3	BEX4
GTR1	BEX4
MK10	BEX4
CAMLG	BEX4
HEMH	BEX4
MTRR	BEX4
NQO1	BEX4
ACH10	BEX4
FMO4	BEX4
DRD5	BEX4
TRY1	BEX4
SCNAA	BEX4
GBRG3	BEX4
PDE8B	BEX4
KCNA2	BEX4
IFNA2	BEX4
AA1R	BEX4
MAPK2	BEX4
PK3CD	BEX4
HRH4	BEX4
GBRB1	BEX4
HCN2	BEX4
RL26L	BEX4
DMTA2	BEX4
6PGD	BEX4
GRP78	BEX4
PSIP1	BEX4
AT1A4	BEX4
GLR	BEX4
OPRK	BEX4
ATPB	BEX4
STMN4	BEX4
CACB2	BEX4
NMDZ1	BEX4
SC6A3	BEX4
ST2B1	BEX4
TBG1	BEX4
ESR1	BEX4
CREB1	BEX4
5HT1B	BEX4
ERBB2	BEX4
HDAC7	BEX4
KCC1B	BEX4
TBD	BEX4
TOP2B	BEX4
3BHS1	BEX4
ATP4A	BEX4
LOX5	BEX4
UD3A1	BEX4
BDNF	BEX4
GBRA1	BEX4
FOS	BEX4
SHBG	BEX4
ODP2	BEX4
ABCA1	BEX4
DYR	BEX4
P85A	BEX4
SIR1	BEX4
MTHR	BEX4
ADCL2	BEX4
IBP3	BEX4
DDR1	BEX4
CP46A	BEX4
SCN2A	BEX4
IL4	BEX4
NPS	BEX4
NMDE1	BEX4
AOFB	BEX4
RL13A	BEX4
S22A2	BEX4
CALY	BEX4
S12A5	BEX4
PK3CA	BEX4
PDE4D	BEX4
KIF11	BEX4
NR1I2	BEX4
NISCH	BEX4
NFKB2	BEX4
ITK	BEX4
PPIA	BEX4
MMAA	BEX4
PA24A	BEX4
HYES	BEX4
CP2C8	BEX4
CAC1D	BEX4
SCNNA	BEX4
DRD3	BEX4
IOD1	BEX4
AAKB1	BEX4
ARY2	BEX4
DOPO	BEX4
PDE3A	BEX4
TR10B	BEX4
ADA1B	BEX4
C9JK77	BEX4
MYLK3	BEX4
PDE1B	BEX4
MYH9	BEX4
TRI15	BEX4
HPRT	BEX4
ADRB2	BEX4
LIPL	BEX4
MDR1	BEX4
5HT1A	BEX4
CP19A	BEX4
ARY1	BEX4
5HT2A	BEX4
G6PD	BEX4
PYRD	BEX4
GBRB2	BEX4
IKBA	BEX4
THRB	BEX4
GPX1	BEX4
TNNC2	BEX4
S22AB	BEX4
PDE5A	BEX4
TGFB1	BEX4
TOP2A	BEX4
RL23	BEX4
PDK3	BEX4
EDNRA	BEX4
TF65	BEX4
KAP0	BEX4
PPIF	BEX4
RL15	BEX4
KCNH2	BEX4
PDE4C	BEX4
ABCC8	BEX4
J3KPA4	BEX4
HDAC8	BEX4
GBRD	BEX4
CCKN	BEX4
ADCY5	BEX4
ATPA	BEX4
ATPG	BEX4
CAC1G	BEX4
LDHB	BEX4
JUN	BEX4
CSF1R	BEX4
UD19	BEX4
ATF6A	BEX4
RL19	BEX4
ST17B	BEX4
ABL1	BEX4
PHOP1	BEX4
SC6A4	BEX4
S22A6	BEX4
GRIK2	BEX4
ACM3	BEX4
RYR1	BEX4
S23IP	BEX4
CRBN	BEX4
MUTA	BEX4
ARGI1	BEX4
AA3R	BEX4
GBRA5	BEX4
CAH6	BEX4
FAK1	BEX4
SCNND	BEX4
CASP8	BEX4
SYRC	BEX4
CP3A4	BEX4
A4	BEX4
MRP1	BEX4
KCNN4	BEX4
PDE7A	BEX4
SCN4A	BEX4
CACB1	BEX4
DHI1	BEX4
PDIA1	BEX4
LRP2	BEX4
ESR2	BEX4
SCNNB	BEX4
NMDE4	BEX4
TY3H	BEX4
SOAT1	BEX4
NMD3A	BEX4
ASM	BEX4
S12A1	BEX4
CP1A1	BEX4
INSR2	BEX4
NCOA1	BEX4
TBE	BEX4
ITAL	BEX4
PPARG	BEX4
GSK3B	BEX4
CAC1I	BEX4
THB	BEX4
KLK3	BEX4
GBRA2	BEX4
TBB4B	BEX4
DRD4	BEX4
CLIC1	BEX4
GBRE	BEX4
RHOA	BEX4
TERT	BEX4
RL23A	BEX4
KITH	BEX4
HIF1A	BEX4
TEBP	BEX4
PERM	BEX4
TYSY	BEX4
PAR10	BEX4
NNMT	BEX4
RARB	BEX4
PK3CG	BEX4
CAC1C	BEX4
PLPL9	BEX4
OPRM	BEX4
PLMN	BEX4
ADA	BEX4
TNNC1	BEX4
J3KN87	BEX4
GBRG2	BEX4
FAD1	BEX4
PDE1A	BEX4
GLUC	BEX4
EST1	BEX4
P2RX2	BEX4
NOS3	BEX4
GSTP1	BEX4
CAH7	BEX4
IL6	BEX4
UD13	BEX4
PDE4A	BEX4
CBPB2	BEX4
KCJ11	BEX4
SCN5A	BEX4
CP21A	BEX4
CFTR	BEX4
ACM1	BEX4
GRIA2	BEX4
CPT2	BEX4
COMT	BEX4
P53	BEX4
CNGA1	BEX4
HDAC9	BEX4
KCNQ1	BEX4
PGH1	BEX4
CP2R1	BEX4
CAC1H	BEX4
CAB45	BEX4
CDK2	BEX4
SC6A2	BEX4
AK1C2	BEX4
CA2D2	BEX4
S22A8	BEX4
EBP	BEX4
NADC	BEX4
5HT5A	BEX4
AHR	BEX4
HDAC6	BEX4
MRP2	BEX4
PDE4B	BEX4
