source	destinations_disconnected_to
ACE	CNIH4	BEX4
KAPCA	CNIH4	BEX4
NTKL	CNIH4	BEX4
CALM	CNIH4	BEX4
ACHA4	CNIH4	BEX4
ANXA2	CNIH4	BEX4
AURKB	CNIH4	BEX4
GNAT3	CNIH4	BEX4
CA2D1	CNIH4	BEX4
CAH4	CNIH4	BEX4
AK1C1	CNIH4	BEX4
ROCK1	CNIH4	BEX4
CHLE	CNIH4	BEX4
J3QK85	CNIH4	BEX4
ZAP70	CNIH4	BEX4
UD14	CNIH4	BEX4
S12A2	CNIH4	BEX4
EST1A	CNIH4	BEX4
VKOR1	CNIH4	BEX4
XDH	CNIH4	BEX4
ACHB4	CNIH4	BEX4
RLP24	CNIH4	BEX4
EDN1	CNIH4	BEX4
GBRB3	CNIH4	BEX4
TKT	CNIH4	BEX4
NEU2	CNIH4	BEX4
3HAO	CNIH4	BEX4
RL10L	CNIH4	BEX4
ADA1D	CNIH4	BEX4
CANB2	CNIH4	BEX4
KAP3	CNIH4	BEX4
PANX1	CNIH4	BEX4
ST2A1	CNIH4	BEX4
UPP2	CNIH4	BEX4
AK1D1	CNIH4	BEX4
CAC1A	CNIH4	BEX4
CUBN	CNIH4	BEX4
THA	CNIH4	BEX4
TBB5	CNIH4	BEX4
CATA	CNIH4	BEX4
RL3	CNIH4	BEX4
PA2GE	CNIH4	BEX4
HRH2	CNIH4	BEX4
ATTY	CNIH4	BEX4
S29A2	CNIH4	BEX4
GBRT	CNIH4	BEX4
ACHA3	CNIH4	BEX4
CDK6	CNIH4	BEX4
5HT7R	CNIH4	BEX4
ADRB1	CNIH4	BEX4
CP11A	CNIH4	BEX4
CSK	CNIH4	BEX4
5HT3A	CNIH4	BEX4
AT12A	CNIH4	BEX4
IOD3	CNIH4	BEX4
PGFRA	CNIH4	BEX4
A1AG1	CNIH4	BEX4
TNFA	CNIH4	BEX4
NFAC2	CNIH4	BEX4
NOS2	CNIH4	BEX4
5HT2B	CNIH4	BEX4
HS90A	CNIH4	BEX4
LCK	CNIH4	BEX4
ADCYA	CNIH4	BEX4
HS90B	CNIH4	BEX4
ADA2A	CNIH4	BEX4
CACP	CNIH4	BEX4
RARA	CNIH4	BEX4
PYC	CNIH4	BEX4
CATL1	CNIH4	BEX4
ACHA9	CNIH4	BEX4
NH2L1	CNIH4	BEX4
AAKB2	CNIH4	BEX4
DCXR	CNIH4	BEX4
CXCL7	CNIH4	BEX4
KCNE1	CNIH4	BEX4
B3GT4	CNIH4	BEX4
ACES	CNIH4	BEX4
SCNNG	CNIH4	BEX4
HASP	CNIH4	BEX4
MMP3	CNIH4	BEX4
MET	CNIH4	BEX4
AA2BR	CNIH4	BEX4
PDE8A	CNIH4	BEX4
5HT2C	CNIH4	BEX4
AK1C3	CNIH4	BEX4
OSTCN	CNIH4	BEX4
NMD3B	CNIH4	BEX4
CDK5	CNIH4	BEX4
PPARA	CNIH4	BEX4
DRD2	CNIH4	BEX4
VGFR2	CNIH4	BEX4
CP1A2	CNIH4	BEX4
NGF	CNIH4	BEX4
GBRA6	CNIH4	BEX4
ACHA7	CNIH4	BEX4
CP2C9	CNIH4	BEX4
TBA1A	CNIH4	BEX4
IL2RA	CNIH4	BEX4
PPB1	CNIH4	BEX4
PD2R	CNIH4	BEX4
Q71TU5	CNIH4	BEX4
DCE1	CNIH4	BEX4
GBRG1	CNIH4	BEX4
FGFR2	CNIH4	BEX4
IMPA1	CNIH4	BEX4
ACM2	CNIH4	BEX4
IL8	CNIH4	BEX4
5HT6R	CNIH4	BEX4
KPCT	CNIH4	BEX4
AOC1	CNIH4	BEX4
PCNA	CNIH4	BEX4
KSYK	CNIH4	BEX4
CAH9	CNIH4	BEX4
RL11	CNIH4	BEX4
CACB3	CNIH4	BEX4
HMDH	CNIH4	BEX4
GBRA4	CNIH4	BEX4
KIT	CNIH4	BEX4
AOFA	CNIH4	BEX4
NEP	CNIH4	BEX4
GLYC	CNIH4	BEX4
NCOA2	CNIH4	BEX4
