source	destinations_disconnected_to
ACE	ARL4D	SUSD4
KAPCA	ARL4D	SUSD4
NTKL	ARL4D	SUSD4
CALM	ARL4D	SUSD4
ACHA4	ARL4D	SUSD4
ANXA2	ARL4D	SUSD4
AURKB	ARL4D	SUSD4
GNAT3	ARL4D	SUSD4
CA2D1	ARL4D	SUSD4
CAH4	ARL4D	SUSD4
AK1C1	ARL4D	SUSD4
ROCK1	ARL4D	SUSD4
CHLE	ARL4D	SUSD4
J3QK85	ARL4D	SUSD4
ZAP70	ARL4D	SUSD4
UD14	ARL4D	SUSD4
S12A2	ARL4D	SUSD4
EST1A	ARL4D	SUSD4
VKOR1	ARL4D	SUSD4
XDH	ARL4D	SUSD4
ACHB4	ARL4D	SUSD4
RLP24	ARL4D	SUSD4
EDN1	ARL4D	SUSD4
GBRB3	ARL4D	SUSD4
TKT	ARL4D	SUSD4
NEU2	ARL4D	SUSD4
3HAO	ARL4D	SUSD4
RL10L	ARL4D	SUSD4
ADA1D	ARL4D	SUSD4
CANB2	ARL4D	SUSD4
KAP3	ARL4D	SUSD4
PANX1	ARL4D	SUSD4
ST2A1	ARL4D	SUSD4
UPP2	ARL4D	SUSD4
AK1D1	ARL4D	SUSD4
CAC1A	ARL4D	SUSD4
CUBN	ARL4D	SUSD4
THA	ARL4D	SUSD4
TBB5	ARL4D	SUSD4
CATA	ARL4D	SUSD4
RL3	ARL4D	SUSD4
PA2GE	ARL4D	SUSD4
HRH2	ARL4D	SUSD4
ATTY	ARL4D	SUSD4
S29A2	ARL4D	SUSD4
GBRT	ARL4D	SUSD4
ACHA3	ARL4D	SUSD4
CDK6	ARL4D	SUSD4
5HT7R	ARL4D	SUSD4
ADRB1	ARL4D	SUSD4
CP11A	ARL4D	SUSD4
CSK	ARL4D	SUSD4
5HT3A	ARL4D	SUSD4
AT12A	ARL4D	SUSD4
IOD3	ARL4D	SUSD4
PGFRA	ARL4D	SUSD4
A1AG1	ARL4D	SUSD4
TNFA	ARL4D	SUSD4
NFAC2	ARL4D	SUSD4
NOS2	ARL4D	SUSD4
5HT2B	ARL4D	SUSD4
HS90A	ARL4D	SUSD4
LCK	ARL4D	SUSD4
ADCYA	ARL4D	SUSD4
HS90B	ARL4D	SUSD4
ADA2A	ARL4D	SUSD4
CACP	ARL4D	SUSD4
RARA	ARL4D	SUSD4
PYC	ARL4D	SUSD4
CATL1	ARL4D	SUSD4
ACHA9	ARL4D	SUSD4
NH2L1	ARL4D	SUSD4
AAKB2	ARL4D	SUSD4
DCXR	ARL4D	SUSD4
CXCL7	ARL4D	SUSD4
KCNE1	ARL4D	SUSD4
B3GT4	ARL4D	SUSD4
ACES	ARL4D	SUSD4
