source	destinations_disconnected_to
ACE	OCEL1	LYRM1
KAPCA	OCEL1	LYRM1
NTKL	OCEL1	LYRM1
CALM	OCEL1	LYRM1
ACHA4	OCEL1	LYRM1
ANXA2	OCEL1	LYRM1
AURKB	OCEL1	LYRM1
GNAT3	OCEL1	LYRM1
CA2D1	OCEL1	LYRM1
CAH4	OCEL1	LYRM1
AK1C1	OCEL1	LYRM1
ROCK1	OCEL1	LYRM1
CHLE	OCEL1	LYRM1
J3QK85	OCEL1	LYRM1
ZAP70	OCEL1	LYRM1
UD14	OCEL1	LYRM1
S12A2	OCEL1	LYRM1
EST1A	OCEL1	LYRM1
VKOR1	OCEL1	LYRM1
XDH	OCEL1	LYRM1
ACHB4	OCEL1	LYRM1
RLP24	OCEL1	LYRM1
EDN1	OCEL1	LYRM1
GBRB3	OCEL1	LYRM1
TKT	OCEL1	LYRM1
NEU2	OCEL1	LYRM1
3HAO	OCEL1	LYRM1
RL10L	OCEL1	LYRM1
ADA1D	OCEL1	LYRM1
CANB2	OCEL1	LYRM1
KAP3	OCEL1	LYRM1
PANX1	OCEL1	LYRM1
ST2A1	OCEL1	LYRM1
UPP2	OCEL1	LYRM1
AK1D1	OCEL1	LYRM1
CAC1A	OCEL1	LYRM1
CUBN	OCEL1	LYRM1
THA	OCEL1	LYRM1
TBB5	OCEL1	LYRM1
CATA	OCEL1	LYRM1
RL3	OCEL1	LYRM1
PA2GE	OCEL1	LYRM1
HRH2	OCEL1	LYRM1
ATTY	OCEL1	LYRM1
S29A2	OCEL1	LYRM1
GBRT	OCEL1	LYRM1
ACHA3	OCEL1	LYRM1
CDK6	OCEL1	LYRM1
5HT7R	OCEL1	LYRM1
ADRB1	OCEL1	LYRM1
CP11A	OCEL1	LYRM1
CSK	OCEL1	LYRM1
5HT3A	OCEL1	LYRM1
AT12A	OCEL1	LYRM1
IOD3	OCEL1	LYRM1
PGFRA	OCEL1	LYRM1
A1AG1	OCEL1	LYRM1
TNFA	OCEL1	LYRM1
NFAC2	OCEL1	LYRM1
NOS2	OCEL1	LYRM1
5HT2B	OCEL1	LYRM1
HS90A	OCEL1	LYRM1
LCK	OCEL1	LYRM1
ADCYA	OCEL1	LYRM1
HS90B	OCEL1	LYRM1
ADA2A	OCEL1	LYRM1
CACP	OCEL1	LYRM1
RARA	OCEL1	LYRM1
PYC	OCEL1	LYRM1
CATL1	OCEL1	LYRM1
ACHA9	OCEL1	LYRM1
NH2L1	OCEL1	LYRM1
AAKB2	OCEL1	LYRM1
DCXR	OCEL1	LYRM1
CXCL7	OCEL1	LYRM1
KCNE1	OCEL1	LYRM1
B3GT4	OCEL1	LYRM1
ACES	OCEL1	LYRM1
SCNNG	OCEL1	LYRM1
HASP	OCEL1	LYRM1
MMP3	OCEL1	LYRM1
MET	OCEL1	LYRM1
AA2BR	OCEL1	LYRM1
PDE8A	OCEL1	LYRM1
5HT2C	OCEL1	LYRM1
AK1C3	OCEL1	LYRM1
OSTCN	OCEL1	LYRM1
NMD3B	OCEL1	LYRM1
CDK5	OCEL1	LYRM1
PPARA	OCEL1	LYRM1
DRD2	OCEL1	LYRM1
VGFR2	OCEL1	LYRM1
CP1A2	OCEL1	LYRM1
NGF	OCEL1	LYRM1
GBRA6	OCEL1	LYRM1
ACHA7	OCEL1	LYRM1
