source	destinations_disconnected_to
ACE	BEX4	TBRG4
KAPCA	BEX4	TBRG4
NTKL	BEX4	TBRG4
CALM	BEX4	TBRG4
ACHA4	BEX4	TBRG4
ANXA2	BEX4	TBRG4
AURKB	BEX4	TBRG4
GNAT3	BEX4	TBRG4
CA2D1	BEX4	TBRG4
CAH4	BEX4	TBRG4
AK1C1	BEX4	TBRG4
ROCK1	BEX4	TBRG4
CHLE	BEX4	TBRG4
J3QK85	BEX4	TBRG4
ZAP70	BEX4	TBRG4
UD14	BEX4	TBRG4
S12A2	BEX4	TBRG4
EST1A	BEX4	TBRG4
VKOR1	BEX4	TBRG4
XDH	BEX4	TBRG4
ACHB4	BEX4	TBRG4
RLP24	BEX4	TBRG4
EDN1	BEX4	TBRG4
GBRB3	BEX4	TBRG4
TKT	BEX4	TBRG4
NEU2	BEX4	TBRG4
3HAO	BEX4	TBRG4
RL10L	BEX4	TBRG4
ADA1D	BEX4	TBRG4
CANB2	BEX4	TBRG4
KAP3	BEX4	TBRG4
PANX1	BEX4	TBRG4
ST2A1	BEX4	TBRG4
UPP2	BEX4	TBRG4
AK1D1	BEX4	TBRG4
CAC1A	BEX4	TBRG4
CUBN	BEX4	TBRG4
THA	BEX4	TBRG4
TBB5	BEX4	TBRG4
CATA	BEX4	TBRG4
RL3	BEX4	TBRG4
PA2GE	BEX4	TBRG4
HRH2	BEX4	TBRG4
ATTY	BEX4	TBRG4
S29A2	BEX4	TBRG4
GBRT	BEX4	TBRG4
ACHA3	BEX4	TBRG4
CDK6	BEX4	TBRG4
5HT7R	BEX4	TBRG4
ADRB1	BEX4	TBRG4
CP11A	BEX4	TBRG4
CSK	BEX4	TBRG4
5HT3A	BEX4	TBRG4
AT12A	BEX4	TBRG4
IOD3	BEX4	TBRG4
PGFRA	BEX4	TBRG4
A1AG1	BEX4	TBRG4
TNFA	BEX4	TBRG4
NFAC2	BEX4	TBRG4
NOS2	BEX4	TBRG4
5HT2B	BEX4	TBRG4
HS90A	BEX4	TBRG4
LCK	BEX4	TBRG4
ADCYA	BEX4	TBRG4
HS90B	BEX4	TBRG4
ADA2A	BEX4	TBRG4
CACP	BEX4	TBRG4
RARA	BEX4	TBRG4
PYC	BEX4	TBRG4
CATL1	BEX4	TBRG4
ACHA9	BEX4	TBRG4
NH2L1	BEX4	TBRG4
AAKB2	BEX4	TBRG4
DCXR	BEX4	TBRG4
CXCL7	BEX4	TBRG4
KCNE1	BEX4	TBRG4
B3GT4	BEX4	TBRG4
ACES	BEX4	TBRG4
SCNNG	BEX4	TBRG4
HASP	BEX4	TBRG4
MMP3	BEX4	TBRG4
MET	BEX4	TBRG4
AA2BR	BEX4	TBRG4
PDE8A	BEX4	TBRG4
5HT2C	BEX4	TBRG4
AK1C3	BEX4	TBRG4
OSTCN	BEX4	TBRG4
NMD3B	BEX4	TBRG4
CDK5	BEX4	TBRG4
PPARA	BEX4	TBRG4
DRD2	BEX4	TBRG4
VGFR2	BEX4	TBRG4
CP1A2	BEX4	TBRG4
NGF	BEX4	TBRG4
GBRA6	BEX4	TBRG4
ACHA7	BEX4	TBRG4
CP2C9	BEX4	TBRG4
TBA1A	BEX4	TBRG4
IL2RA	BEX4	TBRG4
PPB1	BEX4	TBRG4
PD2R	BEX4	TBRG4
Q71TU5	BEX4	TBRG4
DCE1	BEX4	TBRG4
GBRG1	BEX4	TBRG4
FGFR2	BEX4	TBRG4
IMPA1	BEX4	TBRG4
ACM2	BEX4	TBRG4
IL8	BEX4	TBRG4
5HT6R	BEX4	TBRG4
KPCT	BEX4	TBRG4
AOC1	BEX4	TBRG4
PCNA	BEX4	TBRG4
KSYK	BEX4	TBRG4
CAH9	BEX4	TBRG4
RL11	BEX4	TBRG4
CACB3	BEX4	TBRG4
HMDH	BEX4	TBRG4
GBRA4	BEX4	TBRG4
KIT	BEX4	TBRG4
AOFA	BEX4	TBRG4
NEP	BEX4	TBRG4
GLYC	BEX4	TBRG4
NCOA2	BEX4	TBRG4
5HT1E	BEX4	TBRG4
TBA4A	BEX4	TBRG4
METH	BEX4	TBRG4
LDHA	BEX4	TBRG4
MK08	BEX4	TBRG4
IGHG4	BEX4	TBRG4
CP2CJ	BEX4	TBRG4
RXRA	BEX4	TBRG4
PA2GA	BEX4	TBRG4
CP131	BEX4	TBRG4
ACACB	BEX4	TBRG4
PTHY	BEX4	TBRG4
IL10	BEX4	TBRG4
CAH2	BEX4	TBRG4
OPRD	BEX4	TBRG4
AAPK1	BEX4	TBRG4
PDPK1	BEX4	TBRG4
ADRB3	BEX4	TBRG4
C11B1	BEX4	TBRG4
GBRP	BEX4	TBRG4
ROCK2	BEX4	TBRG4
RL8	BEX4	TBRG4
ADCY2	BEX4	TBRG4
PHOP2	BEX4	TBRG4
CAH12	BEX4	TBRG4
S10A4	BEX4	TBRG4
GRIK1	BEX4	TBRG4
CBG	BEX4	TBRG4
PRGR	BEX4	TBRG4
HCAR2	BEX4	TBRG4
DNMT1	BEX4	TBRG4
PGH2	BEX4	TBRG4
CAC1F	BEX4	TBRG4
ADA2C	BEX4	TBRG4
S15A1	BEX4	TBRG4
ADA1A	BEX4	TBRG4
A1AG2	BEX4	TBRG4
OX1R	BEX4	TBRG4
KCMA1	BEX4	TBRG4
NMDE3	BEX4	TBRG4
HIBCH	BEX4	TBRG4
IPKA	BEX4	TBRG4
S22AI	BEX4	TBRG4
S29A1	BEX4	TBRG4
HDAC1	BEX4	TBRG4
PNPH	BEX4	TBRG4
ADA2B	BEX4	TBRG4
TRFL	BEX4	TBRG4
ALBU	BEX4	TBRG4
FMO3	BEX4	TBRG4
PLK1	BEX4	TBRG4
SGMR1	BEX4	TBRG4
GUAA	BEX4	TBRG4
QOR	BEX4	TBRG4
GCR	BEX4	TBRG4
CATD	BEX4	TBRG4
MIF	BEX4	TBRG4
HPGDS	BEX4	TBRG4
MKNK1	BEX4	TBRG4
P2RY2	BEX4	TBRG4
S12A4	BEX4	TBRG4
EGFR	BEX4	TBRG4
NFKB1	BEX4	TBRG4
PGFRB	BEX4	TBRG4
ANT3	BEX4	TBRG4
GTR1	BEX4	TBRG4
MK10	BEX4	TBRG4
CAMLG	BEX4	TBRG4
HEMH	BEX4	TBRG4
MTRR	BEX4	TBRG4
NQO1	BEX4	TBRG4
ACH10	BEX4	TBRG4
FMO4	BEX4	TBRG4
DRD5	BEX4	TBRG4
TRY1	BEX4	TBRG4
SCNAA	BEX4	TBRG4
GBRG3	BEX4	TBRG4
PDE8B	BEX4	TBRG4
KCNA2	BEX4	TBRG4
IFNA2	BEX4	TBRG4
AA1R	BEX4	TBRG4
MAPK2	BEX4	TBRG4
PK3CD	BEX4	TBRG4
HRH4	BEX4	TBRG4
GBRB1	BEX4	TBRG4
HCN2	BEX4	TBRG4
RL26L	BEX4	TBRG4
DMTA2	BEX4	TBRG4
6PGD	BEX4	TBRG4
GRP78	BEX4	TBRG4
PSIP1	BEX4	TBRG4
AT1A4	BEX4	TBRG4
GLR	BEX4	TBRG4
OPRK	BEX4	TBRG4
ATPB	BEX4	TBRG4
STMN4	BEX4	TBRG4
CACB2	BEX4	TBRG4
NMDZ1	BEX4	TBRG4
SC6A3	BEX4	TBRG4
ST2B1	BEX4	TBRG4
TBG1	BEX4	TBRG4
ESR1	BEX4	TBRG4
CREB1	BEX4	TBRG4
5HT1B	BEX4	TBRG4
ERBB2	BEX4	TBRG4
HDAC7	BEX4	TBRG4
KCC1B	BEX4	TBRG4
TBD	BEX4	TBRG4
TOP2B	BEX4	TBRG4
3BHS1	BEX4	TBRG4
ATP4A	BEX4	TBRG4
LOX5	BEX4	TBRG4
UD3A1	BEX4	TBRG4
BDNF	BEX4	TBRG4
GBRA1	BEX4	TBRG4
FOS	BEX4	TBRG4
SHBG	BEX4	TBRG4
ODP2	BEX4	TBRG4
ABCA1	BEX4	TBRG4
DYR	BEX4	TBRG4
P85A	BEX4	TBRG4
SIR1	BEX4	TBRG4
MTHR	BEX4	TBRG4
ADCL2	BEX4	TBRG4
IBP3	BEX4	TBRG4
DDR1	BEX4	TBRG4
CP46A	BEX4	TBRG4
SCN2A	BEX4	TBRG4
IL4	BEX4	TBRG4
NPS	BEX4	TBRG4
NMDE1	BEX4	TBRG4
AOFB	BEX4	TBRG4
RL13A	BEX4	TBRG4
S22A2	BEX4	TBRG4
CALY	BEX4	TBRG4
S12A5	BEX4	TBRG4
PK3CA	BEX4	TBRG4
PDE4D	BEX4	TBRG4
KIF11	BEX4	TBRG4
NR1I2	BEX4	TBRG4
NISCH	BEX4	TBRG4
NFKB2	BEX4	TBRG4
ITK	BEX4	TBRG4
PPIA	BEX4	TBRG4
MMAA	BEX4	TBRG4
PA24A	BEX4	TBRG4
HYES	BEX4	TBRG4
CP2C8	BEX4	TBRG4
CAC1D	BEX4	TBRG4
SCNNA	BEX4	TBRG4
DRD3	BEX4	TBRG4
IOD1	BEX4	TBRG4
AAKB1	BEX4	TBRG4
ARY2	BEX4	TBRG4
DOPO	BEX4	TBRG4
PDE3A	BEX4	TBRG4
TR10B	BEX4	TBRG4
ADA1B	BEX4	TBRG4
C9JK77	BEX4	TBRG4
MYLK3	BEX4	TBRG4
PDE1B	BEX4	TBRG4
MYH9	BEX4	TBRG4
TRI15	BEX4	TBRG4
HPRT	BEX4	TBRG4
ADRB2	BEX4	TBRG4
LIPL	BEX4	TBRG4
MDR1	BEX4	TBRG4
5HT1A	BEX4	TBRG4
CP19A	BEX4	TBRG4
ARY1	BEX4	TBRG4
5HT2A	BEX4	TBRG4
G6PD	BEX4	TBRG4
PYRD	BEX4	TBRG4
GBRB2	BEX4	TBRG4
IKBA	BEX4	TBRG4
THRB	BEX4	TBRG4
GPX1	BEX4	TBRG4
TNNC2	BEX4	TBRG4
S22AB	BEX4	TBRG4
PDE5A	BEX4	TBRG4
TGFB1	BEX4	TBRG4
TOP2A	BEX4	TBRG4
RL23	BEX4	TBRG4
PDK3	BEX4	TBRG4
EDNRA	BEX4	TBRG4
TF65	BEX4	TBRG4
KAP0	BEX4	TBRG4
PPIF	BEX4	TBRG4
RL15	BEX4	TBRG4
KCNH2	BEX4	TBRG4
PDE4C	BEX4	TBRG4
ABCC8	BEX4	TBRG4
J3KPA4	BEX4	TBRG4
HDAC8	BEX4	TBRG4
GBRD	BEX4	TBRG4
CCKN	BEX4	TBRG4
ADCY5	BEX4	TBRG4
ATPA	BEX4	TBRG4
ATPG	BEX4	TBRG4
CAC1G	BEX4	TBRG4
LDHB	BEX4	TBRG4
JUN	BEX4	TBRG4
CSF1R	BEX4	TBRG4
UD19	BEX4	TBRG4
ATF6A	BEX4	TBRG4
RL19	BEX4	TBRG4
ST17B	BEX4	TBRG4
ABL1	BEX4	TBRG4
PHOP1	BEX4	TBRG4
SC6A4	BEX4	TBRG4
S22A6	BEX4	TBRG4
GRIK2	BEX4	TBRG4
ACM3	BEX4	TBRG4
RYR1	BEX4	TBRG4
S23IP	BEX4	TBRG4
CRBN	BEX4	TBRG4
MUTA	BEX4	TBRG4
ARGI1	BEX4	TBRG4
AA3R	BEX4	TBRG4
GBRA5	BEX4	TBRG4
CAH6	BEX4	TBRG4
FAK1	BEX4	TBRG4
SCNND	BEX4	TBRG4
CASP8	BEX4	TBRG4
SYRC	BEX4	TBRG4
CP3A4	BEX4	TBRG4
A4	BEX4	TBRG4
MRP1	BEX4	TBRG4
KCNN4	BEX4	TBRG4
PDE7A	BEX4	TBRG4
SCN4A	BEX4	TBRG4
CACB1	BEX4	TBRG4
DHI1	BEX4	TBRG4
PDIA1	BEX4	TBRG4
LRP2	BEX4	TBRG4
ESR2	BEX4	TBRG4
SCNNB	BEX4	TBRG4
NMDE4	BEX4	TBRG4
TY3H	BEX4	TBRG4
SOAT1	BEX4	TBRG4
NMD3A	BEX4	TBRG4
ASM	BEX4	TBRG4
S12A1	BEX4	TBRG4
CP1A1	BEX4	TBRG4
INSR2	BEX4	TBRG4
NCOA1	BEX4	TBRG4
TBE	BEX4	TBRG4
ITAL	BEX4	TBRG4
PPARG	BEX4	TBRG4
GSK3B	BEX4	TBRG4
CAC1I	BEX4	TBRG4
THB	BEX4	TBRG4
KLK3	BEX4	TBRG4
GBRA2	BEX4	TBRG4
TBB4B	BEX4	TBRG4
DRD4	BEX4	TBRG4
CLIC1	BEX4	TBRG4
GBRE	BEX4	TBRG4
RHOA	BEX4	TBRG4
TERT	BEX4	TBRG4
RL23A	BEX4	TBRG4
KITH	BEX4	TBRG4
HIF1A	BEX4	TBRG4
TEBP	BEX4	TBRG4
PERM	BEX4	TBRG4
TYSY	BEX4	TBRG4
PAR10	BEX4	TBRG4
NNMT	BEX4	TBRG4
RARB	BEX4	TBRG4
PK3CG	BEX4	TBRG4
CAC1C	BEX4	TBRG4
PLPL9	BEX4	TBRG4
OPRM	BEX4	TBRG4
PLMN	BEX4	TBRG4
ADA	BEX4	TBRG4
TNNC1	BEX4	TBRG4
J3KN87	BEX4	TBRG4
GBRG2	BEX4	TBRG4
FAD1	BEX4	TBRG4
PDE1A	BEX4	TBRG4
GLUC	BEX4	TBRG4
EST1	BEX4	TBRG4
P2RX2	BEX4	TBRG4
NOS3	BEX4	TBRG4
GSTP1	BEX4	TBRG4
CAH7	BEX4	TBRG4
IL6	BEX4	TBRG4
UD13	BEX4	TBRG4
PDE4A	BEX4	TBRG4
CBPB2	BEX4	TBRG4
KCJ11	BEX4	TBRG4
SCN5A	BEX4	TBRG4
CP21A	BEX4	TBRG4
CFTR	BEX4	TBRG4
ACM1	BEX4	TBRG4
GRIA2	BEX4	TBRG4
CPT2	BEX4	TBRG4
COMT	BEX4	TBRG4
P53	BEX4	TBRG4
CNGA1	BEX4	TBRG4
HDAC9	BEX4	TBRG4
KCNQ1	BEX4	TBRG4
PGH1	BEX4	TBRG4
CP2R1	BEX4	TBRG4
CAC1H	BEX4	TBRG4
CAB45	BEX4	TBRG4
CDK2	BEX4	TBRG4
SC6A2	BEX4	TBRG4
AK1C2	BEX4	TBRG4
CA2D2	BEX4	TBRG4
S22A8	BEX4	TBRG4
EBP	BEX4	TBRG4
NADC	BEX4	TBRG4
5HT5A	BEX4	TBRG4
AHR	BEX4	TBRG4
HDAC6	BEX4	TBRG4
MRP2	BEX4	TBRG4
PDE4B	BEX4	TBRG4
AA2AR	BEX4	TBRG4
PDE7B	BEX4	TBRG4
FAK2	BEX4	TBRG4
CASP3	BEX4	TBRG4
CATB	BEX4	TBRG4
CAC1S	BEX4	TBRG4
TA2R	BEX4	TBRG4
TPMT	BEX4	TBRG4
5HT1D	BEX4	TBRG4
PIM1	BEX4	TBRG4
AT1A1	BEX4	TBRG4
MMP9	BEX4	TBRG4
RL37	BEX4	TBRG4
PARP1	BEX4	TBRG4
RENR	BEX4	TBRG4
ENPL	BEX4	TBRG4
NR1I3	BEX4	TBRG4
CAH1	BEX4	TBRG4
SL9A7	BEX4	TBRG4
ACM4	BEX4	TBRG4
TOP1	BEX4	TBRG4
DHB8	BEX4	TBRG4
FABP6	BEX4	TBRG4
GABR1	BEX4	TBRG4
LY66C	BEX4	TBRG4
GLNA	BEX4	TBRG4
SCN1A	BEX4	TBRG4
HDAC3	BEX4	TBRG4
RENI	BEX4	TBRG4
