source	destinations_disconnected_to
ACE	VWA7	PXDC1
KAPCA	VWA7	PXDC1
NTKL	VWA7	PXDC1
CALM	VWA7	PXDC1
ACHA4	VWA7	PXDC1
ANXA2	VWA7	PXDC1
AURKB	VWA7	PXDC1
GNAT3	VWA7	PXDC1
CA2D1	VWA7	PXDC1
CAH4	VWA7	PXDC1
AK1C1	VWA7	PXDC1
ROCK1	VWA7	PXDC1
CHLE	VWA7	PXDC1
J3QK85	VWA7	PXDC1
ZAP70	VWA7	PXDC1
UD14	VWA7	PXDC1
S12A2	VWA7	PXDC1
EST1A	VWA7	PXDC1
VKOR1	VWA7	PXDC1
XDH	VWA7	PXDC1
ACHB4	VWA7	PXDC1
RLP24	VWA7	PXDC1
EDN1	VWA7	PXDC1
GBRB3	VWA7	PXDC1
TKT	VWA7	PXDC1
NEU2	VWA7	PXDC1
3HAO	VWA7	PXDC1
RL10L	VWA7	PXDC1
ADA1D	VWA7	PXDC1
CANB2	VWA7	PXDC1
KAP3	VWA7	PXDC1
PANX1	VWA7	PXDC1
ST2A1	VWA7	PXDC1
UPP2	VWA7	PXDC1
AK1D1	VWA7	PXDC1
CAC1A	VWA7	PXDC1
CUBN	VWA7	PXDC1
THA	VWA7	PXDC1
TBB5	VWA7	PXDC1
CATA	VWA7	PXDC1
RL3	VWA7	PXDC1
PA2GE	VWA7	PXDC1
HRH2	VWA7	PXDC1
ATTY	VWA7	PXDC1
S29A2	VWA7	PXDC1
GBRT	VWA7	PXDC1
ACHA3	VWA7	PXDC1
CDK6	VWA7	PXDC1
5HT7R	VWA7	PXDC1
ADRB1	VWA7	PXDC1
CP11A	VWA7	PXDC1
CSK	VWA7	PXDC1
5HT3A	VWA7	PXDC1
AT12A	VWA7	PXDC1
IOD3	VWA7	PXDC1
PGFRA	VWA7	PXDC1
A1AG1	VWA7	PXDC1
TNFA	VWA7	PXDC1
NFAC2	VWA7	PXDC1
NOS2	VWA7	PXDC1
5HT2B	VWA7	PXDC1
HS90A	VWA7	PXDC1
LCK	VWA7	PXDC1
ADCYA	VWA7	PXDC1
HS90B	VWA7	PXDC1
ADA2A	VWA7	PXDC1
CACP	VWA7	PXDC1
RARA	VWA7	PXDC1
PYC	VWA7	PXDC1
CATL1	VWA7	PXDC1
ACHA9	VWA7	PXDC1
NH2L1	VWA7	PXDC1
AAKB2	VWA7	PXDC1
DCXR	VWA7	PXDC1
CXCL7	VWA7	PXDC1
KCNE1	VWA7	PXDC1
B3GT4	VWA7	PXDC1
ACES	VWA7	PXDC1
SCNNG	VWA7	PXDC1
HASP	VWA7	PXDC1
MMP3	VWA7	PXDC1
MET	VWA7	PXDC1
AA2BR	VWA7	PXDC1
PDE8A	VWA7	PXDC1
5HT2C	VWA7	PXDC1
AK1C3	VWA7	PXDC1
OSTCN	VWA7	PXDC1
NMD3B	VWA7	PXDC1
CDK5	VWA7	PXDC1
PPARA	VWA7	PXDC1
DRD2	VWA7	PXDC1
VGFR2	VWA7	PXDC1
CP1A2	VWA7	PXDC1
NGF	VWA7	PXDC1
GBRA6	VWA7	PXDC1
ACHA7	VWA7	PXDC1
CP2C9	VWA7	PXDC1
TBA1A	VWA7	PXDC1
IL2RA	VWA7	PXDC1
PPB1	VWA7	PXDC1
PD2R	VWA7	PXDC1
Q71TU5	VWA7	PXDC1
DCE1	VWA7	PXDC1
GBRG1	VWA7	PXDC1
FGFR2	VWA7	PXDC1
IMPA1	VWA7	PXDC1
ACM2	VWA7	PXDC1
IL8	VWA7	PXDC1
5HT6R	VWA7	PXDC1
KPCT	VWA7	PXDC1
AOC1	VWA7	PXDC1
PCNA	VWA7	PXDC1
KSYK	VWA7	PXDC1
CAH9	VWA7	PXDC1
RL11	VWA7	PXDC1
CACB3	VWA7	PXDC1
HMDH	VWA7	PXDC1
GBRA4	VWA7	PXDC1
KIT	VWA7	PXDC1
AOFA	VWA7	PXDC1
NEP	VWA7	PXDC1
GLYC	VWA7	PXDC1
NCOA2	VWA7	PXDC1
5HT1E	VWA7	PXDC1
TBA4A	VWA7	PXDC1
METH	VWA7	PXDC1
LDHA	VWA7	PXDC1
MK08	VWA7	PXDC1
IGHG4	VWA7	PXDC1
CP2CJ	VWA7	PXDC1
RXRA	VWA7	PXDC1
PA2GA	VWA7	PXDC1
CP131	VWA7	PXDC1
ACACB	VWA7	PXDC1
PTHY	VWA7	PXDC1
IL10	VWA7	PXDC1
CAH2	VWA7	PXDC1
OPRD	VWA7	PXDC1
AAPK1	VWA7	PXDC1
PDPK1	VWA7	PXDC1
ADRB3	VWA7	PXDC1
C11B1	VWA7	PXDC1
GBRP	VWA7	PXDC1
ROCK2	VWA7	PXDC1
RL8	VWA7	PXDC1
ADCY2	VWA7	PXDC1
PHOP2	VWA7	PXDC1
CAH12	VWA7	PXDC1
S10A4	VWA7	PXDC1
GRIK1	VWA7	PXDC1
CBG	VWA7	PXDC1
PRGR	VWA7	PXDC1
HCAR2	VWA7	PXDC1
DNMT1	VWA7	PXDC1
PGH2	VWA7	PXDC1
CAC1F	VWA7	PXDC1
ADA2C	VWA7	PXDC1
S15A1	VWA7	PXDC1
ADA1A	VWA7	PXDC1
A1AG2	VWA7	PXDC1
OX1R	VWA7	PXDC1
KCMA1	VWA7	PXDC1
NMDE3	VWA7	PXDC1
HIBCH	VWA7	PXDC1
IPKA	VWA7	PXDC1
S22AI	VWA7	PXDC1
S29A1	VWA7	PXDC1
HDAC1	VWA7	PXDC1
PNPH	VWA7	PXDC1
ADA2B	VWA7	PXDC1
TRFL	VWA7	PXDC1
ALBU	VWA7	PXDC1
FMO3	VWA7	PXDC1
PLK1	VWA7	PXDC1
SGMR1	VWA7	PXDC1
GUAA	VWA7	PXDC1
QOR	VWA7	PXDC1
GCR	VWA7	PXDC1
CATD	VWA7	PXDC1
MIF	VWA7	PXDC1
HPGDS	VWA7	PXDC1
MKNK1	VWA7	PXDC1
P2RY2	VWA7	PXDC1
S12A4	VWA7	PXDC1
EGFR	VWA7	PXDC1
NFKB1	VWA7	PXDC1
PGFRB	VWA7	PXDC1
ANT3	VWA7	PXDC1
GTR1	VWA7	PXDC1
MK10	VWA7	PXDC1
CAMLG	VWA7	PXDC1
HEMH	VWA7	PXDC1
MTRR	VWA7	PXDC1
NQO1	VWA7	PXDC1
ACH10	VWA7	PXDC1
FMO4	VWA7	PXDC1
DRD5	VWA7	PXDC1
TRY1	VWA7	PXDC1
SCNAA	VWA7	PXDC1
GBRG3	VWA7	PXDC1
PDE8B	VWA7	PXDC1
KCNA2	VWA7	PXDC1
IFNA2	VWA7	PXDC1
AA1R	VWA7	PXDC1
MAPK2	VWA7	PXDC1
PK3CD	VWA7	PXDC1
HRH4	VWA7	PXDC1
GBRB1	VWA7	PXDC1
HCN2	VWA7	PXDC1
RL26L	VWA7	PXDC1
DMTA2	VWA7	PXDC1
6PGD	VWA7	PXDC1
GRP78	VWA7	PXDC1
PSIP1	VWA7	PXDC1
AT1A4	VWA7	PXDC1
GLR	VWA7	PXDC1
OPRK	VWA7	PXDC1
