source	destinations_disconnected_to
ACE	VWA7	RAB36
KAPCA	VWA7	RAB36
NTKL	VWA7	RAB36
CALM	VWA7	RAB36
ACHA4	VWA7	RAB36
ANXA2	VWA7	RAB36
AURKB	VWA7	RAB36
GNAT3	VWA7	RAB36
CA2D1	VWA7	RAB36
CAH4	VWA7	RAB36
AK1C1	VWA7	RAB36
ROCK1	VWA7	RAB36
CHLE	VWA7	RAB36
J3QK85	VWA7	RAB36
ZAP70	VWA7	RAB36
UD14	VWA7	RAB36
S12A2	VWA7	RAB36
EST1A	VWA7	RAB36
VKOR1	VWA7	RAB36
XDH	VWA7	RAB36
ACHB4	VWA7	RAB36
RLP24	VWA7	RAB36
EDN1	VWA7	RAB36
GBRB3	VWA7	RAB36
TKT	VWA7	RAB36
NEU2	VWA7	RAB36
3HAO	VWA7	RAB36
RL10L	VWA7	RAB36
ADA1D	VWA7	RAB36
CANB2	VWA7	RAB36
KAP3	VWA7	RAB36
PANX1	VWA7	RAB36
ST2A1	VWA7	RAB36
UPP2	VWA7	RAB36
AK1D1	VWA7	RAB36
CAC1A	VWA7	RAB36
CUBN	VWA7	RAB36
THA	VWA7	RAB36
TBB5	VWA7	RAB36
CATA	VWA7	RAB36
RL3	VWA7	RAB36
PA2GE	VWA7	RAB36
HRH2	VWA7	RAB36
ATTY	VWA7	RAB36
S29A2	VWA7	RAB36
GBRT	VWA7	RAB36
ACHA3	VWA7	RAB36
CDK6	VWA7	RAB36
5HT7R	VWA7	RAB36
ADRB1	VWA7	RAB36
CP11A	VWA7	RAB36
CSK	VWA7	RAB36
5HT3A	VWA7	RAB36
AT12A	VWA7	RAB36
IOD3	VWA7	RAB36
PGFRA	VWA7	RAB36
A1AG1	VWA7	RAB36
TNFA	VWA7	RAB36
NFAC2	VWA7	RAB36
NOS2	VWA7	RAB36
5HT2B	VWA7	RAB36
HS90A	VWA7	RAB36
LCK	VWA7	RAB36
ADCYA	VWA7	RAB36
HS90B	VWA7	RAB36
ADA2A	VWA7	RAB36
CACP	VWA7	RAB36
RARA	VWA7	RAB36
PYC	VWA7	RAB36
CATL1	VWA7	RAB36
ACHA9	VWA7	RAB36
NH2L1	VWA7	RAB36
AAKB2	VWA7	RAB36
DCXR	VWA7	RAB36
CXCL7	VWA7	RAB36
KCNE1	VWA7	RAB36
B3GT4	VWA7	RAB36
ACES	VWA7	RAB36
SCNNG	VWA7	RAB36
HASP	VWA7	RAB36
MMP3	VWA7	RAB36
MET	VWA7	RAB36
AA2BR	VWA7	RAB36
PDE8A	VWA7	RAB36
5HT2C	VWA7	RAB36
AK1C3	VWA7	RAB36
OSTCN	VWA7	RAB36
NMD3B	VWA7	RAB36
CDK5	VWA7	RAB36
PPARA	VWA7	RAB36
DRD2	VWA7	RAB36
VGFR2	VWA7	RAB36
CP1A2	VWA7	RAB36
NGF	VWA7	RAB36
GBRA6	VWA7	RAB36
ACHA7	VWA7	RAB36
CP2C9	VWA7	RAB36
TBA1A	VWA7	RAB36
IL2RA	VWA7	RAB36
PPB1	VWA7	RAB36
PD2R	VWA7	RAB36
Q71TU5	VWA7	RAB36
DCE1	VWA7	RAB36
GBRG1	VWA7	RAB36
FGFR2	VWA7	RAB36
IMPA1	VWA7	RAB36
ACM2	VWA7	RAB36
IL8	VWA7	RAB36
5HT6R	VWA7	RAB36
KPCT	VWA7	RAB36
AOC1	VWA7	RAB36
PCNA	VWA7	RAB36
KSYK	VWA7	RAB36
CAH9	VWA7	RAB36
RL11	VWA7	RAB36
CACB3	VWA7	RAB36
HMDH	VWA7	RAB36
GBRA4	VWA7	RAB36
KIT	VWA7	RAB36
AOFA	VWA7	RAB36
NEP	VWA7	RAB36
GLYC	VWA7	RAB36
NCOA2	VWA7	RAB36
5HT1E	VWA7	RAB36
TBA4A	VWA7	RAB36
METH	VWA7	RAB36
LDHA	VWA7	RAB36
MK08	VWA7	RAB36
IGHG4	VWA7	RAB36
CP2CJ	VWA7	RAB36
RXRA	VWA7	RAB36
PA2GA	VWA7	RAB36
CP131	VWA7	RAB36
ACACB	VWA7	RAB36
PTHY	VWA7	RAB36
IL10	VWA7	RAB36
CAH2	VWA7	RAB36
OPRD	VWA7	RAB36
AAPK1	VWA7	RAB36
PDPK1	VWA7	RAB36
ADRB3	VWA7	RAB36
C11B1	VWA7	RAB36
GBRP	VWA7	RAB36
ROCK2	VWA7	RAB36
RL8	VWA7	RAB36
ADCY2	VWA7	RAB36
PHOP2	VWA7	RAB36
CAH12	VWA7	RAB36
S10A4	VWA7	RAB36
GRIK1	VWA7	RAB36
CBG	VWA7	RAB36
PRGR	VWA7	RAB36
HCAR2	VWA7	RAB36
DNMT1	VWA7	RAB36
PGH2	VWA7	RAB36
CAC1F	VWA7	RAB36
ADA2C	VWA7	RAB36
S15A1	VWA7	RAB36
ADA1A	VWA7	RAB36
A1AG2	VWA7	RAB36
OX1R	VWA7	RAB36
KCMA1	VWA7	RAB36
NMDE3	VWA7	RAB36
HIBCH	VWA7	RAB36
IPKA	VWA7	RAB36
S22AI	VWA7	RAB36
S29A1	VWA7	RAB36
