source	destinations_disconnected_to
ACE	GRTP1
KAPCA	GRTP1
NTKL	GRTP1
CALM	GRTP1
ACHA4	GRTP1
ANXA2	GRTP1
AURKB	GRTP1
GNAT3	GRTP1
CA2D1	GRTP1
CAH4	GRTP1
AK1C1	GRTP1
ROCK1	GRTP1
CHLE	GRTP1
J3QK85	GRTP1
ZAP70	GRTP1
UD14	GRTP1
S12A2	GRTP1
EST1A	GRTP1
VKOR1	GRTP1
XDH	GRTP1
ACHB4	GRTP1
RLP24	GRTP1
EDN1	GRTP1
GBRB3	GRTP1
TKT	GRTP1
NEU2	GRTP1
3HAO	GRTP1
RL10L	GRTP1
ADA1D	GRTP1
CANB2	GRTP1
KAP3	GRTP1
PANX1	GRTP1
ST2A1	GRTP1
UPP2	GRTP1
AK1D1	GRTP1
CAC1A	GRTP1
CUBN	GRTP1
THA	GRTP1
TBB5	GRTP1
CATA	GRTP1
RL3	GRTP1
PA2GE	GRTP1
HRH2	GRTP1
ATTY	GRTP1
S29A2	GRTP1
GBRT	GRTP1
ACHA3	GRTP1
CDK6	GRTP1
5HT7R	GRTP1
ADRB1	GRTP1
CP11A	GRTP1
CSK	GRTP1
5HT3A	GRTP1
AT12A	GRTP1
IOD3	GRTP1
PGFRA	GRTP1
A1AG1	GRTP1
TNFA	GRTP1
NFAC2	GRTP1
NOS2	GRTP1
5HT2B	GRTP1
HS90A	GRTP1
LCK	GRTP1
ADCYA	GRTP1
HS90B	GRTP1
ADA2A	GRTP1
CACP	GRTP1
RARA	GRTP1
PYC	GRTP1
CATL1	GRTP1
ACHA9	GRTP1
NH2L1	GRTP1
AAKB2	GRTP1
DCXR	GRTP1
CXCL7	GRTP1
KCNE1	GRTP1
B3GT4	GRTP1
ACES	GRTP1
SCNNG	GRTP1
HASP	GRTP1
MMP3	GRTP1
MET	GRTP1
AA2BR	GRTP1
PDE8A	GRTP1
5HT2C	GRTP1
AK1C3	GRTP1
OSTCN	GRTP1
NMD3B	GRTP1
CDK5	GRTP1
PPARA	GRTP1
DRD2	GRTP1
VGFR2	GRTP1
CP1A2	GRTP1
