source	destinations_disconnected_to
ACE	WDR52	REEP2
KAPCA	WDR52	REEP2
NTKL	WDR52	REEP2
CALM	WDR52	REEP2
ACHA4	WDR52	REEP2
ANXA2	WDR52	REEP2
AURKB	WDR52	REEP2
GNAT3	WDR52	REEP2
CA2D1	WDR52	REEP2
CAH4	WDR52	REEP2
AK1C1	WDR52	REEP2
ROCK1	WDR52	REEP2
CHLE	WDR52	REEP2
J3QK85	WDR52	REEP2
ZAP70	WDR52	REEP2
UD14	WDR52	REEP2
S12A2	WDR52	REEP2
EST1A	WDR52	REEP2
VKOR1	WDR52	REEP2
XDH	WDR52	REEP2
ACHB4	WDR52	REEP2
RLP24	WDR52	REEP2
EDN1	WDR52	REEP2
GBRB3	WDR52	REEP2
TKT	WDR52	REEP2
NEU2	WDR52	REEP2
3HAO	WDR52	REEP2
RL10L	WDR52	REEP2
ADA1D	WDR52	REEP2
CANB2	WDR52	REEP2
KAP3	WDR52	REEP2
PANX1	WDR52	REEP2
ST2A1	WDR52	REEP2
UPP2	WDR52	REEP2
AK1D1	WDR52	REEP2
CAC1A	WDR52	REEP2
CUBN	WDR52	REEP2
THA	WDR52	REEP2
TBB5	WDR52	REEP2
CATA	WDR52	REEP2
RL3	WDR52	REEP2
PA2GE	WDR52	REEP2
HRH2	WDR52	REEP2
ATTY	WDR52	REEP2
S29A2	WDR52	REEP2
GBRT	WDR52	REEP2
ACHA3	WDR52	REEP2
CDK6	WDR52	REEP2
5HT7R	WDR52	REEP2
ADRB1	WDR52	REEP2
CP11A	WDR52	REEP2
CSK	WDR52	REEP2
5HT3A	WDR52	REEP2
AT12A	WDR52	REEP2
IOD3	WDR52	REEP2
PGFRA	WDR52	REEP2
A1AG1	WDR52	REEP2
TNFA	WDR52	REEP2
NFAC2	WDR52	REEP2
NOS2	WDR52	REEP2
5HT2B	WDR52	REEP2
HS90A	WDR52	REEP2
LCK	WDR52	REEP2
ADCYA	WDR52	REEP2
HS90B	WDR52	REEP2
