source	destinations_disconnected_to
ACE	BRD9
KAPCA	BRD9
NTKL	BRD9
CALM	BRD9
ACHA4	BRD9
ANXA2	BRD9
AURKB	BRD9
GNAT3	BRD9
CA2D1	BRD9
CAH4	BRD9
AK1C1	BRD9
ROCK1	BRD9
CHLE	BRD9
J3QK85	BRD9
ZAP70	BRD9
UD14	BRD9
S12A2	BRD9
EST1A	BRD9
VKOR1	BRD9
XDH	BRD9
ACHB4	BRD9
RLP24	BRD9
EDN1	BRD9
GBRB3	BRD9
TKT	BRD9
NEU2	BRD9
3HAO	BRD9
RL10L	BRD9
ADA1D	BRD9
CANB2	BRD9
KAP3	BRD9
PANX1	BRD9
ST2A1	BRD9
UPP2	BRD9
AK1D1	BRD9
CAC1A	BRD9
CUBN	BRD9
THA	BRD9
TBB5	BRD9
CATA	BRD9
RL3	BRD9
PA2GE	BRD9
HRH2	BRD9
ATTY	BRD9
S29A2	BRD9
GBRT	BRD9
ACHA3	BRD9
CDK6	BRD9
5HT7R	BRD9
ADRB1	BRD9
CP11A	BRD9
CSK	BRD9
5HT3A	BRD9
AT12A	BRD9
IOD3	BRD9
PGFRA	BRD9
A1AG1	BRD9
TNFA	BRD9
NFAC2	BRD9
NOS2	BRD9
5HT2B	BRD9
HS90A	BRD9
LCK	BRD9
ADCYA	BRD9
HS90B	BRD9
ADA2A	BRD9
CACP	BRD9
RARA	BRD9
PYC	BRD9
CATL1	BRD9
ACHA9	BRD9
NH2L1	BRD9
AAKB2	BRD9
DCXR	BRD9
CXCL7	BRD9
KCNE1	BRD9
B3GT4	BRD9
ACES	BRD9
SCNNG	BRD9
HASP	BRD9
MMP3	BRD9
MET	BRD9
AA2BR	BRD9
PDE8A	BRD9
5HT2C	BRD9
AK1C3	BRD9
OSTCN	BRD9
NMD3B	BRD9
CDK5	BRD9
PPARA	BRD9
DRD2	BRD9
VGFR2	BRD9
CP1A2	BRD9
NGF	BRD9
GBRA6	BRD9
ACHA7	BRD9
