source	destinations_disconnected_to
ACE	ZMYM1	BAZ2B
KAPCA	ZMYM1	BAZ2B
NTKL	ZMYM1	BAZ2B
CALM	ZMYM1	BAZ2B
ACHA4	ZMYM1	BAZ2B
ANXA2	ZMYM1	BAZ2B
AURKB	ZMYM1	BAZ2B
GNAT3	ZMYM1	BAZ2B
CA2D1	ZMYM1	BAZ2B
CAH4	ZMYM1	BAZ2B
AK1C1	ZMYM1	BAZ2B
ROCK1	ZMYM1	BAZ2B
CHLE	ZMYM1	BAZ2B
J3QK85	ZMYM1	BAZ2B
ZAP70	ZMYM1	BAZ2B
UD14	ZMYM1	BAZ2B
S12A2	ZMYM1	BAZ2B
EST1A	ZMYM1	BAZ2B
VKOR1	ZMYM1	BAZ2B
XDH	ZMYM1	BAZ2B
ACHB4	ZMYM1	BAZ2B
RLP24	ZMYM1	BAZ2B
EDN1	ZMYM1	BAZ2B
GBRB3	ZMYM1	BAZ2B
TKT	ZMYM1	BAZ2B
NEU2	ZMYM1	BAZ2B
3HAO	ZMYM1	BAZ2B
RL10L	ZMYM1	BAZ2B
ADA1D	ZMYM1	BAZ2B
CANB2	ZMYM1	BAZ2B
KAP3	ZMYM1	BAZ2B
PANX1	ZMYM1	BAZ2B
ST2A1	ZMYM1	BAZ2B
UPP2	ZMYM1	BAZ2B
AK1D1	ZMYM1	BAZ2B
CAC1A	ZMYM1	BAZ2B
CUBN	ZMYM1	BAZ2B
THA	ZMYM1	BAZ2B
TBB5	ZMYM1	BAZ2B
CATA	ZMYM1	BAZ2B
RL3	ZMYM1	BAZ2B
PA2GE	ZMYM1	BAZ2B
HRH2	ZMYM1	BAZ2B
ATTY	ZMYM1	BAZ2B
S29A2	ZMYM1	BAZ2B
GBRT	ZMYM1	BAZ2B
ACHA3	ZMYM1	BAZ2B
CDK6	ZMYM1	BAZ2B
5HT7R	ZMYM1	BAZ2B
ADRB1	ZMYM1	BAZ2B
CP11A	ZMYM1	BAZ2B
CSK	ZMYM1	BAZ2B
5HT3A	ZMYM1	BAZ2B
AT12A	ZMYM1	BAZ2B
IOD3	ZMYM1	BAZ2B
PGFRA	ZMYM1	BAZ2B
A1AG1	ZMYM1	BAZ2B
TNFA	ZMYM1	BAZ2B
NFAC2	ZMYM1	BAZ2B
NOS2	ZMYM1	BAZ2B
5HT2B	ZMYM1	BAZ2B
HS90A	ZMYM1	BAZ2B
LCK	ZMYM1	BAZ2B
ADCYA	ZMYM1	BAZ2B
HS90B	ZMYM1	BAZ2B
ADA2A	ZMYM1	BAZ2B
CACP	ZMYM1	BAZ2B
RARA	ZMYM1	BAZ2B
PYC	ZMYM1	BAZ2B
CATL1	ZMYM1	BAZ2B
ACHA9	ZMYM1	BAZ2B
NH2L1	ZMYM1	BAZ2B
AAKB2	ZMYM1	BAZ2B
DCXR	ZMYM1	BAZ2B
CXCL7	ZMYM1	BAZ2B
KCNE1	ZMYM1	BAZ2B
B3GT4	ZMYM1	BAZ2B
ACES	ZMYM1	BAZ2B
SCNNG	ZMYM1	BAZ2B
HASP	ZMYM1	BAZ2B
MMP3	ZMYM1	BAZ2B
MET	ZMYM1	BAZ2B
AA2BR	ZMYM1	BAZ2B
PDE8A	ZMYM1	BAZ2B
5HT2C	ZMYM1	BAZ2B
AK1C3	ZMYM1	BAZ2B
OSTCN	ZMYM1	BAZ2B
NMD3B	ZMYM1	BAZ2B
CDK5	ZMYM1	BAZ2B
PPARA	ZMYM1	BAZ2B
DRD2	ZMYM1	BAZ2B
VGFR2	ZMYM1	BAZ2B
CP1A2	ZMYM1	BAZ2B
NGF	ZMYM1	BAZ2B
GBRA6	ZMYM1	BAZ2B
ACHA7	ZMYM1	BAZ2B
CP2C9	ZMYM1	BAZ2B
TBA1A	ZMYM1	BAZ2B
IL2RA	ZMYM1	BAZ2B
PPB1	ZMYM1	BAZ2B
PD2R	ZMYM1	BAZ2B
Q71TU5	ZMYM1	BAZ2B
DCE1	ZMYM1	BAZ2B
GBRG1	ZMYM1	BAZ2B
FGFR2	ZMYM1	BAZ2B
IMPA1	ZMYM1	BAZ2B
ACM2	ZMYM1	BAZ2B
IL8	ZMYM1	BAZ2B
5HT6R	ZMYM1	BAZ2B
KPCT	ZMYM1	BAZ2B
AOC1	ZMYM1	BAZ2B
PCNA	ZMYM1	BAZ2B
KSYK	ZMYM1	BAZ2B
CAH9	ZMYM1	BAZ2B
RL11	ZMYM1	BAZ2B
CACB3	ZMYM1	BAZ2B
HMDH	ZMYM1	BAZ2B
GBRA4	ZMYM1	BAZ2B
KIT	ZMYM1	BAZ2B
AOFA	ZMYM1	BAZ2B
NEP	ZMYM1	BAZ2B
GLYC	ZMYM1	BAZ2B
NCOA2	ZMYM1	BAZ2B
5HT1E	ZMYM1	BAZ2B
TBA4A	ZMYM1	BAZ2B
METH	ZMYM1	BAZ2B
LDHA	ZMYM1	BAZ2B
MK08	ZMYM1	BAZ2B
IGHG4	ZMYM1	BAZ2B
CP2CJ	ZMYM1	BAZ2B
RXRA	ZMYM1	BAZ2B
PA2GA	ZMYM1	BAZ2B
CP131	ZMYM1	BAZ2B
ACACB	ZMYM1	BAZ2B
PTHY	ZMYM1	BAZ2B
IL10	ZMYM1	BAZ2B
CAH2	ZMYM1	BAZ2B
OPRD	ZMYM1	BAZ2B
AAPK1	ZMYM1	BAZ2B
PDPK1	ZMYM1	BAZ2B
ADRB3	ZMYM1	BAZ2B
C11B1	ZMYM1	BAZ2B
GBRP	ZMYM1	BAZ2B
ROCK2	ZMYM1	BAZ2B
RL8	ZMYM1	BAZ2B
ADCY2	ZMYM1	BAZ2B
PHOP2	ZMYM1	BAZ2B
CAH12	ZMYM1	BAZ2B
S10A4	ZMYM1	BAZ2B
GRIK1	ZMYM1	BAZ2B
CBG	ZMYM1	BAZ2B
PRGR	ZMYM1	BAZ2B
HCAR2	ZMYM1	BAZ2B
DNMT1	ZMYM1	BAZ2B
PGH2	ZMYM1	BAZ2B
CAC1F	ZMYM1	BAZ2B
ADA2C	ZMYM1	BAZ2B
S15A1	ZMYM1	BAZ2B
ADA1A	ZMYM1	BAZ2B
A1AG2	ZMYM1	BAZ2B
OX1R	ZMYM1	BAZ2B
KCMA1	ZMYM1	BAZ2B
NMDE3	ZMYM1	BAZ2B
HIBCH	ZMYM1	BAZ2B
IPKA	ZMYM1	BAZ2B
S22AI	ZMYM1	BAZ2B
S29A1	ZMYM1	BAZ2B
HDAC1	ZMYM1	BAZ2B
PNPH	ZMYM1	BAZ2B
ADA2B	ZMYM1	BAZ2B
TRFL	ZMYM1	BAZ2B
ALBU	ZMYM1	BAZ2B
