source	destinations_disconnected_to
ACE	CEMP1	TEX2	TOR3A	PAQR4
KAPCA	CEMP1	TEX2	TOR3A	PAQR4
NTKL	CEMP1	TEX2	TOR3A	PAQR4
CALM	CEMP1	TEX2	TOR3A	PAQR4
ACHA4	CEMP1	TEX2	TOR3A	PAQR4
ANXA2	CEMP1	TEX2	TOR3A	PAQR4
AURKB	CEMP1	TEX2	TOR3A	PAQR4
GNAT3	CEMP1	TEX2	TOR3A	PAQR4
CA2D1	CEMP1	TEX2	TOR3A	PAQR4
CAH4	CEMP1	TEX2	TOR3A	PAQR4
AK1C1	CEMP1	TEX2	TOR3A	PAQR4
ROCK1	CEMP1	TEX2	TOR3A	PAQR4
CHLE	CEMP1	TEX2	TOR3A	PAQR4
J3QK85	CEMP1	TEX2	TOR3A	PAQR4
ZAP70	CEMP1	TEX2	TOR3A	PAQR4
UD14	CEMP1	TEX2	TOR3A	PAQR4
S12A2	CEMP1	TEX2	TOR3A	PAQR4
EST1A	CEMP1	TEX2	TOR3A	PAQR4
VKOR1	CEMP1	TEX2	TOR3A	PAQR4
XDH	CEMP1	TEX2	TOR3A	PAQR4
ACHB4	CEMP1	TEX2	TOR3A	PAQR4
RLP24	CEMP1	TEX2	TOR3A	PAQR4
EDN1	CEMP1	TEX2	TOR3A	PAQR4
GBRB3	CEMP1	TEX2	TOR3A	PAQR4
TKT	CEMP1	TEX2	TOR3A	PAQR4
NEU2	CEMP1	TEX2	TOR3A	PAQR4
3HAO	CEMP1	TEX2	TOR3A	PAQR4
RL10L	CEMP1	TEX2	TOR3A	PAQR4
ADA1D	CEMP1	TEX2	TOR3A	PAQR4
CANB2	CEMP1	TEX2	TOR3A	PAQR4
KAP3	CEMP1	TEX2	TOR3A	PAQR4
PANX1	CEMP1	TEX2	TOR3A	PAQR4
ST2A1	CEMP1	TEX2	TOR3A	PAQR4
UPP2	CEMP1	TEX2	TOR3A	PAQR4
AK1D1	CEMP1	TEX2	TOR3A	PAQR4
CAC1A	CEMP1	TEX2	TOR3A	PAQR4
CUBN	CEMP1	TEX2	TOR3A	PAQR4
THA	CEMP1	TEX2	TOR3A	PAQR4
TBB5	CEMP1	TEX2	TOR3A	PAQR4
CATA	CEMP1	TEX2	TOR3A	PAQR4
RL3	CEMP1	TEX2	TOR3A	PAQR4
PA2GE	CEMP1	TEX2	TOR3A	PAQR4
HRH2	CEMP1	TEX2	TOR3A	PAQR4
ATTY	CEMP1	TEX2	TOR3A	PAQR4
S29A2	CEMP1	TEX2	TOR3A	PAQR4
GBRT	CEMP1	TEX2	TOR3A	PAQR4
ACHA3	CEMP1	TEX2	TOR3A	PAQR4
CDK6	CEMP1	TEX2	TOR3A	PAQR4
5HT7R	CEMP1	TEX2	TOR3A	PAQR4
ADRB1	CEMP1	TEX2	TOR3A	PAQR4
CP11A	CEMP1	TEX2	TOR3A	PAQR4
CSK	CEMP1	TEX2	TOR3A	PAQR4
5HT3A	CEMP1	TEX2	TOR3A	PAQR4
AT12A	CEMP1	TEX2	TOR3A	PAQR4
IOD3	CEMP1	TEX2	TOR3A	PAQR4
PGFRA	CEMP1	TEX2	TOR3A	PAQR4
A1AG1	CEMP1	TEX2	TOR3A	PAQR4
TNFA	CEMP1	TEX2	TOR3A	PAQR4
NFAC2	CEMP1	TEX2	TOR3A	PAQR4
NOS2	CEMP1	TEX2	TOR3A	PAQR4
5HT2B	CEMP1	TEX2	TOR3A	PAQR4
HS90A	CEMP1	TEX2	TOR3A	PAQR4
LCK	CEMP1	TEX2	TOR3A	PAQR4
ADCYA	CEMP1	TEX2	TOR3A	PAQR4
HS90B	CEMP1	TEX2	TOR3A	PAQR4
ADA2A	CEMP1	TEX2	TOR3A	PAQR4
CACP	CEMP1	TEX2	TOR3A	PAQR4
RARA	CEMP1	TEX2	TOR3A	PAQR4
PYC	CEMP1	TEX2	TOR3A	PAQR4
CATL1	CEMP1	TEX2	TOR3A	PAQR4
ACHA9	CEMP1	TEX2	TOR3A	PAQR4
NH2L1	CEMP1	TEX2	TOR3A	PAQR4
AAKB2	CEMP1	TEX2	TOR3A	PAQR4
DCXR	CEMP1	TEX2	TOR3A	PAQR4
CXCL7	CEMP1	TEX2	TOR3A	PAQR4
KCNE1	CEMP1	TEX2	TOR3A	PAQR4
B3GT4	CEMP1	TEX2	TOR3A	PAQR4
ACES	CEMP1	TEX2	TOR3A	PAQR4
SCNNG	CEMP1	TEX2	TOR3A	PAQR4
HASP	CEMP1	TEX2	TOR3A	PAQR4
MMP3	CEMP1	TEX2	TOR3A	PAQR4
MET	CEMP1	TEX2	TOR3A	PAQR4
AA2BR	CEMP1	TEX2	TOR3A	PAQR4
PDE8A	CEMP1	TEX2	TOR3A	PAQR4
5HT2C	CEMP1	TEX2	TOR3A	PAQR4
AK1C3	CEMP1	TEX2	TOR3A	PAQR4
OSTCN	CEMP1	TEX2	TOR3A	PAQR4
NMD3B	CEMP1	TEX2	TOR3A	PAQR4
CDK5	CEMP1	TEX2	TOR3A	PAQR4
PPARA	CEMP1	TEX2	TOR3A	PAQR4
DRD2	CEMP1	TEX2	TOR3A	PAQR4
VGFR2	CEMP1	TEX2	TOR3A	PAQR4
CP1A2	CEMP1	TEX2	TOR3A	PAQR4
NGF	CEMP1	TEX2	TOR3A	PAQR4
GBRA6	CEMP1	TEX2	TOR3A	PAQR4
ACHA7	CEMP1	TEX2	TOR3A	PAQR4
CP2C9	CEMP1	TEX2	TOR3A	PAQR4
TBA1A	CEMP1	TEX2	TOR3A	PAQR4
IL2RA	CEMP1	TEX2	TOR3A	PAQR4
PPB1	CEMP1	TEX2	TOR3A	PAQR4
PD2R	CEMP1	TEX2	TOR3A	PAQR4
Q71TU5	CEMP1	TEX2	TOR3A	PAQR4
DCE1	CEMP1	TEX2	TOR3A	PAQR4
GBRG1	CEMP1	TEX2	TOR3A	PAQR4
FGFR2	CEMP1	TEX2	TOR3A	PAQR4
IMPA1	CEMP1	TEX2	TOR3A	PAQR4
ACM2	CEMP1	TEX2	TOR3A	PAQR4
IL8	CEMP1	TEX2	TOR3A	PAQR4
5HT6R	CEMP1	TEX2	TOR3A	PAQR4
KPCT	CEMP1	TEX2	TOR3A	PAQR4
AOC1	CEMP1	TEX2	TOR3A	PAQR4
PCNA	CEMP1	TEX2	TOR3A	PAQR4
KSYK	CEMP1	TEX2	TOR3A	PAQR4
CAH9	CEMP1	TEX2	TOR3A	PAQR4
RL11	CEMP1	TEX2	TOR3A	PAQR4
CACB3	CEMP1	TEX2	TOR3A	PAQR4
HMDH	CEMP1	TEX2	TOR3A	PAQR4
GBRA4	CEMP1	TEX2	TOR3A	PAQR4
KIT	CEMP1	TEX2	TOR3A	PAQR4
AOFA	CEMP1	TEX2	TOR3A	PAQR4
NEP	CEMP1	TEX2	TOR3A	PAQR4
GLYC	CEMP1	TEX2	TOR3A	PAQR4
NCOA2	CEMP1	TEX2	TOR3A	PAQR4
5HT1E	CEMP1	TEX2	TOR3A	PAQR4
TBA4A	CEMP1	TEX2	TOR3A	PAQR4
METH	CEMP1	TEX2	TOR3A	PAQR4
LDHA	CEMP1	TEX2	TOR3A	PAQR4
MK08	CEMP1	TEX2	TOR3A	PAQR4
IGHG4	CEMP1	TEX2	TOR3A	PAQR4
CP2CJ	CEMP1	TEX2	TOR3A	PAQR4
RXRA	CEMP1	TEX2	TOR3A	PAQR4
PA2GA	CEMP1	TEX2	TOR3A	PAQR4
CP131	CEMP1	TEX2	TOR3A	PAQR4
ACACB	CEMP1	TEX2	TOR3A	PAQR4
PTHY	CEMP1	TEX2	TOR3A	PAQR4
IL10	CEMP1	TEX2	TOR3A	PAQR4
CAH2	CEMP1	TEX2	TOR3A	PAQR4
OPRD	CEMP1	TEX2	TOR3A	PAQR4
AAPK1	CEMP1	TEX2	TOR3A	PAQR4
PDPK1	CEMP1	TEX2	TOR3A	PAQR4
ADRB3	CEMP1	TEX2	TOR3A	PAQR4
C11B1	CEMP1	TEX2	TOR3A	PAQR4
GBRP	CEMP1	TEX2	TOR3A	PAQR4
ROCK2	CEMP1	TEX2	TOR3A	PAQR4
RL8	CEMP1	TEX2	TOR3A	PAQR4
ADCY2	CEMP1	TEX2	TOR3A	PAQR4
PHOP2	CEMP1	TEX2	TOR3A	PAQR4
CAH12	CEMP1	TEX2	TOR3A	PAQR4
S10A4	CEMP1	TEX2	TOR3A	PAQR4
GRIK1	CEMP1	TEX2	TOR3A	PAQR4
CBG	CEMP1	TEX2	TOR3A	PAQR4
PRGR	CEMP1	TEX2	TOR3A	PAQR4
HCAR2	CEMP1	TEX2	TOR3A	PAQR4
DNMT1	CEMP1	TEX2	TOR3A	PAQR4
PGH2	CEMP1	TEX2	TOR3A	PAQR4
CAC1F	CEMP1	TEX2	TOR3A	PAQR4
ADA2C	CEMP1	TEX2	TOR3A	PAQR4
S15A1	CEMP1	TEX2	TOR3A	PAQR4
ADA1A	CEMP1	TEX2	TOR3A	PAQR4
A1AG2	CEMP1	TEX2	TOR3A	PAQR4
OX1R	CEMP1	TEX2	TOR3A	PAQR4
KCMA1	CEMP1	TEX2	TOR3A	PAQR4
NMDE3	CEMP1	TEX2	TOR3A	PAQR4
HIBCH	CEMP1	TEX2	TOR3A	PAQR4
IPKA	CEMP1	TEX2	TOR3A	PAQR4
S22AI	CEMP1	TEX2	TOR3A	PAQR4
S29A1	CEMP1	TEX2	TOR3A	PAQR4
HDAC1	CEMP1	TEX2	TOR3A	PAQR4
PNPH	CEMP1	TEX2	TOR3A	PAQR4
ADA2B	CEMP1	TEX2	TOR3A	PAQR4
TRFL	CEMP1	TEX2	TOR3A	PAQR4
ALBU	CEMP1	TEX2	TOR3A	PAQR4
FMO3	CEMP1	TEX2	TOR3A	PAQR4
PLK1	CEMP1	TEX2	TOR3A	PAQR4
SGMR1	CEMP1	TEX2	TOR3A	PAQR4
GUAA	CEMP1	TEX2	TOR3A	PAQR4
QOR	CEMP1	TEX2	TOR3A	PAQR4
GCR	CEMP1	TEX2	TOR3A	PAQR4
CATD	CEMP1	TEX2	TOR3A	PAQR4
MIF	CEMP1	TEX2	TOR3A	PAQR4
HPGDS	CEMP1	TEX2	TOR3A	PAQR4
MKNK1	CEMP1	TEX2	TOR3A	PAQR4
P2RY2	CEMP1	TEX2	TOR3A	PAQR4
S12A4	CEMP1	TEX2	TOR3A	PAQR4
EGFR	CEMP1	TEX2	TOR3A	PAQR4
NFKB1	CEMP1	TEX2	TOR3A	PAQR4
PGFRB	CEMP1	TEX2	TOR3A	PAQR4
ANT3	CEMP1	TEX2	TOR3A	PAQR4
GTR1	CEMP1	TEX2	TOR3A	PAQR4
MK10	CEMP1	TEX2	TOR3A	PAQR4
CAMLG	CEMP1	TEX2	TOR3A	PAQR4
HEMH	CEMP1	TEX2	TOR3A	PAQR4
MTRR	CEMP1	TEX2	TOR3A	PAQR4
NQO1	CEMP1	TEX2	TOR3A	PAQR4
ACH10	CEMP1	TEX2	TOR3A	PAQR4
FMO4	CEMP1	TEX2	TOR3A	PAQR4
DRD5	CEMP1	TEX2	TOR3A	PAQR4
TRY1	CEMP1	TEX2	TOR3A	PAQR4
SCNAA	CEMP1	TEX2	TOR3A	PAQR4
GBRG3	CEMP1	TEX2	TOR3A	PAQR4
PDE8B	CEMP1	TEX2	TOR3A	PAQR4
KCNA2	CEMP1	TEX2	TOR3A	PAQR4
IFNA2	CEMP1	TEX2	TOR3A	PAQR4
AA1R	CEMP1	TEX2	TOR3A	PAQR4
MAPK2	CEMP1	TEX2	TOR3A	PAQR4
PK3CD	CEMP1	TEX2	TOR3A	PAQR4
HRH4	CEMP1	TEX2	TOR3A	PAQR4
GBRB1	CEMP1	TEX2	TOR3A	PAQR4
HCN2	CEMP1	TEX2	TOR3A	PAQR4
RL26L	CEMP1	TEX2	TOR3A	PAQR4
DMTA2	CEMP1	TEX2	TOR3A	PAQR4
6PGD	CEMP1	TEX2	TOR3A	PAQR4
GRP78	CEMP1	TEX2	TOR3A	PAQR4
PSIP1	CEMP1	TEX2	TOR3A	PAQR4
AT1A4	CEMP1	TEX2	TOR3A	PAQR4
GLR	CEMP1	TEX2	TOR3A	PAQR4
OPRK	CEMP1	TEX2	TOR3A	PAQR4
ATPB	CEMP1	TEX2	TOR3A	PAQR4
STMN4	CEMP1	TEX2	TOR3A	PAQR4
CACB2	CEMP1	TEX2	TOR3A	PAQR4
NMDZ1	CEMP1	TEX2	TOR3A	PAQR4
SC6A3	CEMP1	TEX2	TOR3A	PAQR4
ST2B1	CEMP1	TEX2	TOR3A	PAQR4
TBG1	CEMP1	TEX2	TOR3A	PAQR4
ESR1	CEMP1	TEX2	TOR3A	PAQR4
CREB1	CEMP1	TEX2	TOR3A	PAQR4
5HT1B	CEMP1	TEX2	TOR3A	PAQR4
ERBB2	CEMP1	TEX2	TOR3A	PAQR4
HDAC7	CEMP1	TEX2	TOR3A	PAQR4
KCC1B	CEMP1	TEX2	TOR3A	PAQR4
TBD	CEMP1	TEX2	TOR3A	PAQR4
TOP2B	CEMP1	TEX2	TOR3A	PAQR4
3BHS1	CEMP1	TEX2	TOR3A	PAQR4
ATP4A	CEMP1	TEX2	TOR3A	PAQR4
LOX5	CEMP1	TEX2	TOR3A	PAQR4
UD3A1	CEMP1	TEX2	TOR3A	PAQR4
BDNF	CEMP1	TEX2	TOR3A	PAQR4
GBRA1	CEMP1	TEX2	TOR3A	PAQR4
FOS	CEMP1	TEX2	TOR3A	PAQR4
SHBG	CEMP1	TEX2	TOR3A	PAQR4
ODP2	CEMP1	TEX2	TOR3A	PAQR4
ABCA1	CEMP1	TEX2	TOR3A	PAQR4
