source	destinations_disconnected_to
ACE	JMJD4	ARL4D
KAPCA	JMJD4	ARL4D
NTKL	JMJD4	ARL4D
CALM	JMJD4	ARL4D
ACHA4	JMJD4	ARL4D
ANXA2	JMJD4	ARL4D
AURKB	JMJD4	ARL4D
GNAT3	JMJD4	ARL4D
CA2D1	JMJD4	ARL4D
CAH4	JMJD4	ARL4D
AK1C1	JMJD4	ARL4D
ROCK1	JMJD4	ARL4D
CHLE	JMJD4	ARL4D
J3QK85	JMJD4	ARL4D
ZAP70	JMJD4	ARL4D
UD14	JMJD4	ARL4D
S12A2	JMJD4	ARL4D
EST1A	JMJD4	ARL4D
VKOR1	JMJD4	ARL4D
XDH	JMJD4	ARL4D
ACHB4	JMJD4	ARL4D
RLP24	JMJD4	ARL4D
EDN1	JMJD4	ARL4D
GBRB3	JMJD4	ARL4D
TKT	JMJD4	ARL4D
NEU2	JMJD4	ARL4D
3HAO	JMJD4	ARL4D
RL10L	JMJD4	ARL4D
ADA1D	JMJD4	ARL4D
CANB2	JMJD4	ARL4D
KAP3	JMJD4	ARL4D
PANX1	JMJD4	ARL4D
ST2A1	JMJD4	ARL4D
UPP2	JMJD4	ARL4D
AK1D1	JMJD4	ARL4D
CAC1A	JMJD4	ARL4D
CUBN	JMJD4	ARL4D
THA	JMJD4	ARL4D
TBB5	JMJD4	ARL4D
CATA	JMJD4	ARL4D
RL3	JMJD4	ARL4D
PA2GE	JMJD4	ARL4D
HRH2	JMJD4	ARL4D
ATTY	JMJD4	ARL4D
S29A2	JMJD4	ARL4D
GBRT	JMJD4	ARL4D
ACHA3	JMJD4	ARL4D
CDK6	JMJD4	ARL4D
5HT7R	JMJD4	ARL4D
ADRB1	JMJD4	ARL4D
CP11A	JMJD4	ARL4D
CSK	JMJD4	ARL4D
5HT3A	JMJD4	ARL4D
AT12A	JMJD4	ARL4D
IOD3	JMJD4	ARL4D
PGFRA	JMJD4	ARL4D
A1AG1	JMJD4	ARL4D
TNFA	JMJD4	ARL4D
NFAC2	JMJD4	ARL4D
NOS2	JMJD4	ARL4D
5HT2B	JMJD4	ARL4D
HS90A	JMJD4	ARL4D
LCK	JMJD4	ARL4D
ADCYA	JMJD4	ARL4D
HS90B	JMJD4	ARL4D
ADA2A	JMJD4	ARL4D
CACP	JMJD4	ARL4D
RARA	JMJD4	ARL4D
PYC	JMJD4	ARL4D
CATL1	JMJD4	ARL4D
ACHA9	JMJD4	ARL4D
NH2L1	JMJD4	ARL4D
AAKB2	JMJD4	ARL4D
DCXR	JMJD4	ARL4D
CXCL7	JMJD4	ARL4D
KCNE1	JMJD4	ARL4D
B3GT4	JMJD4	ARL4D
ACES	JMJD4	ARL4D
SCNNG	JMJD4	ARL4D
HASP	JMJD4	ARL4D
MMP3	JMJD4	ARL4D
MET	JMJD4	ARL4D
AA2BR	JMJD4	ARL4D
PDE8A	JMJD4	ARL4D
5HT2C	JMJD4	ARL4D
AK1C3	JMJD4	ARL4D
OSTCN	JMJD4	ARL4D
NMD3B	JMJD4	ARL4D
CDK5	JMJD4	ARL4D
PPARA	JMJD4	ARL4D
DRD2	JMJD4	ARL4D
VGFR2	JMJD4	ARL4D
CP1A2	JMJD4	ARL4D
NGF	JMJD4	ARL4D
GBRA6	JMJD4	ARL4D
ACHA7	JMJD4	ARL4D
CP2C9	JMJD4	ARL4D
TBA1A	JMJD4	ARL4D
IL2RA	JMJD4	ARL4D
PPB1	JMJD4	ARL4D
PD2R	JMJD4	ARL4D
Q71TU5	JMJD4	ARL4D
DCE1	JMJD4	ARL4D
GBRG1	JMJD4	ARL4D
FGFR2	JMJD4	ARL4D
IMPA1	JMJD4	ARL4D
ACM2	JMJD4	ARL4D
IL8	JMJD4	ARL4D
5HT6R	JMJD4	ARL4D
KPCT	JMJD4	ARL4D
AOC1	JMJD4	ARL4D
PCNA	JMJD4	ARL4D
KSYK	JMJD4	ARL4D
CAH9	JMJD4	ARL4D
RL11	JMJD4	ARL4D
CACB3	JMJD4	ARL4D
HMDH	JMJD4	ARL4D
GBRA4	JMJD4	ARL4D
KIT	JMJD4	ARL4D
AOFA	JMJD4	ARL4D
NEP	JMJD4	ARL4D
GLYC	JMJD4	ARL4D
NCOA2	JMJD4	ARL4D
5HT1E	JMJD4	ARL4D
TBA4A	JMJD4	ARL4D
METH	JMJD4	ARL4D
LDHA	JMJD4	ARL4D
MK08	JMJD4	ARL4D
IGHG4	JMJD4	ARL4D
CP2CJ	JMJD4	ARL4D
RXRA	JMJD4	ARL4D
PA2GA	JMJD4	ARL4D
CP131	JMJD4	ARL4D
ACACB	JMJD4	ARL4D
PTHY	JMJD4	ARL4D
IL10	JMJD4	ARL4D
CAH2	JMJD4	ARL4D
OPRD	JMJD4	ARL4D
AAPK1	JMJD4	ARL4D
PDPK1	JMJD4	ARL4D
ADRB3	JMJD4	ARL4D
C11B1	JMJD4	ARL4D
GBRP	JMJD4	ARL4D
ROCK2	JMJD4	ARL4D
RL8	JMJD4	ARL4D
ADCY2	JMJD4	ARL4D
PHOP2	JMJD4	ARL4D
CAH12	JMJD4	ARL4D
S10A4	JMJD4	ARL4D
GRIK1	JMJD4	ARL4D
CBG	JMJD4	ARL4D
PRGR	JMJD4	ARL4D
HCAR2	JMJD4	ARL4D
DNMT1	JMJD4	ARL4D
PGH2	JMJD4	ARL4D
CAC1F	JMJD4	ARL4D
ADA2C	JMJD4	ARL4D
S15A1	JMJD4	ARL4D
ADA1A	JMJD4	ARL4D
A1AG2	JMJD4	ARL4D
OX1R	JMJD4	ARL4D
KCMA1	JMJD4	ARL4D
NMDE3	JMJD4	ARL4D
HIBCH	JMJD4	ARL4D
IPKA	JMJD4	ARL4D
S22AI	JMJD4	ARL4D
S29A1	JMJD4	ARL4D
HDAC1	JMJD4	ARL4D
PNPH	JMJD4	ARL4D
ADA2B	JMJD4	ARL4D
TRFL	JMJD4	ARL4D
ALBU	JMJD4	ARL4D
FMO3	JMJD4	ARL4D
PLK1	JMJD4	ARL4D
SGMR1	JMJD4	ARL4D
GUAA	JMJD4	ARL4D
QOR	JMJD4	ARL4D
GCR	JMJD4	ARL4D
CATD	JMJD4	ARL4D
MIF	JMJD4	ARL4D
HPGDS	JMJD4	ARL4D
MKNK1	JMJD4	ARL4D
P2RY2	JMJD4	ARL4D
S12A4	JMJD4	ARL4D
EGFR	JMJD4	ARL4D
NFKB1	JMJD4	ARL4D
PGFRB	JMJD4	ARL4D
ANT3	JMJD4	ARL4D
GTR1	JMJD4	ARL4D
MK10	JMJD4	ARL4D
CAMLG	JMJD4	ARL4D
HEMH	JMJD4	ARL4D
MTRR	JMJD4	ARL4D
NQO1	JMJD4	ARL4D
ACH10	JMJD4	ARL4D
FMO4	JMJD4	ARL4D
DRD5	JMJD4	ARL4D
TRY1	JMJD4	ARL4D
SCNAA	JMJD4	ARL4D
GBRG3	JMJD4	ARL4D
PDE8B	JMJD4	ARL4D
KCNA2	JMJD4	ARL4D
IFNA2	JMJD4	ARL4D
AA1R	JMJD4	ARL4D
MAPK2	JMJD4	ARL4D
PK3CD	JMJD4	ARL4D
HRH4	JMJD4	ARL4D
GBRB1	JMJD4	ARL4D
HCN2	JMJD4	ARL4D
RL26L	JMJD4	ARL4D
DMTA2	JMJD4	ARL4D
6PGD	JMJD4	ARL4D
GRP78	JMJD4	ARL4D
PSIP1	JMJD4	ARL4D
AT1A4	JMJD4	ARL4D
GLR	JMJD4	ARL4D
OPRK	JMJD4	ARL4D
ATPB	JMJD4	ARL4D
STMN4	JMJD4	ARL4D
CACB2	JMJD4	ARL4D
NMDZ1	JMJD4	ARL4D
SC6A3	JMJD4	ARL4D
ST2B1	JMJD4	ARL4D
TBG1	JMJD4	ARL4D
ESR1	JMJD4	ARL4D
CREB1	JMJD4	ARL4D
5HT1B	JMJD4	ARL4D
ERBB2	JMJD4	ARL4D
HDAC7	JMJD4	ARL4D
KCC1B	JMJD4	ARL4D
TBD	JMJD4	ARL4D
TOP2B	JMJD4	ARL4D
3BHS1	JMJD4	ARL4D
ATP4A	JMJD4	ARL4D
LOX5	JMJD4	ARL4D
UD3A1	JMJD4	ARL4D
BDNF	JMJD4	ARL4D
GBRA1	JMJD4	ARL4D
FOS	JMJD4	ARL4D
SHBG	JMJD4	ARL4D
ODP2	JMJD4	ARL4D
ABCA1	JMJD4	ARL4D
DYR	JMJD4	ARL4D
P85A	JMJD4	ARL4D
