source	destinations_disconnected_to
ACE	SSX5	BEX4
KAPCA	SSX5	BEX4
NTKL	SSX5	BEX4
CALM	SSX5	BEX4
ACHA4	SSX5	BEX4
ANXA2	SSX5	BEX4
AURKB	SSX5	BEX4
GNAT3	SSX5	BEX4
CA2D1	SSX5	BEX4
CAH4	SSX5	BEX4
AK1C1	SSX5	BEX4
ROCK1	SSX5	BEX4
CHLE	SSX5	BEX4
J3QK85	SSX5	BEX4
ZAP70	SSX5	BEX4
UD14	SSX5	BEX4
S12A2	SSX5	BEX4
EST1A	SSX5	BEX4
VKOR1	SSX5	BEX4
XDH	SSX5	BEX4
ACHB4	SSX5	BEX4
RLP24	SSX5	BEX4
EDN1	SSX5	BEX4
GBRB3	SSX5	BEX4
TKT	SSX5	BEX4
NEU2	SSX5	BEX4
3HAO	SSX5	BEX4
RL10L	SSX5	BEX4
ADA1D	SSX5	BEX4
CANB2	SSX5	BEX4
KAP3	SSX5	BEX4
PANX1	SSX5	BEX4
ST2A1	SSX5	BEX4
UPP2	SSX5	BEX4
AK1D1	SSX5	BEX4
CAC1A	SSX5	BEX4
CUBN	SSX5	BEX4
THA	SSX5	BEX4
TBB5	SSX5	BEX4
CATA	SSX5	BEX4
RL3	SSX5	BEX4
PA2GE	SSX5	BEX4
HRH2	SSX5	BEX4
ATTY	SSX5	BEX4
S29A2	SSX5	BEX4
GBRT	SSX5	BEX4
ACHA3	SSX5	BEX4
CDK6	SSX5	BEX4
5HT7R	SSX5	BEX4
ADRB1	SSX5	BEX4
CP11A	SSX5	BEX4
CSK	SSX5	BEX4
5HT3A	SSX5	BEX4
AT12A	SSX5	BEX4
IOD3	SSX5	BEX4
PGFRA	SSX5	BEX4
A1AG1	SSX5	BEX4
TNFA	SSX5	BEX4
NFAC2	SSX5	BEX4
NOS2	SSX5	BEX4
5HT2B	SSX5	BEX4
HS90A	SSX5	BEX4
LCK	SSX5	BEX4
ADCYA	SSX5	BEX4
HS90B	SSX5	BEX4
ADA2A	SSX5	BEX4
CACP	SSX5	BEX4
RARA	SSX5	BEX4
PYC	SSX5	BEX4
CATL1	SSX5	BEX4
ACHA9	SSX5	BEX4
NH2L1	SSX5	BEX4
AAKB2	SSX5	BEX4
DCXR	SSX5	BEX4
CXCL7	SSX5	BEX4
KCNE1	SSX5	BEX4
B3GT4	SSX5	BEX4
ACES	SSX5	BEX4
SCNNG	SSX5	BEX4
HASP	SSX5	BEX4
MMP3	SSX5	BEX4
MET	SSX5	BEX4
AA2BR	SSX5	BEX4
PDE8A	SSX5	BEX4
5HT2C	SSX5	BEX4
AK1C3	SSX5	BEX4
OSTCN	SSX5	BEX4
NMD3B	SSX5	BEX4
CDK5	SSX5	BEX4
PPARA	SSX5	BEX4
DRD2	SSX5	BEX4
VGFR2	SSX5	BEX4
CP1A2	SSX5	BEX4
NGF	SSX5	BEX4
GBRA6	SSX5	BEX4
ACHA7	SSX5	BEX4
CP2C9	SSX5	BEX4
TBA1A	SSX5	BEX4
IL2RA	SSX5	BEX4
PPB1	SSX5	BEX4
PD2R	SSX5	BEX4
Q71TU5	SSX5	BEX4
DCE1	SSX5	BEX4
GBRG1	SSX5	BEX4
FGFR2	SSX5	BEX4
IMPA1	SSX5	BEX4
ACM2	SSX5	BEX4
IL8	SSX5	BEX4
5HT6R	SSX5	BEX4
KPCT	SSX5	BEX4
AOC1	SSX5	BEX4
PCNA	SSX5	BEX4
KSYK	SSX5	BEX4
CAH9	SSX5	BEX4
RL11	SSX5	BEX4
CACB3	SSX5	BEX4
HMDH	SSX5	BEX4
GBRA4	SSX5	BEX4
KIT	SSX5	BEX4
AOFA	SSX5	BEX4
NEP	SSX5	BEX4
GLYC	SSX5	BEX4
NCOA2	SSX5	BEX4
5HT1E	SSX5	BEX4
TBA4A	SSX5	BEX4
METH	SSX5	BEX4
LDHA	SSX5	BEX4
MK08	SSX5	BEX4
IGHG4	SSX5	BEX4
CP2CJ	SSX5	BEX4
RXRA	SSX5	BEX4
PA2GA	SSX5	BEX4
CP131	SSX5	BEX4
ACACB	SSX5	BEX4
PTHY	SSX5	BEX4
IL10	SSX5	BEX4
CAH2	SSX5	BEX4
OPRD	SSX5	BEX4
AAPK1	SSX5	BEX4
PDPK1	SSX5	BEX4
ADRB3	SSX5	BEX4
C11B1	SSX5	BEX4
GBRP	SSX5	BEX4
ROCK2	SSX5	BEX4
RL8	SSX5	BEX4
ADCY2	SSX5	BEX4
PHOP2	SSX5	BEX4
CAH12	SSX5	BEX4
S10A4	SSX5	BEX4
GRIK1	SSX5	BEX4
CBG	SSX5	BEX4
PRGR	SSX5	BEX4
HCAR2	SSX5	BEX4
DNMT1	SSX5	BEX4
PGH2	SSX5	BEX4
CAC1F	SSX5	BEX4
ADA2C	SSX5	BEX4
S15A1	SSX5	BEX4
ADA1A	SSX5	BEX4
A1AG2	SSX5	BEX4
OX1R	SSX5	BEX4
KCMA1	SSX5	BEX4
NMDE3	SSX5	BEX4
HIBCH	SSX5	BEX4
IPKA	SSX5	BEX4
S22AI	SSX5	BEX4
S29A1	SSX5	BEX4
HDAC1	SSX5	BEX4
PNPH	SSX5	BEX4
ADA2B	SSX5	BEX4
TRFL	SSX5	BEX4
ALBU	SSX5	BEX4
FMO3	SSX5	BEX4
PLK1	SSX5	BEX4
SGMR1	SSX5	BEX4
GUAA	SSX5	BEX4
QOR	SSX5	BEX4
GCR	SSX5	BEX4
CATD	SSX5	BEX4
MIF	SSX5	BEX4
HPGDS	SSX5	BEX4
MKNK1	SSX5	BEX4
P2RY2	SSX5	BEX4
S12A4	SSX5	BEX4
EGFR	SSX5	BEX4
NFKB1	SSX5	BEX4
PGFRB	SSX5	BEX4
ANT3	SSX5	BEX4
GTR1	SSX5	BEX4
MK10	SSX5	BEX4
CAMLG	SSX5	BEX4
HEMH	SSX5	BEX4
MTRR	SSX5	BEX4
NQO1	SSX5	BEX4
ACH10	SSX5	BEX4
FMO4	SSX5	BEX4
DRD5	SSX5	BEX4
TRY1	SSX5	BEX4
SCNAA	SSX5	BEX4
GBRG3	SSX5	BEX4
PDE8B	SSX5	BEX4
KCNA2	SSX5	BEX4
IFNA2	SSX5	BEX4
AA1R	SSX5	BEX4
MAPK2	SSX5	BEX4
PK3CD	SSX5	BEX4
HRH4	SSX5	BEX4
GBRB1	SSX5	BEX4
HCN2	SSX5	BEX4
RL26L	SSX5	BEX4
DMTA2	SSX5	BEX4
6PGD	SSX5	BEX4
GRP78	SSX5	BEX4
PSIP1	SSX5	BEX4
AT1A4	SSX5	BEX4
GLR	SSX5	BEX4
OPRK	SSX5	BEX4
ATPB	SSX5	BEX4
STMN4	SSX5	BEX4
CACB2	SSX5	BEX4
NMDZ1	SSX5	BEX4
SC6A3	SSX5	BEX4
ST2B1	SSX5	BEX4
TBG1	SSX5	BEX4
ESR1	SSX5	BEX4
CREB1	SSX5	BEX4
5HT1B	SSX5	BEX4
