source	destinations_disconnected_to
ACE	ERMP1	VAT1
KAPCA	ERMP1	VAT1
NTKL	ERMP1	VAT1
CALM	ERMP1	VAT1
ACHA4	ERMP1	VAT1
ANXA2	ERMP1	VAT1
AURKB	ERMP1	VAT1
GNAT3	ERMP1	VAT1
CA2D1	ERMP1	VAT1
CAH4	ERMP1	VAT1
AK1C1	ERMP1	VAT1
ROCK1	ERMP1	VAT1
CHLE	ERMP1	VAT1
J3QK85	ERMP1	VAT1
ZAP70	ERMP1	VAT1
UD14	ERMP1	VAT1
S12A2	ERMP1	VAT1
EST1A	ERMP1	VAT1
VKOR1	ERMP1	VAT1
XDH	ERMP1	VAT1
ACHB4	ERMP1	VAT1
RLP24	ERMP1	VAT1
EDN1	ERMP1	VAT1
GBRB3	ERMP1	VAT1
TKT	ERMP1	VAT1
NEU2	ERMP1	VAT1
3HAO	ERMP1	VAT1
RL10L	ERMP1	VAT1
ADA1D	ERMP1	VAT1
CANB2	ERMP1	VAT1
KAP3	ERMP1	VAT1
PANX1	ERMP1	VAT1
ST2A1	ERMP1	VAT1
UPP2	ERMP1	VAT1
AK1D1	ERMP1	VAT1
CAC1A	ERMP1	VAT1
CUBN	ERMP1	VAT1
THA	ERMP1	VAT1
TBB5	ERMP1	VAT1
CATA	ERMP1	VAT1
RL3	ERMP1	VAT1
PA2GE	ERMP1	VAT1
HRH2	ERMP1	VAT1
ATTY	ERMP1	VAT1
S29A2	ERMP1	VAT1
GBRT	ERMP1	VAT1
ACHA3	ERMP1	VAT1
CDK6	ERMP1	VAT1
5HT7R	ERMP1	VAT1
ADRB1	ERMP1	VAT1
CP11A	ERMP1	VAT1
CSK	ERMP1	VAT1
5HT3A	ERMP1	VAT1
AT12A	ERMP1	VAT1
IOD3	ERMP1	VAT1
PGFRA	ERMP1	VAT1
A1AG1	ERMP1	VAT1
TNFA	ERMP1	VAT1
NFAC2	ERMP1	VAT1
NOS2	ERMP1	VAT1
5HT2B	ERMP1	VAT1
HS90A	ERMP1	VAT1
LCK	ERMP1	VAT1
ADCYA	ERMP1	VAT1
HS90B	ERMP1	VAT1
ADA2A	ERMP1	VAT1
CACP	ERMP1	VAT1
RARA	ERMP1	VAT1
PYC	ERMP1	VAT1
CATL1	ERMP1	VAT1
ACHA9	ERMP1	VAT1
NH2L1	ERMP1	VAT1
AAKB2	ERMP1	VAT1
DCXR	ERMP1	VAT1
CXCL7	ERMP1	VAT1
KCNE1	ERMP1	VAT1
B3GT4	ERMP1	VAT1
ACES	ERMP1	VAT1
SCNNG	ERMP1	VAT1
HASP	ERMP1	VAT1
MMP3	ERMP1	VAT1
MET	ERMP1	VAT1
AA2BR	ERMP1	VAT1
PDE8A	ERMP1	VAT1
5HT2C	ERMP1	VAT1
AK1C3	ERMP1	VAT1
OSTCN	ERMP1	VAT1
NMD3B	ERMP1	VAT1
CDK5	ERMP1	VAT1
PPARA	ERMP1	VAT1
DRD2	ERMP1	VAT1
VGFR2	ERMP1	VAT1
CP1A2	ERMP1	VAT1
NGF	ERMP1	VAT1
GBRA6	ERMP1	VAT1
ACHA7	ERMP1	VAT1
CP2C9	ERMP1	VAT1
TBA1A	ERMP1	VAT1
IL2RA	ERMP1	VAT1
PPB1	ERMP1	VAT1
PD2R	ERMP1	VAT1
Q71TU5	ERMP1	VAT1
DCE1	ERMP1	VAT1
GBRG1	ERMP1	VAT1
FGFR2	ERMP1	VAT1
IMPA1	ERMP1	VAT1
ACM2	ERMP1	VAT1
IL8	ERMP1	VAT1
5HT6R	ERMP1	VAT1
KPCT	ERMP1	VAT1
AOC1	ERMP1	VAT1
PCNA	ERMP1	VAT1
KSYK	ERMP1	VAT1
CAH9	ERMP1	VAT1
RL11	ERMP1	VAT1
CACB3	ERMP1	VAT1
HMDH	ERMP1	VAT1
GBRA4	ERMP1	VAT1
KIT	ERMP1	VAT1
AOFA	ERMP1	VAT1
NEP	ERMP1	VAT1
GLYC	ERMP1	VAT1
NCOA2	ERMP1	VAT1
5HT1E	ERMP1	VAT1
TBA4A	ERMP1	VAT1
METH	ERMP1	VAT1
LDHA	ERMP1	VAT1
MK08	ERMP1	VAT1
IGHG4	ERMP1	VAT1
CP2CJ	ERMP1	VAT1
RXRA	ERMP1	VAT1
PA2GA	ERMP1	VAT1
CP131	ERMP1	VAT1
ACACB	ERMP1	VAT1
PTHY	ERMP1	VAT1
IL10	ERMP1	VAT1
CAH2	ERMP1	VAT1
OPRD	ERMP1	VAT1
AAPK1	ERMP1	VAT1
PDPK1	ERMP1	VAT1
ADRB3	ERMP1	VAT1
C11B1	ERMP1	VAT1
GBRP	ERMP1	VAT1
ROCK2	ERMP1	VAT1
RL8	ERMP1	VAT1
ADCY2	ERMP1	VAT1
PHOP2	ERMP1	VAT1
CAH12	ERMP1	VAT1
S10A4	ERMP1	VAT1
GRIK1	ERMP1	VAT1
CBG	ERMP1	VAT1
PRGR	ERMP1	VAT1
HCAR2	ERMP1	VAT1
DNMT1	ERMP1	VAT1
PGH2	ERMP1	VAT1
CAC1F	ERMP1	VAT1
ADA2C	ERMP1	VAT1
S15A1	ERMP1	VAT1
ADA1A	ERMP1	VAT1
A1AG2	ERMP1	VAT1
OX1R	ERMP1	VAT1
KCMA1	ERMP1	VAT1
NMDE3	ERMP1	VAT1
HIBCH	ERMP1	VAT1
IPKA	ERMP1	VAT1
S22AI	ERMP1	VAT1
S29A1	ERMP1	VAT1
HDAC1	ERMP1	VAT1
PNPH	ERMP1	VAT1
ADA2B	ERMP1	VAT1
TRFL	ERMP1	VAT1
ALBU	ERMP1	VAT1
FMO3	ERMP1	VAT1
PLK1	ERMP1	VAT1
SGMR1	ERMP1	VAT1
GUAA	ERMP1	VAT1
QOR	ERMP1	VAT1
GCR	ERMP1	VAT1
CATD	ERMP1	VAT1
MIF	ERMP1	VAT1
HPGDS	ERMP1	VAT1
MKNK1	ERMP1	VAT1
P2RY2	ERMP1	VAT1
S12A4	ERMP1	VAT1
EGFR	ERMP1	VAT1
NFKB1	ERMP1	VAT1
PGFRB	ERMP1	VAT1
ANT3	ERMP1	VAT1
GTR1	ERMP1	VAT1
MK10	ERMP1	VAT1
CAMLG	ERMP1	VAT1
