source	destinations_disconnected_to
ACE	CRLF3
KAPCA	CRLF3
NTKL	CRLF3
CALM	CRLF3
ACHA4	CRLF3
ANXA2	CRLF3
AURKB	CRLF3
GNAT3	CRLF3
CA2D1	CRLF3
CAH4	CRLF3
AK1C1	CRLF3
ROCK1	CRLF3
CHLE	CRLF3
J3QK85	CRLF3
ZAP70	CRLF3
UD14	CRLF3
S12A2	CRLF3
EST1A	CRLF3
VKOR1	CRLF3
XDH	CRLF3
ACHB4	CRLF3
RLP24	CRLF3
EDN1	CRLF3
GBRB3	CRLF3
TKT	CRLF3
NEU2	CRLF3
3HAO	CRLF3
RL10L	CRLF3
ADA1D	CRLF3
CANB2	CRLF3
KAP3	CRLF3
PANX1	CRLF3
ST2A1	CRLF3
UPP2	CRLF3
AK1D1	CRLF3
CAC1A	CRLF3
CUBN	CRLF3
THA	CRLF3
TBB5	CRLF3
CATA	CRLF3
RL3	CRLF3
PA2GE	CRLF3
HRH2	CRLF3
ATTY	CRLF3
S29A2	CRLF3
GBRT	CRLF3
ACHA3	CRLF3
CDK6	CRLF3
5HT7R	CRLF3
ADRB1	CRLF3
CP11A	CRLF3
CSK	CRLF3
5HT3A	CRLF3
AT12A	CRLF3
IOD3	CRLF3
PGFRA	CRLF3
A1AG1	CRLF3
TNFA	CRLF3
NFAC2	CRLF3
NOS2	CRLF3
5HT2B	CRLF3
HS90A	CRLF3
LCK	CRLF3
ADCYA	CRLF3
HS90B	CRLF3
ADA2A	CRLF3
CACP	CRLF3
RARA	CRLF3
PYC	CRLF3
CATL1	CRLF3
ACHA9	CRLF3
NH2L1	CRLF3
AAKB2	CRLF3
DCXR	CRLF3
CXCL7	CRLF3
KCNE1	CRLF3
B3GT4	CRLF3
ACES	CRLF3
SCNNG	CRLF3
HASP	CRLF3
MMP3	CRLF3
MET	CRLF3
AA2BR	CRLF3
PDE8A	CRLF3
5HT2C	CRLF3
AK1C3	CRLF3
OSTCN	CRLF3
NMD3B	CRLF3
CDK5	CRLF3
PPARA	CRLF3
DRD2	CRLF3
VGFR2	CRLF3
CP1A2	CRLF3
NGF	CRLF3
GBRA6	CRLF3
ACHA7	CRLF3
CP2C9	CRLF3
TBA1A	CRLF3
IL2RA	CRLF3
PPB1	CRLF3
PD2R	CRLF3
Q71TU5	CRLF3
DCE1	CRLF3
GBRG1	CRLF3
FGFR2	CRLF3
IMPA1	CRLF3
ACM2	CRLF3
IL8	CRLF3
5HT6R	CRLF3
KPCT	CRLF3
AOC1	CRLF3
PCNA	CRLF3
KSYK	CRLF3
CAH9	CRLF3
RL11	CRLF3
CACB3	CRLF3
HMDH	CRLF3
GBRA4	CRLF3
KIT	CRLF3
AOFA	CRLF3
NEP	CRLF3
GLYC	CRLF3
NCOA2	CRLF3
5HT1E	CRLF3
TBA4A	CRLF3
METH	CRLF3
LDHA	CRLF3
MK08	CRLF3
IGHG4	CRLF3
CP2CJ	CRLF3
RXRA	CRLF3
PA2GA	CRLF3
CP131	CRLF3
ACACB	CRLF3
PTHY	CRLF3
IL10	CRLF3
CAH2	CRLF3
OPRD	CRLF3
AAPK1	CRLF3
PDPK1	CRLF3
ADRB3	CRLF3
C11B1	CRLF3
GBRP	CRLF3
