source	destinations_disconnected_to
ACE	CTSL2	PALMD
KAPCA	CTSL2	PALMD
NTKL	CTSL2	PALMD
CALM	CTSL2	PALMD
ACHA4	CTSL2	PALMD
ANXA2	CTSL2	PALMD
AURKB	CTSL2	PALMD
GNAT3	CTSL2	PALMD
CA2D1	CTSL2	PALMD
CAH4	CTSL2	PALMD
AK1C1	CTSL2	PALMD
ROCK1	CTSL2	PALMD
CHLE	CTSL2	PALMD
J3QK85	CTSL2	PALMD
ZAP70	CTSL2	PALMD
UD14	CTSL2	PALMD
S12A2	CTSL2	PALMD
EST1A	CTSL2	PALMD
VKOR1	CTSL2	PALMD
XDH	CTSL2	PALMD
ACHB4	CTSL2	PALMD
RLP24	CTSL2	PALMD
EDN1	CTSL2	PALMD
GBRB3	CTSL2	PALMD
TKT	CTSL2	PALMD
NEU2	CTSL2	PALMD
3HAO	CTSL2	PALMD
RL10L	CTSL2	PALMD
ADA1D	CTSL2	PALMD
CANB2	CTSL2	PALMD
KAP3	CTSL2	PALMD
PANX1	CTSL2	PALMD
ST2A1	CTSL2	PALMD
UPP2	CTSL2	PALMD
AK1D1	CTSL2	PALMD
CAC1A	CTSL2	PALMD
CUBN	CTSL2	PALMD
THA	CTSL2	PALMD
TBB5	CTSL2	PALMD
CATA	CTSL2	PALMD
RL3	CTSL2	PALMD
PA2GE	CTSL2	PALMD
HRH2	CTSL2	PALMD
ATTY	CTSL2	PALMD
S29A2	CTSL2	PALMD
GBRT	CTSL2	PALMD
ACHA3	CTSL2	PALMD
CDK6	CTSL2	PALMD
5HT7R	CTSL2	PALMD
ADRB1	CTSL2	PALMD
CP11A	CTSL2	PALMD
CSK	CTSL2	PALMD
5HT3A	CTSL2	PALMD
AT12A	CTSL2	PALMD
IOD3	CTSL2	PALMD
PGFRA	CTSL2	PALMD
A1AG1	CTSL2	PALMD
TNFA	CTSL2	PALMD
NFAC2	CTSL2	PALMD
NOS2	CTSL2	PALMD
5HT2B	CTSL2	PALMD
HS90A	CTSL2	PALMD
LCK	CTSL2	PALMD
ADCYA	CTSL2	PALMD
HS90B	CTSL2	PALMD
ADA2A	CTSL2	PALMD
CACP	CTSL2	PALMD
RARA	CTSL2	PALMD
PYC	CTSL2	PALMD
CATL1	CTSL2	PALMD
ACHA9	CTSL2	PALMD
NH2L1	CTSL2	PALMD
AAKB2	CTSL2	PALMD
DCXR	CTSL2	PALMD
CXCL7	CTSL2	PALMD
KCNE1	CTSL2	PALMD
B3GT4	CTSL2	PALMD
ACES	CTSL2	PALMD
SCNNG	CTSL2	PALMD
HASP	CTSL2	PALMD
MMP3	CTSL2	PALMD
MET	CTSL2	PALMD
AA2BR	CTSL2	PALMD
PDE8A	CTSL2	PALMD
5HT2C	CTSL2	PALMD
AK1C3	CTSL2	PALMD
OSTCN	CTSL2	PALMD
NMD3B	CTSL2	PALMD
CDK5	CTSL2	PALMD
PPARA	CTSL2	PALMD
DRD2	CTSL2	PALMD
VGFR2	CTSL2	PALMD
CP1A2	CTSL2	PALMD
NGF	CTSL2	PALMD
GBRA6	CTSL2	PALMD
ACHA7	CTSL2	PALMD
CP2C9	CTSL2	PALMD
TBA1A	CTSL2	PALMD
IL2RA	CTSL2	PALMD
PPB1	CTSL2	PALMD
PD2R	CTSL2	PALMD
Q71TU5	CTSL2	PALMD
DCE1	CTSL2	PALMD
GBRG1	CTSL2	PALMD
FGFR2	CTSL2	PALMD
IMPA1	CTSL2	PALMD
ACM2	CTSL2	PALMD
IL8	CTSL2	PALMD
5HT6R	CTSL2	PALMD
KPCT	CTSL2	PALMD
AOC1	CTSL2	PALMD
PCNA	CTSL2	PALMD
KSYK	CTSL2	PALMD
CAH9	CTSL2	PALMD
RL11	CTSL2	PALMD
CACB3	CTSL2	PALMD
HMDH	CTSL2	PALMD
GBRA4	CTSL2	PALMD
KIT	CTSL2	PALMD
AOFA	CTSL2	PALMD
NEP	CTSL2	PALMD
GLYC	CTSL2	PALMD
NCOA2	CTSL2	PALMD
5HT1E	CTSL2	PALMD
TBA4A	CTSL2	PALMD
METH	CTSL2	PALMD
LDHA	CTSL2	PALMD
MK08	CTSL2	PALMD
IGHG4	CTSL2	PALMD
CP2CJ	CTSL2	PALMD
RXRA	CTSL2	PALMD
PA2GA	CTSL2	PALMD
CP131	CTSL2	PALMD
ACACB	CTSL2	PALMD
PTHY	CTSL2	PALMD
IL10	CTSL2	PALMD
CAH2	CTSL2	PALMD
OPRD	CTSL2	PALMD
AAPK1	CTSL2	PALMD
PDPK1	CTSL2	PALMD
ADRB3	CTSL2	PALMD
C11B1	CTSL2	PALMD
GBRP	CTSL2	PALMD
ROCK2	CTSL2	PALMD
RL8	CTSL2	PALMD
ADCY2	CTSL2	PALMD
PHOP2	CTSL2	PALMD
CAH12	CTSL2	PALMD
S10A4	CTSL2	PALMD
GRIK1	CTSL2	PALMD
CBG	CTSL2	PALMD
PRGR	CTSL2	PALMD
HCAR2	CTSL2	PALMD
DNMT1	CTSL2	PALMD
PGH2	CTSL2	PALMD
CAC1F	CTSL2	PALMD
ADA2C	CTSL2	PALMD
S15A1	CTSL2	PALMD
ADA1A	CTSL2	PALMD
A1AG2	CTSL2	PALMD
OX1R	CTSL2	PALMD
KCMA1	CTSL2	PALMD
NMDE3	CTSL2	PALMD
HIBCH	CTSL2	PALMD
IPKA	CTSL2	PALMD
S22AI	CTSL2	PALMD
S29A1	CTSL2	PALMD
HDAC1	CTSL2	PALMD
PNPH	CTSL2	PALMD
ADA2B	CTSL2	PALMD
TRFL	CTSL2	PALMD
ALBU	CTSL2	PALMD
FMO3	CTSL2	PALMD
PLK1	CTSL2	PALMD
SGMR1	CTSL2	PALMD
GUAA	CTSL2	PALMD
QOR	CTSL2	PALMD
GCR	CTSL2	PALMD
CATD	CTSL2	PALMD
MIF	CTSL2	PALMD
HPGDS	CTSL2	PALMD
MKNK1	CTSL2	PALMD
P2RY2	CTSL2	PALMD
S12A4	CTSL2	PALMD
EGFR	CTSL2	PALMD
NFKB1	CTSL2	PALMD
PGFRB	CTSL2	PALMD
ANT3	CTSL2	PALMD
GTR1	CTSL2	PALMD
MK10	CTSL2	PALMD
CAMLG	CTSL2	PALMD
HEMH	CTSL2	PALMD
MTRR	CTSL2	PALMD
NQO1	CTSL2	PALMD
ACH10	CTSL2	PALMD
FMO4	CTSL2	PALMD
DRD5	CTSL2	PALMD
TRY1	CTSL2	PALMD
SCNAA	CTSL2	PALMD
GBRG3	CTSL2	PALMD
PDE8B	CTSL2	PALMD
KCNA2	CTSL2	PALMD
IFNA2	CTSL2	PALMD
AA1R	CTSL2	PALMD
MAPK2	CTSL2	PALMD
PK3CD	CTSL2	PALMD
HRH4	CTSL2	PALMD
GBRB1	CTSL2	PALMD
HCN2	CTSL2	PALMD
RL26L	CTSL2	PALMD
DMTA2	CTSL2	PALMD
6PGD	CTSL2	PALMD
GRP78	CTSL2	PALMD
PSIP1	CTSL2	PALMD
AT1A4	CTSL2	PALMD
GLR	CTSL2	PALMD
OPRK	CTSL2	PALMD
ATPB	CTSL2	PALMD
STMN4	CTSL2	PALMD
CACB2	CTSL2	PALMD
NMDZ1	CTSL2	PALMD
SC6A3	CTSL2	PALMD
ST2B1	CTSL2	PALMD
TBG1	CTSL2	PALMD
ESR1	CTSL2	PALMD
CREB1	CTSL2	PALMD
5HT1B	CTSL2	PALMD
ERBB2	CTSL2	PALMD
HDAC7	CTSL2	PALMD
KCC1B	CTSL2	PALMD
TBD	CTSL2	PALMD
TOP2B	CTSL2	PALMD
3BHS1	CTSL2	PALMD
ATP4A	CTSL2	PALMD
LOX5	CTSL2	PALMD
UD3A1	CTSL2	PALMD
BDNF	CTSL2	PALMD
GBRA1	CTSL2	PALMD
FOS	CTSL2	PALMD
SHBG	CTSL2	PALMD
ODP2	CTSL2	PALMD
ABCA1	CTSL2	PALMD
DYR	CTSL2	PALMD
P85A	CTSL2	PALMD
SIR1	CTSL2	PALMD
MTHR	CTSL2	PALMD
ADCL2	CTSL2	PALMD
IBP3	CTSL2	PALMD
DDR1	CTSL2	PALMD
CP46A	CTSL2	PALMD
SCN2A	CTSL2	PALMD
IL4	CTSL2	PALMD
NPS	CTSL2	PALMD
NMDE1	CTSL2	PALMD
AOFB	CTSL2	PALMD
RL13A	CTSL2	PALMD
S22A2	CTSL2	PALMD
CALY	CTSL2	PALMD
S12A5	CTSL2	PALMD
PK3CA	CTSL2	PALMD
PDE4D	CTSL2	PALMD
KIF11	CTSL2	PALMD
NR1I2	CTSL2	PALMD
NISCH	CTSL2	PALMD
NFKB2	CTSL2	PALMD
ITK	CTSL2	PALMD
PPIA	CTSL2	PALMD
MMAA	CTSL2	PALMD
PA24A	CTSL2	PALMD
HYES	CTSL2	PALMD
CP2C8	CTSL2	PALMD
CAC1D	CTSL2	PALMD
SCNNA	CTSL2	PALMD
DRD3	CTSL2	PALMD
IOD1	CTSL2	PALMD
AAKB1	CTSL2	PALMD
ARY2	CTSL2	PALMD
DOPO	CTSL2	PALMD
PDE3A	CTSL2	PALMD
TR10B	CTSL2	PALMD
ADA1B	CTSL2	PALMD
C9JK77	CTSL2	PALMD
MYLK3	CTSL2	PALMD
PDE1B	CTSL2	PALMD
MYH9	CTSL2	PALMD
TRI15	CTSL2	PALMD
HPRT	CTSL2	PALMD
ADRB2	CTSL2	PALMD
LIPL	CTSL2	PALMD
MDR1	CTSL2	PALMD
5HT1A	CTSL2	PALMD
CP19A	CTSL2	PALMD
ARY1	CTSL2	PALMD
5HT2A	CTSL2	PALMD
G6PD	CTSL2	PALMD
PYRD	CTSL2	PALMD
GBRB2	CTSL2	PALMD
IKBA	CTSL2	PALMD
THRB	CTSL2	PALMD
GPX1	CTSL2	PALMD
TNNC2	CTSL2	PALMD
S22AB	CTSL2	PALMD
PDE5A	CTSL2	PALMD
TGFB1	CTSL2	PALMD
TOP2A	CTSL2	PALMD
RL23	CTSL2	PALMD
PDK3	CTSL2	PALMD
EDNRA	CTSL2	PALMD
TF65	CTSL2	PALMD
KAP0	CTSL2	PALMD
PPIF	CTSL2	PALMD
RL15	CTSL2	PALMD
KCNH2	CTSL2	PALMD
PDE4C	CTSL2	PALMD
ABCC8	CTSL2	PALMD
J3KPA4	CTSL2	PALMD
HDAC8	CTSL2	PALMD
GBRD	CTSL2	PALMD
CCKN	CTSL2	PALMD
ADCY5	CTSL2	PALMD
ATPA	CTSL2	PALMD
ATPG	CTSL2	PALMD
CAC1G	CTSL2	PALMD
LDHB	CTSL2	PALMD
JUN	CTSL2	PALMD
CSF1R	CTSL2	PALMD
UD19	CTSL2	PALMD
ATF6A	CTSL2	PALMD
RL19	CTSL2	PALMD
ST17B	CTSL2	PALMD
ABL1	CTSL2	PALMD
PHOP1	CTSL2	PALMD
SC6A4	CTSL2	PALMD
S22A6	CTSL2	PALMD
GRIK2	CTSL2	PALMD
ACM3	CTSL2	PALMD
RYR1	CTSL2	PALMD
S23IP	CTSL2	PALMD
CRBN	CTSL2	PALMD
MUTA	CTSL2	PALMD
ARGI1	CTSL2	PALMD
AA3R	CTSL2	PALMD
GBRA5	CTSL2	PALMD
CAH6	CTSL2	PALMD
FAK1	CTSL2	PALMD
SCNND	CTSL2	PALMD
CASP8	CTSL2	PALMD
SYRC	CTSL2	PALMD
CP3A4	CTSL2	PALMD
A4	CTSL2	PALMD
MRP1	CTSL2	PALMD
KCNN4	CTSL2	PALMD
PDE7A	CTSL2	PALMD
SCN4A	CTSL2	PALMD
CACB1	CTSL2	PALMD
DHI1	CTSL2	PALMD
PDIA1	CTSL2	PALMD
LRP2	CTSL2	PALMD
ESR2	CTSL2	PALMD
SCNNB	CTSL2	PALMD
NMDE4	CTSL2	PALMD
TY3H	CTSL2	PALMD
SOAT1	CTSL2	PALMD
NMD3A	CTSL2	PALMD
ASM	CTSL2	PALMD
S12A1	CTSL2	PALMD
CP1A1	CTSL2	PALMD
INSR2	CTSL2	PALMD
NCOA1	CTSL2	PALMD
TBE	CTSL2	PALMD
ITAL	CTSL2	PALMD
PPARG	CTSL2	PALMD
GSK3B	CTSL2	PALMD
CAC1I	CTSL2	PALMD
THB	CTSL2	PALMD
KLK3	CTSL2	PALMD
GBRA2	CTSL2	PALMD
TBB4B	CTSL2	PALMD
DRD4	CTSL2	PALMD
CLIC1	CTSL2	PALMD
