source	destinations_disconnected_to
ACE	MAGIX
KAPCA	MAGIX
NTKL	MAGIX
CALM	MAGIX
ACHA4	MAGIX
ANXA2	MAGIX
AURKB	MAGIX
GNAT3	MAGIX
CA2D1	MAGIX
CAH4	MAGIX
AK1C1	MAGIX
ROCK1	MAGIX
CHLE	MAGIX
J3QK85	MAGIX
ZAP70	MAGIX
UD14	MAGIX
S12A2	MAGIX
EST1A	MAGIX
VKOR1	MAGIX
XDH	MAGIX
ACHB4	MAGIX
RLP24	MAGIX
EDN1	MAGIX
GBRB3	MAGIX
TKT	MAGIX
NEU2	MAGIX
3HAO	MAGIX
RL10L	MAGIX
ADA1D	MAGIX
CANB2	MAGIX
KAP3	MAGIX
PANX1	MAGIX
ST2A1	MAGIX
UPP2	MAGIX
AK1D1	MAGIX
CAC1A	MAGIX
CUBN	MAGIX
THA	MAGIX
TBB5	MAGIX
CATA	MAGIX
RL3	MAGIX
PA2GE	MAGIX
HRH2	MAGIX
ATTY	MAGIX
S29A2	MAGIX
GBRT	MAGIX
ACHA3	MAGIX
CDK6	MAGIX
5HT7R	MAGIX
ADRB1	MAGIX
CP11A	MAGIX
CSK	MAGIX
5HT3A	MAGIX
AT12A	MAGIX
IOD3	MAGIX
PGFRA	MAGIX
A1AG1	MAGIX
TNFA	MAGIX
NFAC2	MAGIX
NOS2	MAGIX
5HT2B	MAGIX
HS90A	MAGIX
LCK	MAGIX
ADCYA	MAGIX
HS90B	MAGIX
ADA2A	MAGIX
CACP	MAGIX
RARA	MAGIX
PYC	MAGIX
CATL1	MAGIX
ACHA9	MAGIX
NH2L1	MAGIX
AAKB2	MAGIX
DCXR	MAGIX
CXCL7	MAGIX
KCNE1	MAGIX
B3GT4	MAGIX
ACES	MAGIX
SCNNG	MAGIX
HASP	MAGIX
MMP3	MAGIX
MET	MAGIX
AA2BR	MAGIX
PDE8A	MAGIX
5HT2C	MAGIX
AK1C3	MAGIX
OSTCN	MAGIX
NMD3B	MAGIX
CDK5	MAGIX
PPARA	MAGIX
DRD2	MAGIX
VGFR2	MAGIX
CP1A2	MAGIX
NGF	MAGIX
GBRA6	MAGIX
ACHA7	MAGIX
CP2C9	MAGIX
TBA1A	MAGIX
IL2RA	MAGIX
PPB1	MAGIX
PD2R	MAGIX
Q71TU5	MAGIX
DCE1	MAGIX
GBRG1	MAGIX
FGFR2	MAGIX
IMPA1	MAGIX
ACM2	MAGIX
IL8	MAGIX
5HT6R	MAGIX
KPCT	MAGIX
AOC1	MAGIX
PCNA	MAGIX
KSYK	MAGIX
CAH9	MAGIX
RL11	MAGIX
CACB3	MAGIX
HMDH	MAGIX
GBRA4	MAGIX
KIT	MAGIX
AOFA	MAGIX
NEP	MAGIX
GLYC	MAGIX
NCOA2	MAGIX
5HT1E	MAGIX
TBA4A	MAGIX
METH	MAGIX
LDHA	MAGIX
MK08	MAGIX
IGHG4	MAGIX
CP2CJ	MAGIX
RXRA	MAGIX
PA2GA	MAGIX
CP131	MAGIX
ACACB	MAGIX
PTHY	MAGIX
IL10	MAGIX
CAH2	MAGIX
OPRD	MAGIX
AAPK1	MAGIX
PDPK1	MAGIX
ADRB3	MAGIX
C11B1	MAGIX
GBRP	MAGIX
ROCK2	MAGIX
RL8	MAGIX
ADCY2	MAGIX
PHOP2	MAGIX
CAH12	MAGIX
S10A4	MAGIX
GRIK1	MAGIX
CBG	MAGIX
PRGR	MAGIX
HCAR2	MAGIX
DNMT1	MAGIX
PGH2	MAGIX
CAC1F	MAGIX
ADA2C	MAGIX
S15A1	MAGIX
ADA1A	MAGIX
A1AG2	MAGIX
OX1R	MAGIX
KCMA1	MAGIX
NMDE3	MAGIX
HIBCH	MAGIX
IPKA	MAGIX
S22AI	MAGIX
S29A1	MAGIX
HDAC1	MAGIX
PNPH	MAGIX
ADA2B	MAGIX
TRFL	MAGIX
ALBU	MAGIX
FMO3	MAGIX
PLK1	MAGIX
SGMR1	MAGIX
GUAA	MAGIX
QOR	MAGIX
GCR	MAGIX
CATD	MAGIX
MIF	MAGIX
HPGDS	MAGIX
MKNK1	MAGIX
P2RY2	MAGIX
S12A4	MAGIX
EGFR	MAGIX
NFKB1	MAGIX
PGFRB	MAGIX
ANT3	MAGIX
GTR1	MAGIX
MK10	MAGIX
CAMLG	MAGIX
HEMH	MAGIX
MTRR	MAGIX
NQO1	MAGIX
ACH10	MAGIX
FMO4	MAGIX
DRD5	MAGIX
TRY1	MAGIX
SCNAA	MAGIX
GBRG3	MAGIX
PDE8B	MAGIX
KCNA2	MAGIX
IFNA2	MAGIX
AA1R	MAGIX
MAPK2	MAGIX
PK3CD	MAGIX
HRH4	MAGIX
GBRB1	MAGIX
HCN2	MAGIX
RL26L	MAGIX
DMTA2	MAGIX
6PGD	MAGIX
GRP78	MAGIX
PSIP1	MAGIX
AT1A4	MAGIX
GLR	MAGIX
OPRK	MAGIX
ATPB	MAGIX
STMN4	MAGIX
CACB2	MAGIX
NMDZ1	MAGIX
SC6A3	MAGIX
ST2B1	MAGIX
TBG1	MAGIX
ESR1	MAGIX
CREB1	MAGIX
5HT1B	MAGIX
ERBB2	MAGIX
HDAC7	MAGIX
KCC1B	MAGIX
TBD	MAGIX
TOP2B	MAGIX
3BHS1	MAGIX
ATP4A	MAGIX
LOX5	MAGIX
UD3A1	MAGIX
BDNF	MAGIX
GBRA1	MAGIX
FOS	MAGIX
SHBG	MAGIX
ODP2	MAGIX
ABCA1	MAGIX
DYR	MAGIX
P85A	MAGIX
SIR1	MAGIX
MTHR	MAGIX
ADCL2	MAGIX
IBP3	MAGIX
DDR1	MAGIX
CP46A	MAGIX
SCN2A	MAGIX
IL4	MAGIX
NPS	MAGIX
NMDE1	MAGIX
AOFB	MAGIX
RL13A	MAGIX
S22A2	MAGIX
CALY	MAGIX
S12A5	MAGIX
PK3CA	MAGIX
PDE4D	MAGIX
KIF11	MAGIX
NR1I2	MAGIX
NISCH	MAGIX
NFKB2	MAGIX
ITK	MAGIX
PPIA	MAGIX
MMAA	MAGIX
PA24A	MAGIX
HYES	MAGIX
CP2C8	MAGIX
CAC1D	MAGIX
SCNNA	MAGIX
DRD3	MAGIX
IOD1	MAGIX
AAKB1	MAGIX
ARY2	MAGIX
DOPO	MAGIX
PDE3A	MAGIX
TR10B	MAGIX
ADA1B	MAGIX
C9JK77	MAGIX
MYLK3	MAGIX
PDE1B	MAGIX
MYH9	MAGIX
TRI15	MAGIX
HPRT	MAGIX
ADRB2	MAGIX
LIPL	MAGIX
MDR1	MAGIX
5HT1A	MAGIX
CP19A	MAGIX
ARY1	MAGIX
5HT2A	MAGIX
G6PD	MAGIX
PYRD	MAGIX
GBRB2	MAGIX
IKBA	MAGIX
THRB	MAGIX
GPX1	MAGIX
TNNC2	MAGIX
S22AB	MAGIX
PDE5A	MAGIX
TGFB1	MAGIX
TOP2A	MAGIX
RL23	MAGIX
PDK3	MAGIX
EDNRA	MAGIX
TF65	MAGIX
KAP0	MAGIX
PPIF	MAGIX
RL15	MAGIX
KCNH2	MAGIX
PDE4C	MAGIX
ABCC8	MAGIX
J3KPA4	MAGIX
HDAC8	MAGIX
GBRD	MAGIX
CCKN	MAGIX
ADCY5	MAGIX
ATPA	MAGIX
ATPG	MAGIX
CAC1G	MAGIX
LDHB	MAGIX
JUN	MAGIX
CSF1R	MAGIX
UD19	MAGIX
ATF6A	MAGIX
RL19	MAGIX
ST17B	MAGIX
ABL1	MAGIX
PHOP1	MAGIX
SC6A4	MAGIX
S22A6	MAGIX
GRIK2	MAGIX
ACM3	MAGIX
RYR1	MAGIX
S23IP	MAGIX
CRBN	MAGIX
MUTA	MAGIX
ARGI1	MAGIX
AA3R	MAGIX
GBRA5	MAGIX
CAH6	MAGIX
FAK1	MAGIX
SCNND	MAGIX
CASP8	MAGIX
SYRC	MAGIX
CP3A4	MAGIX
A4	MAGIX
MRP1	MAGIX
KCNN4	MAGIX
PDE7A	MAGIX
SCN4A	MAGIX
CACB1	MAGIX
DHI1	MAGIX
PDIA1	MAGIX
LRP2	MAGIX
ESR2	MAGIX
SCNNB	MAGIX
NMDE4	MAGIX
TY3H	MAGIX
SOAT1	MAGIX
NMD3A	MAGIX
ASM	MAGIX
S12A1	MAGIX
CP1A1	MAGIX
INSR2	MAGIX
NCOA1	MAGIX
TBE	MAGIX
ITAL	MAGIX
PPARG	MAGIX
GSK3B	MAGIX
CAC1I	MAGIX
THB	MAGIX
KLK3	MAGIX
GBRA2	MAGIX
TBB4B	MAGIX
DRD4	MAGIX
CLIC1	MAGIX
GBRE	MAGIX
RHOA	MAGIX
TERT	MAGIX
RL23A	MAGIX
KITH	MAGIX
HIF1A	MAGIX
TEBP	MAGIX
PERM	MAGIX
TYSY	MAGIX
PAR10	MAGIX
NNMT	MAGIX
RARB	MAGIX
PK3CG	MAGIX
CAC1C	MAGIX
PLPL9	MAGIX
OPRM	MAGIX
PLMN	MAGIX
ADA	MAGIX
TNNC1	MAGIX
J3KN87	MAGIX
GBRG2	MAGIX
FAD1	MAGIX
PDE1A	MAGIX
GLUC	MAGIX
EST1	MAGIX
P2RX2	MAGIX
NOS3	MAGIX
GSTP1	MAGIX
CAH7	MAGIX
IL6	MAGIX
UD13	MAGIX
PDE4A	MAGIX
CBPB2	MAGIX
KCJ11	MAGIX
SCN5A	MAGIX
CP21A	MAGIX
CFTR	MAGIX
ACM1	MAGIX
GRIA2	MAGIX
CPT2	MAGIX
COMT	MAGIX
P53	MAGIX
CNGA1	MAGIX
HDAC9	MAGIX
KCNQ1	MAGIX
PGH1	MAGIX
CP2R1	MAGIX
CAC1H	MAGIX
CAB45	MAGIX
CDK2	MAGIX
SC6A2	MAGIX
AK1C2	MAGIX
CA2D2	MAGIX
S22A8	MAGIX
EBP	MAGIX
NADC	MAGIX
5HT5A	MAGIX
AHR	MAGIX
HDAC6	MAGIX
MRP2	MAGIX
PDE4B	MAGIX
AA2AR	MAGIX
PDE7B	MAGIX
FAK2	MAGIX
CASP3	MAGIX
CATB	MAGIX
CAC1S	MAGIX
TA2R	MAGIX
TPMT	MAGIX
5HT1D	MAGIX
PIM1	MAGIX
AT1A1	MAGIX
MMP9	MAGIX
RL37	MAGIX
PARP1	MAGIX
RENR	MAGIX
ENPL	MAGIX
NR1I3	MAGIX
CAH1	MAGIX
SL9A7	MAGIX
ACM4	MAGIX
TOP1	MAGIX
DHB8	MAGIX
FABP6	MAGIX
GABR1	MAGIX
LY66C	MAGIX
GLNA	MAGIX
SCN1A	MAGIX
HDAC3	MAGIX
RENI	MAGIX
