source	destinations_disconnected_to
ACE	OVOL2
KAPCA	OVOL2
NTKL	OVOL2
CALM	OVOL2
ACHA4	OVOL2
ANXA2	OVOL2
AURKB	OVOL2
GNAT3	OVOL2
CA2D1	OVOL2
CAH4	OVOL2
AK1C1	OVOL2
ROCK1	OVOL2
CHLE	OVOL2
J3QK85	OVOL2
ZAP70	OVOL2
UD14	OVOL2
S12A2	OVOL2
EST1A	OVOL2
VKOR1	OVOL2
XDH	OVOL2
ACHB4	OVOL2
RLP24	OVOL2
EDN1	OVOL2
GBRB3	OVOL2
TKT	OVOL2
NEU2	OVOL2
3HAO	OVOL2
RL10L	OVOL2
ADA1D	OVOL2
CANB2	OVOL2
KAP3	OVOL2
PANX1	OVOL2
ST2A1	OVOL2
UPP2	OVOL2
AK1D1	OVOL2
CAC1A	OVOL2
CUBN	OVOL2
THA	OVOL2
TBB5	OVOL2
CATA	OVOL2
RL3	OVOL2
PA2GE	OVOL2
HRH2	OVOL2
ATTY	OVOL2
S29A2	OVOL2
GBRT	OVOL2
ACHA3	OVOL2
CDK6	OVOL2
5HT7R	OVOL2
ADRB1	OVOL2
CP11A	OVOL2
CSK	OVOL2
5HT3A	OVOL2
AT12A	OVOL2
IOD3	OVOL2
PGFRA	OVOL2
A1AG1	OVOL2
TNFA	OVOL2
NFAC2	OVOL2
NOS2	OVOL2
5HT2B	OVOL2
HS90A	OVOL2
LCK	OVOL2
ADCYA	OVOL2
HS90B	OVOL2
ADA2A	OVOL2
CACP	OVOL2
RARA	OVOL2
PYC	OVOL2
CATL1	OVOL2
ACHA9	OVOL2
NH2L1	OVOL2
AAKB2	OVOL2
DCXR	OVOL2
CXCL7	OVOL2
KCNE1	OVOL2
B3GT4	OVOL2
ACES	OVOL2
SCNNG	OVOL2
HASP	OVOL2
MMP3	OVOL2
MET	OVOL2
AA2BR	OVOL2
PDE8A	OVOL2
5HT2C	OVOL2
AK1C3	OVOL2
OSTCN	OVOL2
NMD3B	OVOL2
CDK5	OVOL2
PPARA	OVOL2
DRD2	OVOL2
VGFR2	OVOL2
CP1A2	OVOL2
NGF	OVOL2
GBRA6	OVOL2
ACHA7	OVOL2
CP2C9	OVOL2
TBA1A	OVOL2
IL2RA	OVOL2
PPB1	OVOL2
PD2R	OVOL2
Q71TU5	OVOL2
DCE1	OVOL2
GBRG1	OVOL2
FGFR2	OVOL2
IMPA1	OVOL2
ACM2	OVOL2
IL8	OVOL2
5HT6R	OVOL2
KPCT	OVOL2
AOC1	OVOL2
PCNA	OVOL2
KSYK	OVOL2
CAH9	OVOL2
RL11	OVOL2
CACB3	OVOL2
HMDH	OVOL2
GBRA4	OVOL2
KIT	OVOL2
AOFA	OVOL2
NEP	OVOL2
GLYC	OVOL2
NCOA2	OVOL2
5HT1E	OVOL2
TBA4A	OVOL2
METH	OVOL2
LDHA	OVOL2
MK08	OVOL2
IGHG4	OVOL2
CP2CJ	OVOL2
RXRA	OVOL2
PA2GA	OVOL2
CP131	OVOL2
ACACB	OVOL2
PTHY	OVOL2
IL10	OVOL2
CAH2	OVOL2
OPRD	OVOL2
AAPK1	OVOL2
PDPK1	OVOL2
ADRB3	OVOL2
C11B1	OVOL2
GBRP	OVOL2
ROCK2	OVOL2
RL8	OVOL2
ADCY2	OVOL2
PHOP2	OVOL2
CAH12	OVOL2
S10A4	OVOL2
GRIK1	OVOL2
CBG	OVOL2
PRGR	OVOL2
HCAR2	OVOL2
DNMT1	OVOL2
PGH2	OVOL2
CAC1F	OVOL2
ADA2C	OVOL2
S15A1	OVOL2
ADA1A	OVOL2
A1AG2	OVOL2
OX1R	OVOL2
KCMA1	OVOL2
NMDE3	OVOL2
HIBCH	OVOL2
IPKA	OVOL2
S22AI	OVOL2
S29A1	OVOL2
HDAC1	OVOL2
PNPH	OVOL2
ADA2B	OVOL2
TRFL	OVOL2
ALBU	OVOL2
FMO3	OVOL2
PLK1	OVOL2
SGMR1	OVOL2
GUAA	OVOL2
QOR	OVOL2
GCR	OVOL2
CATD	OVOL2
MIF	OVOL2
HPGDS	OVOL2
MKNK1	OVOL2
P2RY2	OVOL2
S12A4	OVOL2
EGFR	OVOL2
NFKB1	OVOL2
PGFRB	OVOL2
ANT3	OVOL2
GTR1	OVOL2
MK10	OVOL2
CAMLG	OVOL2
HEMH	OVOL2
MTRR	OVOL2
NQO1	OVOL2
ACH10	OVOL2
FMO4	OVOL2
DRD5	OVOL2
TRY1	OVOL2
SCNAA	OVOL2
GBRG3	OVOL2
PDE8B	OVOL2
KCNA2	OVOL2
IFNA2	OVOL2
AA1R	OVOL2
MAPK2	OVOL2
PK3CD	OVOL2
HRH4	OVOL2
GBRB1	OVOL2
HCN2	OVOL2
RL26L	OVOL2
DMTA2	OVOL2
6PGD	OVOL2
GRP78	OVOL2
PSIP1	OVOL2
AT1A4	OVOL2
GLR	OVOL2
OPRK	OVOL2
ATPB	OVOL2
STMN4	OVOL2
CACB2	OVOL2
NMDZ1	OVOL2
SC6A3	OVOL2
ST2B1	OVOL2
TBG1	OVOL2
ESR1	OVOL2
CREB1	OVOL2
5HT1B	OVOL2
ERBB2	OVOL2
HDAC7	OVOL2
KCC1B	OVOL2
TBD	OVOL2
TOP2B	OVOL2
3BHS1	OVOL2
ATP4A	OVOL2
LOX5	OVOL2
UD3A1	OVOL2
BDNF	OVOL2
GBRA1	OVOL2
FOS	OVOL2
SHBG	OVOL2
ODP2	OVOL2
ABCA1	OVOL2
DYR	OVOL2
P85A	OVOL2
SIR1	OVOL2
MTHR	OVOL2
ADCL2	OVOL2
IBP3	OVOL2
DDR1	OVOL2
CP46A	OVOL2
SCN2A	OVOL2
IL4	OVOL2
NPS	OVOL2
NMDE1	OVOL2
AOFB	OVOL2
RL13A	OVOL2
S22A2	OVOL2
CALY	OVOL2
