source	destinations_disconnected_to
ACE	SYT13
KAPCA	SYT13
NTKL	SYT13
CALM	SYT13
ACHA4	SYT13
ANXA2	SYT13
AURKB	SYT13
GNAT3	SYT13
CA2D1	SYT13
CAH4	SYT13
AK1C1	SYT13
ROCK1	SYT13
CHLE	SYT13
J3QK85	SYT13
ZAP70	SYT13
UD14	SYT13
S12A2	SYT13
EST1A	SYT13
VKOR1	SYT13
XDH	SYT13
ACHB4	SYT13
RLP24	SYT13
EDN1	SYT13
GBRB3	SYT13
TKT	SYT13
NEU2	SYT13
3HAO	SYT13
RL10L	SYT13
ADA1D	SYT13
CANB2	SYT13
KAP3	SYT13
PANX1	SYT13
ST2A1	SYT13
UPP2	SYT13
AK1D1	SYT13
CAC1A	SYT13
CUBN	SYT13
THA	SYT13
TBB5	SYT13
CATA	SYT13
RL3	SYT13
PA2GE	SYT13
HRH2	SYT13
ATTY	SYT13
S29A2	SYT13
GBRT	SYT13
ACHA3	SYT13
CDK6	SYT13
5HT7R	SYT13
ADRB1	SYT13
CP11A	SYT13
CSK	SYT13
5HT3A	SYT13
AT12A	SYT13
IOD3	SYT13
PGFRA	SYT13
A1AG1	SYT13
TNFA	SYT13
NFAC2	SYT13
NOS2	SYT13
5HT2B	SYT13
HS90A	SYT13
LCK	SYT13
ADCYA	SYT13
HS90B	SYT13
ADA2A	SYT13
CACP	SYT13
RARA	SYT13
PYC	SYT13
CATL1	SYT13
ACHA9	SYT13
NH2L1	SYT13
AAKB2	SYT13
DCXR	SYT13
CXCL7	SYT13
KCNE1	SYT13
B3GT4	SYT13
ACES	SYT13
SCNNG	SYT13
HASP	SYT13
MMP3	SYT13
MET	SYT13
AA2BR	SYT13
PDE8A	SYT13
5HT2C	SYT13
AK1C3	SYT13
OSTCN	SYT13
NMD3B	SYT13
CDK5	SYT13
PPARA	SYT13
DRD2	SYT13
VGFR2	SYT13
CP1A2	SYT13
NGF	SYT13
GBRA6	SYT13
ACHA7	SYT13
CP2C9	SYT13
TBA1A	SYT13
IL2RA	SYT13
PPB1	SYT13
PD2R	SYT13
Q71TU5	SYT13
DCE1	SYT13
GBRG1	SYT13
FGFR2	SYT13
IMPA1	SYT13
ACM2	SYT13
IL8	SYT13
5HT6R	SYT13
KPCT	SYT13
AOC1	SYT13
PCNA	SYT13
KSYK	SYT13
CAH9	SYT13
RL11	SYT13
CACB3	SYT13
HMDH	SYT13
GBRA4	SYT13
KIT	SYT13
AOFA	SYT13
NEP	SYT13
GLYC	SYT13
NCOA2	SYT13
5HT1E	SYT13
TBA4A	SYT13
METH	SYT13
LDHA	SYT13
MK08	SYT13
IGHG4	SYT13
CP2CJ	SYT13
RXRA	SYT13
PA2GA	SYT13
CP131	SYT13
ACACB	SYT13
PTHY	SYT13
IL10	SYT13
CAH2	SYT13
OPRD	SYT13
AAPK1	SYT13
PDPK1	SYT13
ADRB3	SYT13
C11B1	SYT13
GBRP	SYT13
ROCK2	SYT13
RL8	SYT13
ADCY2	SYT13
PHOP2	SYT13
CAH12	SYT13
S10A4	SYT13
GRIK1	SYT13
CBG	SYT13
PRGR	SYT13
HCAR2	SYT13
DNMT1	SYT13
PGH2	SYT13
CAC1F	SYT13
ADA2C	SYT13
S15A1	SYT13
ADA1A	SYT13
A1AG2	SYT13
OX1R	SYT13
KCMA1	SYT13
NMDE3	SYT13
HIBCH	SYT13
IPKA	SYT13
S22AI	SYT13
S29A1	SYT13
