source	destinations_disconnected_to
ACE	GPR20	PAQR4
KAPCA	GPR20	PAQR4
NTKL	GPR20	PAQR4
CALM	GPR20	PAQR4
ACHA4	GPR20	PAQR4
ANXA2	GPR20	PAQR4
AURKB	GPR20	PAQR4
GNAT3	GPR20	PAQR4
CA2D1	GPR20	PAQR4
CAH4	GPR20	PAQR4
AK1C1	GPR20	PAQR4
ROCK1	GPR20	PAQR4
CHLE	GPR20	PAQR4
J3QK85	GPR20	PAQR4
ZAP70	GPR20	PAQR4
UD14	GPR20	PAQR4
S12A2	GPR20	PAQR4
EST1A	GPR20	PAQR4
VKOR1	GPR20	PAQR4
XDH	GPR20	PAQR4
ACHB4	GPR20	PAQR4
RLP24	GPR20	PAQR4
EDN1	GPR20	PAQR4
GBRB3	GPR20	PAQR4
TKT	GPR20	PAQR4
NEU2	GPR20	PAQR4
3HAO	GPR20	PAQR4
RL10L	GPR20	PAQR4
ADA1D	GPR20	PAQR4
CANB2	GPR20	PAQR4
KAP3	GPR20	PAQR4
PANX1	GPR20	PAQR4
ST2A1	GPR20	PAQR4
UPP2	GPR20	PAQR4
AK1D1	GPR20	PAQR4
CAC1A	GPR20	PAQR4
CUBN	GPR20	PAQR4
THA	GPR20	PAQR4
TBB5	GPR20	PAQR4
CATA	GPR20	PAQR4
RL3	GPR20	PAQR4
PA2GE	GPR20	PAQR4
HRH2	GPR20	PAQR4
ATTY	GPR20	PAQR4
S29A2	GPR20	PAQR4
GBRT	GPR20	PAQR4
ACHA3	GPR20	PAQR4
CDK6	GPR20	PAQR4
5HT7R	GPR20	PAQR4
ADRB1	GPR20	PAQR4
CP11A	GPR20	PAQR4
CSK	GPR20	PAQR4
5HT3A	GPR20	PAQR4
AT12A	GPR20	PAQR4
IOD3	GPR20	PAQR4
PGFRA	GPR20	PAQR4
A1AG1	GPR20	PAQR4
TNFA	GPR20	PAQR4
NFAC2	GPR20	PAQR4
NOS2	GPR20	PAQR4
5HT2B	GPR20	PAQR4
HS90A	GPR20	PAQR4
LCK	GPR20	PAQR4
ADCYA	GPR20	PAQR4
HS90B	GPR20	PAQR4
ADA2A	GPR20	PAQR4
CACP	GPR20	PAQR4
RARA	GPR20	PAQR4
PYC	GPR20	PAQR4
CATL1	GPR20	PAQR4
ACHA9	GPR20	PAQR4
NH2L1	GPR20	PAQR4
AAKB2	GPR20	PAQR4
DCXR	GPR20	PAQR4
CXCL7	GPR20	PAQR4
KCNE1	GPR20	PAQR4
B3GT4	GPR20	PAQR4
ACES	GPR20	PAQR4
SCNNG	GPR20	PAQR4
HASP	GPR20	PAQR4
MMP3	GPR20	PAQR4
MET	GPR20	PAQR4
AA2BR	GPR20	PAQR4
PDE8A	GPR20	PAQR4
5HT2C	GPR20	PAQR4
AK1C3	GPR20	PAQR4
OSTCN	GPR20	PAQR4
NMD3B	GPR20	PAQR4
CDK5	GPR20	PAQR4
PPARA	GPR20	PAQR4
DRD2	GPR20	PAQR4
VGFR2	GPR20	PAQR4
CP1A2	GPR20	PAQR4
NGF	GPR20	PAQR4
GBRA6	GPR20	PAQR4
ACHA7	GPR20	PAQR4
CP2C9	GPR20	PAQR4
TBA1A	GPR20	PAQR4
IL2RA	GPR20	PAQR4
PPB1	GPR20	PAQR4
PD2R	GPR20	PAQR4
Q71TU5	GPR20	PAQR4
DCE1	GPR20	PAQR4
GBRG1	GPR20	PAQR4
FGFR2	GPR20	PAQR4
IMPA1	GPR20	PAQR4
ACM2	GPR20	PAQR4
IL8	GPR20	PAQR4
5HT6R	GPR20	PAQR4
KPCT	GPR20	PAQR4
AOC1	GPR20	PAQR4
PCNA	GPR20	PAQR4
KSYK	GPR20	PAQR4
CAH9	GPR20	PAQR4
