source	destinations_disconnected_to
ACE	CTSL2	MFSD5
KAPCA	CTSL2	MFSD5
NTKL	CTSL2	MFSD5
CALM	CTSL2	MFSD5
ACHA4	CTSL2	MFSD5
ANXA2	CTSL2	MFSD5
AURKB	CTSL2	MFSD5
GNAT3	CTSL2	MFSD5
CA2D1	CTSL2	MFSD5
CAH4	CTSL2	MFSD5
AK1C1	CTSL2	MFSD5
ROCK1	CTSL2	MFSD5
CHLE	CTSL2	MFSD5
J3QK85	CTSL2	MFSD5
ZAP70	CTSL2	MFSD5
UD14	CTSL2	MFSD5
S12A2	CTSL2	MFSD5
EST1A	CTSL2	MFSD5
VKOR1	CTSL2	MFSD5
XDH	CTSL2	MFSD5
ACHB4	CTSL2	MFSD5
RLP24	CTSL2	MFSD5
EDN1	CTSL2	MFSD5
GBRB3	CTSL2	MFSD5
TKT	CTSL2	MFSD5
NEU2	CTSL2	MFSD5
3HAO	CTSL2	MFSD5
RL10L	CTSL2	MFSD5
ADA1D	CTSL2	MFSD5
CANB2	CTSL2	MFSD5
KAP3	CTSL2	MFSD5
PANX1	CTSL2	MFSD5
ST2A1	CTSL2	MFSD5
UPP2	CTSL2	MFSD5
AK1D1	CTSL2	MFSD5
CAC1A	CTSL2	MFSD5
CUBN	CTSL2	MFSD5
THA	CTSL2	MFSD5
TBB5	CTSL2	MFSD5
CATA	CTSL2	MFSD5
RL3	CTSL2	MFSD5
PA2GE	CTSL2	MFSD5
HRH2	CTSL2	MFSD5
ATTY	CTSL2	MFSD5
S29A2	CTSL2	MFSD5
GBRT	CTSL2	MFSD5
ACHA3	CTSL2	MFSD5
CDK6	CTSL2	MFSD5
5HT7R	CTSL2	MFSD5
ADRB1	CTSL2	MFSD5
CP11A	CTSL2	MFSD5
CSK	CTSL2	MFSD5
5HT3A	CTSL2	MFSD5
AT12A	CTSL2	MFSD5
IOD3	CTSL2	MFSD5
PGFRA	CTSL2	MFSD5
A1AG1	CTSL2	MFSD5
TNFA	CTSL2	MFSD5
NFAC2	CTSL2	MFSD5
NOS2	CTSL2	MFSD5
5HT2B	CTSL2	MFSD5
HS90A	CTSL2	MFSD5
LCK	CTSL2	MFSD5
ADCYA	CTSL2	MFSD5
HS90B	CTSL2	MFSD5
ADA2A	CTSL2	MFSD5
CACP	CTSL2	MFSD5
RARA	CTSL2	MFSD5
PYC	CTSL2	MFSD5
CATL1	CTSL2	MFSD5
ACHA9	CTSL2	MFSD5
NH2L1	CTSL2	MFSD5
AAKB2	CTSL2	MFSD5
DCXR	CTSL2	MFSD5
CXCL7	CTSL2	MFSD5
KCNE1	CTSL2	MFSD5
B3GT4	CTSL2	MFSD5
ACES	CTSL2	MFSD5
SCNNG	CTSL2	MFSD5
HASP	CTSL2	MFSD5
MMP3	CTSL2	MFSD5
MET	CTSL2	MFSD5
AA2BR	CTSL2	MFSD5
PDE8A	CTSL2	MFSD5
5HT2C	CTSL2	MFSD5
AK1C3	CTSL2	MFSD5
OSTCN	CTSL2	MFSD5
NMD3B	CTSL2	MFSD5
CDK5	CTSL2	MFSD5
PPARA	CTSL2	MFSD5
DRD2	CTSL2	MFSD5
VGFR2	CTSL2	MFSD5
CP1A2	CTSL2	MFSD5
NGF	CTSL2	MFSD5
GBRA6	CTSL2	MFSD5
ACHA7	CTSL2	MFSD5
CP2C9	CTSL2	MFSD5
TBA1A	CTSL2	MFSD5
IL2RA	CTSL2	MFSD5
PPB1	CTSL2	MFSD5
PD2R	CTSL2	MFSD5
Q71TU5	CTSL2	MFSD5
DCE1	CTSL2	MFSD5
GBRG1	CTSL2	MFSD5
FGFR2	CTSL2	MFSD5
IMPA1	CTSL2	MFSD5
ACM2	CTSL2	MFSD5
IL8	CTSL2	MFSD5
5HT6R	CTSL2	MFSD5
KPCT	CTSL2	MFSD5
AOC1	CTSL2	MFSD5
PCNA	CTSL2	MFSD5
KSYK	CTSL2	MFSD5
CAH9	CTSL2	MFSD5
