source	destinations_disconnected_to
ACE	UFSP2	KCMF1
KAPCA	UFSP2	KCMF1
NTKL	UFSP2	KCMF1
CALM	UFSP2	KCMF1
ACHA4	UFSP2	KCMF1
ANXA2	UFSP2	KCMF1
AURKB	UFSP2	KCMF1
GNAT3	UFSP2	KCMF1
CA2D1	UFSP2	KCMF1
CAH4	UFSP2	KCMF1
AK1C1	UFSP2	KCMF1
ROCK1	UFSP2	KCMF1
CHLE	UFSP2	KCMF1
J3QK85	UFSP2	KCMF1
ZAP70	UFSP2	KCMF1
UD14	UFSP2	KCMF1
S12A2	UFSP2	KCMF1
EST1A	UFSP2	KCMF1
VKOR1	UFSP2	KCMF1
XDH	UFSP2	KCMF1
ACHB4	UFSP2	KCMF1
RLP24	UFSP2	KCMF1
EDN1	UFSP2	KCMF1
GBRB3	UFSP2	KCMF1
TKT	UFSP2	KCMF1
NEU2	UFSP2	KCMF1
3HAO	UFSP2	KCMF1
RL10L	UFSP2	KCMF1
ADA1D	UFSP2	KCMF1
CANB2	UFSP2	KCMF1
KAP3	UFSP2	KCMF1
PANX1	UFSP2	KCMF1
ST2A1	UFSP2	KCMF1
UPP2	UFSP2	KCMF1
AK1D1	UFSP2	KCMF1
CAC1A	UFSP2	KCMF1
CUBN	UFSP2	KCMF1
THA	UFSP2	KCMF1
TBB5	UFSP2	KCMF1
CATA	UFSP2	KCMF1
RL3	UFSP2	KCMF1
PA2GE	UFSP2	KCMF1
HRH2	UFSP2	KCMF1
ATTY	UFSP2	KCMF1
S29A2	UFSP2	KCMF1
GBRT	UFSP2	KCMF1
ACHA3	UFSP2	KCMF1
CDK6	UFSP2	KCMF1
5HT7R	UFSP2	KCMF1
ADRB1	UFSP2	KCMF1
CP11A	UFSP2	KCMF1
CSK	UFSP2	KCMF1
5HT3A	UFSP2	KCMF1
AT12A	UFSP2	KCMF1
IOD3	UFSP2	KCMF1
PGFRA	UFSP2	KCMF1
A1AG1	UFSP2	KCMF1
TNFA	UFSP2	KCMF1
NFAC2	UFSP2	KCMF1
NOS2	UFSP2	KCMF1
5HT2B	UFSP2	KCMF1
HS90A	UFSP2	KCMF1
LCK	UFSP2	KCMF1
ADCYA	UFSP2	KCMF1
HS90B	UFSP2	KCMF1
ADA2A	UFSP2	KCMF1
CACP	UFSP2	KCMF1
RARA	UFSP2	KCMF1
PYC	UFSP2	KCMF1
CATL1	UFSP2	KCMF1
ACHA9	UFSP2	KCMF1
NH2L1	UFSP2	KCMF1
AAKB2	UFSP2	KCMF1
DCXR	UFSP2	KCMF1
CXCL7	UFSP2	KCMF1
KCNE1	UFSP2	KCMF1
B3GT4	UFSP2	KCMF1
ACES	UFSP2	KCMF1
SCNNG	UFSP2	KCMF1
HASP	UFSP2	KCMF1
MMP3	UFSP2	KCMF1
MET	UFSP2	KCMF1
AA2BR	UFSP2	KCMF1
PDE8A	UFSP2	KCMF1
5HT2C	UFSP2	KCMF1
AK1C3	UFSP2	KCMF1
OSTCN	UFSP2	KCMF1
NMD3B	UFSP2	KCMF1
CDK5	UFSP2	KCMF1
PPARA	UFSP2	KCMF1
DRD2	UFSP2	KCMF1
VGFR2	UFSP2	KCMF1
CP1A2	UFSP2	KCMF1
NGF	UFSP2	KCMF1
GBRA6	UFSP2	KCMF1
ACHA7	UFSP2	KCMF1
CP2C9	UFSP2	KCMF1
