source	destinations_disconnected_to
ACE	GPR20	WDR60
KAPCA	GPR20	WDR60
NTKL	GPR20	WDR60
CALM	GPR20	WDR60
ACHA4	GPR20	WDR60
ANXA2	GPR20	WDR60
AURKB	GPR20	WDR60
GNAT3	GPR20	WDR60
CA2D1	GPR20	WDR60
CAH4	GPR20	WDR60
AK1C1	GPR20	WDR60
ROCK1	GPR20	WDR60
CHLE	GPR20	WDR60
J3QK85	GPR20	WDR60
ZAP70	GPR20	WDR60
UD14	GPR20	WDR60
S12A2	GPR20	WDR60
EST1A	GPR20	WDR60
VKOR1	GPR20	WDR60
XDH	GPR20	WDR60
ACHB4	GPR20	WDR60
RLP24	GPR20	WDR60
EDN1	GPR20	WDR60
GBRB3	GPR20	WDR60
TKT	GPR20	WDR60
NEU2	GPR20	WDR60
3HAO	GPR20	WDR60
RL10L	GPR20	WDR60
ADA1D	GPR20	WDR60
CANB2	GPR20	WDR60
KAP3	GPR20	WDR60
PANX1	GPR20	WDR60
ST2A1	GPR20	WDR60
UPP2	GPR20	WDR60
AK1D1	GPR20	WDR60
CAC1A	GPR20	WDR60
CUBN	GPR20	WDR60
THA	GPR20	WDR60
TBB5	GPR20	WDR60
CATA	GPR20	WDR60
RL3	GPR20	WDR60
PA2GE	GPR20	WDR60
HRH2	GPR20	WDR60
ATTY	GPR20	WDR60
S29A2	GPR20	WDR60
GBRT	GPR20	WDR60
ACHA3	GPR20	WDR60
CDK6	GPR20	WDR60
5HT7R	GPR20	WDR60
ADRB1	GPR20	WDR60
CP11A	GPR20	WDR60
CSK	GPR20	WDR60
5HT3A	GPR20	WDR60
AT12A	GPR20	WDR60
IOD3	GPR20	WDR60
PGFRA	GPR20	WDR60
A1AG1	GPR20	WDR60
TNFA	GPR20	WDR60
NFAC2	GPR20	WDR60
NOS2	GPR20	WDR60
5HT2B	GPR20	WDR60
HS90A	GPR20	WDR60
LCK	GPR20	WDR60
ADCYA	GPR20	WDR60
HS90B	GPR20	WDR60
ADA2A	GPR20	WDR60
CACP	GPR20	WDR60
RARA	GPR20	WDR60
PYC	GPR20	WDR60
CATL1	GPR20	WDR60
ACHA9	GPR20	WDR60
NH2L1	GPR20	WDR60
AAKB2	GPR20	WDR60
DCXR	GPR20	WDR60
CXCL7	GPR20	WDR60
KCNE1	GPR20	WDR60
B3GT4	GPR20	WDR60
ACES	GPR20	WDR60
SCNNG	GPR20	WDR60
HASP	GPR20	WDR60
MMP3	GPR20	WDR60
MET	GPR20	WDR60
AA2BR	GPR20	WDR60
PDE8A	GPR20	WDR60
5HT2C	GPR20	WDR60
AK1C3	GPR20	WDR60
OSTCN	GPR20	WDR60
NMD3B	GPR20	WDR60
CDK5	GPR20	WDR60
PPARA	GPR20	WDR60
DRD2	GPR20	WDR60
VGFR2	GPR20	WDR60
CP1A2	GPR20	WDR60
NGF	GPR20	WDR60
GBRA6	GPR20	WDR60
ACHA7	GPR20	WDR60
CP2C9	GPR20	WDR60
TBA1A	GPR20	WDR60
IL2RA	GPR20	WDR60
PPB1	GPR20	WDR60
PD2R	GPR20	WDR60
Q71TU5	GPR20	WDR60
DCE1	GPR20	WDR60
GBRG1	GPR20	WDR60
FGFR2	GPR20	WDR60
