source	destinations_disconnected_to
ACE	CCDC9
KAPCA	CCDC9
NTKL	CCDC9
CALM	CCDC9
ACHA4	CCDC9
ANXA2	CCDC9
AURKB	CCDC9
GNAT3	CCDC9
CA2D1	CCDC9
CAH4	CCDC9
AK1C1	CCDC9
ROCK1	CCDC9
CHLE	CCDC9
J3QK85	CCDC9
ZAP70	CCDC9
UD14	CCDC9
S12A2	CCDC9
EST1A	CCDC9
VKOR1	CCDC9
XDH	CCDC9
ACHB4	CCDC9
RLP24	CCDC9
EDN1	CCDC9
GBRB3	CCDC9
TKT	CCDC9
NEU2	CCDC9
3HAO	CCDC9
RL10L	CCDC9
ADA1D	CCDC9
CANB2	CCDC9
KAP3	CCDC9
PANX1	CCDC9
ST2A1	CCDC9
UPP2	CCDC9
AK1D1	CCDC9
CAC1A	CCDC9
CUBN	CCDC9
THA	CCDC9
TBB5	CCDC9
CATA	CCDC9
RL3	CCDC9
PA2GE	CCDC9
HRH2	CCDC9
ATTY	CCDC9
S29A2	CCDC9
GBRT	CCDC9
ACHA3	CCDC9
CDK6	CCDC9
5HT7R	CCDC9
ADRB1	CCDC9
CP11A	CCDC9
CSK	CCDC9
5HT3A	CCDC9
AT12A	CCDC9
IOD3	CCDC9
PGFRA	CCDC9
A1AG1	CCDC9
TNFA	CCDC9
NFAC2	CCDC9
NOS2	CCDC9
5HT2B	CCDC9
HS90A	CCDC9
LCK	CCDC9
ADCYA	CCDC9
HS90B	CCDC9
ADA2A	CCDC9
CACP	CCDC9
RARA	CCDC9
PYC	CCDC9
CATL1	CCDC9
ACHA9	CCDC9
NH2L1	CCDC9
AAKB2	CCDC9
DCXR	CCDC9
CXCL7	CCDC9
KCNE1	CCDC9
B3GT4	CCDC9
ACES	CCDC9
SCNNG	CCDC9
HASP	CCDC9
MMP3	CCDC9
MET	CCDC9
AA2BR	CCDC9
PDE8A	CCDC9
5HT2C	CCDC9
AK1C3	CCDC9
OSTCN	CCDC9
NMD3B	CCDC9
CDK5	CCDC9
PPARA	CCDC9
DRD2	CCDC9
VGFR2	CCDC9
CP1A2	CCDC9
NGF	CCDC9
GBRA6	CCDC9
ACHA7	CCDC9
CP2C9	CCDC9
TBA1A	CCDC9
IL2RA	CCDC9
PPB1	CCDC9
PD2R	CCDC9
Q71TU5	CCDC9
DCE1	CCDC9
GBRG1	CCDC9
FGFR2	CCDC9
IMPA1	CCDC9
ACM2	CCDC9
IL8	CCDC9
5HT6R	CCDC9
KPCT	CCDC9
AOC1	CCDC9
PCNA	CCDC9
KSYK	CCDC9
CAH9	CCDC9
RL11	CCDC9
CACB3	CCDC9
HMDH	CCDC9
GBRA4	CCDC9
KIT	CCDC9
AOFA	CCDC9
NEP	CCDC9
GLYC	CCDC9
NCOA2	CCDC9
5HT1E	CCDC9
TBA4A	CCDC9
METH	CCDC9
LDHA	CCDC9
MK08	CCDC9
IGHG4	CCDC9
CP2CJ	CCDC9
RXRA	CCDC9
PA2GA	CCDC9
CP131	CCDC9
ACACB	CCDC9
PTHY	CCDC9
IL10	CCDC9
CAH2	CCDC9
OPRD	CCDC9
AAPK1	CCDC9
PDPK1	CCDC9
ADRB3	CCDC9
C11B1	CCDC9
GBRP	CCDC9
ROCK2	CCDC9
RL8	CCDC9
ADCY2	CCDC9
PHOP2	CCDC9
CAH12	CCDC9
S10A4	CCDC9
GRIK1	CCDC9
CBG	CCDC9
PRGR	CCDC9
HCAR2	CCDC9
DNMT1	CCDC9
PGH2	CCDC9
CAC1F	CCDC9
ADA2C	CCDC9
S15A1	CCDC9
ADA1A	CCDC9
A1AG2	CCDC9
OX1R	CCDC9
KCMA1	CCDC9
NMDE3	CCDC9
HIBCH	CCDC9
IPKA	CCDC9
S22AI	CCDC9
S29A1	CCDC9
HDAC1	CCDC9
PNPH	CCDC9
ADA2B	CCDC9
TRFL	CCDC9
ALBU	CCDC9
FMO3	CCDC9
PLK1	CCDC9
SGMR1	CCDC9
GUAA	CCDC9
QOR	CCDC9
GCR	CCDC9
CATD	CCDC9
MIF	CCDC9
HPGDS	CCDC9
MKNK1	CCDC9
P2RY2	CCDC9
S12A4	CCDC9
EGFR	CCDC9
NFKB1	CCDC9
PGFRB	CCDC9
ANT3	CCDC9
GTR1	CCDC9
MK10	CCDC9
CAMLG	CCDC9
HEMH	CCDC9
MTRR	CCDC9
NQO1	CCDC9
ACH10	CCDC9
FMO4	CCDC9
DRD5	CCDC9
TRY1	CCDC9
SCNAA	CCDC9
GBRG3	CCDC9
PDE8B	CCDC9
KCNA2	CCDC9
IFNA2	CCDC9
AA1R	CCDC9
MAPK2	CCDC9
PK3CD	CCDC9
HRH4	CCDC9
GBRB1	CCDC9
HCN2	CCDC9
RL26L	CCDC9
DMTA2	CCDC9
6PGD	CCDC9
GRP78	CCDC9
PSIP1	CCDC9
AT1A4	CCDC9
GLR	CCDC9
OPRK	CCDC9
ATPB	CCDC9
STMN4	CCDC9
CACB2	CCDC9
NMDZ1	CCDC9
SC6A3	CCDC9
ST2B1	CCDC9
TBG1	CCDC9
ESR1	CCDC9
CREB1	CCDC9
5HT1B	CCDC9
ERBB2	CCDC9
HDAC7	CCDC9
KCC1B	CCDC9
TBD	CCDC9
TOP2B	CCDC9
3BHS1	CCDC9
ATP4A	CCDC9
LOX5	CCDC9
UD3A1	CCDC9
BDNF	CCDC9
GBRA1	CCDC9
FOS	CCDC9
SHBG	CCDC9
ODP2	CCDC9
ABCA1	CCDC9
DYR	CCDC9
P85A	CCDC9
SIR1	CCDC9
MTHR	CCDC9
ADCL2	CCDC9
IBP3	CCDC9
DDR1	CCDC9
CP46A	CCDC9
SCN2A	CCDC9
IL4	CCDC9
NPS	CCDC9
NMDE1	CCDC9
AOFB	CCDC9
RL13A	CCDC9
S22A2	CCDC9
CALY	CCDC9
S12A5	CCDC9
PK3CA	CCDC9
PDE4D	CCDC9
KIF11	CCDC9
NR1I2	CCDC9
NISCH	CCDC9
NFKB2	CCDC9
ITK	CCDC9
PPIA	CCDC9
MMAA	CCDC9
