source	destinations_disconnected_to
ACE	ST18	OVOL2	TULP2
KAPCA	ST18	OVOL2	TULP2
NTKL	ST18	OVOL2	TULP2
CALM	ST18	OVOL2	TULP2
ACHA4	ST18	OVOL2	TULP2
ANXA2	ST18	OVOL2	TULP2
AURKB	ST18	OVOL2	TULP2
GNAT3	ST18	OVOL2	TULP2
CA2D1	ST18	OVOL2	TULP2
CAH4	ST18	OVOL2	TULP2
AK1C1	ST18	OVOL2	TULP2
ROCK1	ST18	OVOL2	TULP2
CHLE	ST18	OVOL2	TULP2
J3QK85	ST18	OVOL2	TULP2
ZAP70	ST18	OVOL2	TULP2
UD14	ST18	OVOL2	TULP2
S12A2	ST18	OVOL2	TULP2
EST1A	ST18	OVOL2	TULP2
VKOR1	ST18	OVOL2	TULP2
XDH	ST18	OVOL2	TULP2
ACHB4	ST18	OVOL2	TULP2
RLP24	ST18	OVOL2	TULP2
EDN1	ST18	OVOL2	TULP2
GBRB3	ST18	OVOL2	TULP2
TKT	ST18	OVOL2	TULP2
NEU2	ST18	OVOL2	TULP2
3HAO	ST18	OVOL2	TULP2
RL10L	ST18	OVOL2	TULP2
ADA1D	ST18	OVOL2	TULP2
CANB2	ST18	OVOL2	TULP2
KAP3	ST18	OVOL2	TULP2
PANX1	ST18	OVOL2	TULP2
ST2A1	ST18	OVOL2	TULP2
UPP2	ST18	OVOL2	TULP2
AK1D1	ST18	OVOL2	TULP2
CAC1A	ST18	OVOL2	TULP2
CUBN	ST18	OVOL2	TULP2
THA	ST18	OVOL2	TULP2
TBB5	ST18	OVOL2	TULP2
CATA	ST18	OVOL2	TULP2
RL3	ST18	OVOL2	TULP2
PA2GE	ST18	OVOL2	TULP2
HRH2	ST18	OVOL2	TULP2
ATTY	ST18	OVOL2	TULP2
S29A2	ST18	OVOL2	TULP2
GBRT	ST18	OVOL2	TULP2
ACHA3	ST18	OVOL2	TULP2
CDK6	ST18	OVOL2	TULP2
5HT7R	ST18	OVOL2	TULP2
ADRB1	ST18	OVOL2	TULP2
CP11A	ST18	OVOL2	TULP2
CSK	ST18	OVOL2	TULP2
5HT3A	ST18	OVOL2	TULP2
AT12A	ST18	OVOL2	TULP2
IOD3	ST18	OVOL2	TULP2
PGFRA	ST18	OVOL2	TULP2
A1AG1	ST18	OVOL2	TULP2
TNFA	ST18	OVOL2	TULP2
NFAC2	ST18	OVOL2	TULP2
NOS2	ST18	OVOL2	TULP2
5HT2B	ST18	OVOL2	TULP2
HS90A	ST18	OVOL2	TULP2
LCK	ST18	OVOL2	TULP2
ADCYA	ST18	OVOL2	TULP2
HS90B	ST18	OVOL2	TULP2
ADA2A	ST18	OVOL2	TULP2
CACP	ST18	OVOL2	TULP2
RARA	ST18	OVOL2	TULP2
PYC	ST18	OVOL2	TULP2
CATL1	ST18	OVOL2	TULP2
ACHA9	ST18	OVOL2	TULP2
NH2L1	ST18	OVOL2	TULP2
AAKB2	ST18	OVOL2	TULP2
DCXR	ST18	OVOL2	TULP2
CXCL7	ST18	OVOL2	TULP2
KCNE1	ST18	OVOL2	TULP2
B3GT4	ST18	OVOL2	TULP2
ACES	ST18	OVOL2	TULP2
SCNNG	ST18	OVOL2	TULP2
HASP	ST18	OVOL2	TULP2
MMP3	ST18	OVOL2	TULP2
MET	ST18	OVOL2	TULP2
AA2BR	ST18	OVOL2	TULP2
PDE8A	ST18	OVOL2	TULP2
5HT2C	ST18	OVOL2	TULP2
AK1C3	ST18	OVOL2	TULP2
OSTCN	ST18	OVOL2	TULP2
NMD3B	ST18	OVOL2	TULP2
CDK5	ST18	OVOL2	TULP2
PPARA	ST18	OVOL2	TULP2
DRD2	ST18	OVOL2	TULP2
VGFR2	ST18	OVOL2	TULP2
CP1A2	ST18	OVOL2	TULP2
NGF	ST18	OVOL2	TULP2
GBRA6	ST18	OVOL2	TULP2
ACHA7	ST18	OVOL2	TULP2
CP2C9	ST18	OVOL2	TULP2
TBA1A	ST18	OVOL2	TULP2
IL2RA	ST18	OVOL2	TULP2
PPB1	ST18	OVOL2	TULP2
PD2R	ST18	OVOL2	TULP2
Q71TU5	ST18	OVOL2	TULP2
DCE1	ST18	OVOL2	TULP2
GBRG1	ST18	OVOL2	TULP2
FGFR2	ST18	OVOL2	TULP2
IMPA1	ST18	OVOL2	TULP2
ACM2	ST18	OVOL2	TULP2
IL8	ST18	OVOL2	TULP2
5HT6R	ST18	OVOL2	TULP2
KPCT	ST18	OVOL2	TULP2
AOC1	ST18	OVOL2	TULP2
PCNA	ST18	OVOL2	TULP2
KSYK	ST18	OVOL2	TULP2
CAH9	ST18	OVOL2	TULP2
RL11	ST18	OVOL2	TULP2
CACB3	ST18	OVOL2	TULP2
HMDH	ST18	OVOL2	TULP2
GBRA4	ST18	OVOL2	TULP2
KIT	ST18	OVOL2	TULP2
AOFA	ST18	OVOL2	TULP2
NEP	ST18	OVOL2	TULP2
GLYC	ST18	OVOL2	TULP2
NCOA2	ST18	OVOL2	TULP2
5HT1E	ST18	OVOL2	TULP2
TBA4A	ST18	OVOL2	TULP2
METH	ST18	OVOL2	TULP2
LDHA	ST18	OVOL2	TULP2
MK08	ST18	OVOL2	TULP2
IGHG4	ST18	OVOL2	TULP2
CP2CJ	ST18	OVOL2	TULP2
RXRA	ST18	OVOL2	TULP2
PA2GA	ST18	OVOL2	TULP2
CP131	ST18	OVOL2	TULP2
ACACB	ST18	OVOL2	TULP2
PTHY	ST18	OVOL2	TULP2
IL10	ST18	OVOL2	TULP2
CAH2	ST18	OVOL2	TULP2
OPRD	ST18	OVOL2	TULP2
AAPK1	ST18	OVOL2	TULP2
PDPK1	ST18	OVOL2	TULP2
ADRB3	ST18	OVOL2	TULP2
C11B1	ST18	OVOL2	TULP2
GBRP	ST18	OVOL2	TULP2
ROCK2	ST18	OVOL2	TULP2
RL8	ST18	OVOL2	TULP2
ADCY2	ST18	OVOL2	TULP2
PHOP2	ST18	OVOL2	TULP2
CAH12	ST18	OVOL2	TULP2
S10A4	ST18	OVOL2	TULP2
GRIK1	ST18	OVOL2	TULP2
CBG	ST18	OVOL2	TULP2
PRGR	ST18	OVOL2	TULP2
HCAR2	ST18	OVOL2	TULP2
DNMT1	ST18	OVOL2	TULP2
PGH2	ST18	OVOL2	TULP2
CAC1F	ST18	OVOL2	TULP2
ADA2C	ST18	OVOL2	TULP2
S15A1	ST18	OVOL2	TULP2
ADA1A	ST18	OVOL2	TULP2
A1AG2	ST18	OVOL2	TULP2
OX1R	ST18	OVOL2	TULP2
KCMA1	ST18	OVOL2	TULP2
NMDE3	ST18	OVOL2	TULP2
HIBCH	ST18	OVOL2	TULP2
IPKA	ST18	OVOL2	TULP2
S22AI	ST18	OVOL2	TULP2
