source	destinations_disconnected_to
ACE	LRIT1	KCTD2	TPGS2	REEP2
KAPCA	LRIT1	KCTD2	TPGS2	REEP2
NTKL	LRIT1	KCTD2	TPGS2	REEP2
CALM	LRIT1	KCTD2	TPGS2	REEP2
ACHA4	LRIT1	KCTD2	TPGS2	REEP2
ANXA2	LRIT1	KCTD2	TPGS2	REEP2
AURKB	LRIT1	KCTD2	TPGS2	REEP2
GNAT3	LRIT1	KCTD2	TPGS2	REEP2
CA2D1	LRIT1	KCTD2	TPGS2	REEP2
CAH4	LRIT1	KCTD2	TPGS2	REEP2
AK1C1	LRIT1	KCTD2	TPGS2	REEP2
ROCK1	LRIT1	KCTD2	TPGS2	REEP2
CHLE	LRIT1	KCTD2	TPGS2	REEP2
J3QK85	LRIT1	KCTD2	TPGS2	REEP2
ZAP70	LRIT1	KCTD2	TPGS2	REEP2
UD14	LRIT1	KCTD2	TPGS2	REEP2
S12A2	LRIT1	KCTD2	TPGS2	REEP2
EST1A	LRIT1	KCTD2	TPGS2	REEP2
VKOR1	LRIT1	KCTD2	TPGS2	REEP2
XDH	LRIT1	KCTD2	TPGS2	REEP2
ACHB4	LRIT1	KCTD2	TPGS2	REEP2
RLP24	LRIT1	KCTD2	TPGS2	REEP2
EDN1	LRIT1	KCTD2	TPGS2	REEP2
GBRB3	LRIT1	KCTD2	TPGS2	REEP2
TKT	LRIT1	KCTD2	TPGS2	REEP2
NEU2	LRIT1	KCTD2	TPGS2	REEP2
3HAO	LRIT1	KCTD2	TPGS2	REEP2
RL10L	LRIT1	KCTD2	TPGS2	REEP2
ADA1D	LRIT1	KCTD2	TPGS2	REEP2
CANB2	LRIT1	KCTD2	TPGS2	REEP2
KAP3	LRIT1	KCTD2	TPGS2	REEP2
PANX1	LRIT1	KCTD2	TPGS2	REEP2
ST2A1	LRIT1	KCTD2	TPGS2	REEP2
UPP2	LRIT1	KCTD2	TPGS2	REEP2
AK1D1	LRIT1	KCTD2	TPGS2	REEP2
CAC1A	LRIT1	KCTD2	TPGS2	REEP2
CUBN	LRIT1	KCTD2	TPGS2	REEP2
THA	LRIT1	KCTD2	TPGS2	REEP2
TBB5	LRIT1	KCTD2	TPGS2	REEP2
CATA	LRIT1	KCTD2	TPGS2	REEP2
RL3	LRIT1	KCTD2	TPGS2	REEP2
PA2GE	LRIT1	KCTD2	TPGS2	REEP2
HRH2	LRIT1	KCTD2	TPGS2	REEP2
ATTY	LRIT1	KCTD2	TPGS2	REEP2
S29A2	LRIT1	KCTD2	TPGS2	REEP2
GBRT	LRIT1	KCTD2	TPGS2	REEP2
ACHA3	LRIT1	KCTD2	TPGS2	REEP2
CDK6	LRIT1	KCTD2	TPGS2	REEP2
5HT7R	LRIT1	KCTD2	TPGS2	REEP2
ADRB1	LRIT1	KCTD2	TPGS2	REEP2
CP11A	LRIT1	KCTD2	TPGS2	REEP2
CSK	LRIT1	KCTD2	TPGS2	REEP2
5HT3A	LRIT1	KCTD2	TPGS2	REEP2
AT12A	LRIT1	KCTD2	TPGS2	REEP2
IOD3	LRIT1	KCTD2	TPGS2	REEP2
PGFRA	LRIT1	KCTD2	TPGS2	REEP2
A1AG1	LRIT1	KCTD2	TPGS2	REEP2
TNFA	LRIT1	KCTD2	TPGS2	REEP2
NFAC2	LRIT1	KCTD2	TPGS2	REEP2
NOS2	LRIT1	KCTD2	TPGS2	REEP2
5HT2B	LRIT1	KCTD2	TPGS2	REEP2
HS90A	LRIT1	KCTD2	TPGS2	REEP2
LCK	LRIT1	KCTD2	TPGS2	REEP2
ADCYA	LRIT1	KCTD2	TPGS2	REEP2
HS90B	LRIT1	KCTD2	TPGS2	REEP2
ADA2A	LRIT1	KCTD2	TPGS2	REEP2
CACP	LRIT1	KCTD2	TPGS2	REEP2
RARA	LRIT1	KCTD2	TPGS2	REEP2
PYC	LRIT1	KCTD2	TPGS2	REEP2
CATL1	LRIT1	KCTD2	TPGS2	REEP2
ACHA9	LRIT1	KCTD2	TPGS2	REEP2
NH2L1	LRIT1	KCTD2	TPGS2	REEP2
AAKB2	LRIT1	KCTD2	TPGS2	REEP2
DCXR	LRIT1	KCTD2	TPGS2	REEP2
CXCL7	LRIT1	KCTD2	TPGS2	REEP2
KCNE1	LRIT1	KCTD2	TPGS2	REEP2
B3GT4	LRIT1	KCTD2	TPGS2	REEP2
ACES	LRIT1	KCTD2	TPGS2	REEP2
