source	destinations_disconnected_to
ACE	LMF2
KAPCA	LMF2
NTKL	LMF2
CALM	LMF2
ACHA4	LMF2
ANXA2	LMF2
AURKB	LMF2
GNAT3	LMF2
CA2D1	LMF2
CAH4	LMF2
AK1C1	LMF2
ROCK1	LMF2
CHLE	LMF2
J3QK85	LMF2
ZAP70	LMF2
UD14	LMF2
S12A2	LMF2
EST1A	LMF2
VKOR1	LMF2
XDH	LMF2
ACHB4	LMF2
RLP24	LMF2
EDN1	LMF2
GBRB3	LMF2
TKT	LMF2
NEU2	LMF2
3HAO	LMF2
RL10L	LMF2
ADA1D	LMF2
CANB2	LMF2
KAP3	LMF2
PANX1	LMF2
ST2A1	LMF2
UPP2	LMF2
AK1D1	LMF2
CAC1A	LMF2
CUBN	LMF2
THA	LMF2
TBB5	LMF2
CATA	LMF2
RL3	LMF2
PA2GE	LMF2
HRH2	LMF2
ATTY	LMF2
S29A2	LMF2
GBRT	LMF2
ACHA3	LMF2
CDK6	LMF2
5HT7R	LMF2
ADRB1	LMF2
CP11A	LMF2
CSK	LMF2
5HT3A	LMF2
AT12A	LMF2
IOD3	LMF2
PGFRA	LMF2
A1AG1	LMF2
TNFA	LMF2
NFAC2	LMF2
NOS2	LMF2
5HT2B	LMF2
HS90A	LMF2
LCK	LMF2
ADCYA	LMF2
HS90B	LMF2
ADA2A	LMF2
CACP	LMF2
RARA	LMF2
PYC	LMF2
CATL1	LMF2
ACHA9	LMF2
NH2L1	LMF2
AAKB2	LMF2
DCXR	LMF2
CXCL7	LMF2
KCNE1	LMF2
B3GT4	LMF2
ACES	LMF2
SCNNG	LMF2
HASP	LMF2
MMP3	LMF2
MET	LMF2
AA2BR	LMF2
PDE8A	LMF2
5HT2C	LMF2
AK1C3	LMF2
OSTCN	LMF2
NMD3B	LMF2
CDK5	LMF2
PPARA	LMF2
DRD2	LMF2
VGFR2	LMF2
CP1A2	LMF2
NGF	LMF2
GBRA6	LMF2
ACHA7	LMF2
CP2C9	LMF2
TBA1A	LMF2
IL2RA	LMF2
PPB1	LMF2
PD2R	LMF2
Q71TU5	LMF2
DCE1	LMF2
GBRG1	LMF2
FGFR2	LMF2
IMPA1	LMF2
ACM2	LMF2
IL8	LMF2
5HT6R	LMF2
KPCT	LMF2
AOC1	LMF2
