source	destinations_disconnected_to
ACE	EFR3A	ALPK1
KAPCA	EFR3A	ALPK1
NTKL	EFR3A	ALPK1
CALM	EFR3A	ALPK1
ACHA4	EFR3A	ALPK1
ANXA2	EFR3A	ALPK1
AURKB	EFR3A	ALPK1
GNAT3	EFR3A	ALPK1
CA2D1	EFR3A	ALPK1
CAH4	EFR3A	ALPK1
AK1C1	EFR3A	ALPK1
ROCK1	EFR3A	ALPK1
CHLE	EFR3A	ALPK1
J3QK85	EFR3A	ALPK1
ZAP70	EFR3A	ALPK1
UD14	EFR3A	ALPK1
S12A2	EFR3A	ALPK1
EST1A	EFR3A	ALPK1
VKOR1	EFR3A	ALPK1
XDH	EFR3A	ALPK1
ACHB4	EFR3A	ALPK1
RLP24	EFR3A	ALPK1
EDN1	EFR3A	ALPK1
GBRB3	EFR3A	ALPK1
TKT	EFR3A	ALPK1
NEU2	EFR3A	ALPK1
3HAO	EFR3A	ALPK1
RL10L	EFR3A	ALPK1
ADA1D	EFR3A	ALPK1
CANB2	EFR3A	ALPK1
KAP3	EFR3A	ALPK1
PANX1	EFR3A	ALPK1
ST2A1	EFR3A	ALPK1
UPP2	EFR3A	ALPK1
AK1D1	EFR3A	ALPK1
CAC1A	EFR3A	ALPK1
CUBN	EFR3A	ALPK1
THA	EFR3A	ALPK1
TBB5	EFR3A	ALPK1
CATA	EFR3A	ALPK1
RL3	EFR3A	ALPK1
PA2GE	EFR3A	ALPK1
HRH2	EFR3A	ALPK1
ATTY	EFR3A	ALPK1
S29A2	EFR3A	ALPK1
GBRT	EFR3A	ALPK1
ACHA3	EFR3A	ALPK1
CDK6	EFR3A	ALPK1
5HT7R	EFR3A	ALPK1
ADRB1	EFR3A	ALPK1
CP11A	EFR3A	ALPK1
CSK	EFR3A	ALPK1
5HT3A	EFR3A	ALPK1
AT12A	EFR3A	ALPK1
IOD3	EFR3A	ALPK1
PGFRA	EFR3A	ALPK1
A1AG1	EFR3A	ALPK1
TNFA	EFR3A	ALPK1
NFAC2	EFR3A	ALPK1
NOS2	EFR3A	ALPK1
5HT2B	EFR3A	ALPK1
HS90A	EFR3A	ALPK1
LCK	EFR3A	ALPK1
ADCYA	EFR3A	ALPK1
HS90B	EFR3A	ALPK1
ADA2A	EFR3A	ALPK1
CACP	EFR3A	ALPK1
RARA	EFR3A	ALPK1
PYC	EFR3A	ALPK1
CATL1	EFR3A	ALPK1
ACHA9	EFR3A	ALPK1
NH2L1	EFR3A	ALPK1
AAKB2	EFR3A	ALPK1
DCXR	EFR3A	ALPK1
CXCL7	EFR3A	ALPK1
KCNE1	EFR3A	ALPK1
B3GT4	EFR3A	ALPK1
ACES	EFR3A	ALPK1
SCNNG	EFR3A	ALPK1
HASP	EFR3A	ALPK1
MMP3	EFR3A	ALPK1
MET	EFR3A	ALPK1
AA2BR	EFR3A	ALPK1
PDE8A	EFR3A	ALPK1
5HT2C	EFR3A	ALPK1
AK1C3	EFR3A	ALPK1
OSTCN	EFR3A	ALPK1
NMD3B	EFR3A	ALPK1
CDK5	EFR3A	ALPK1
PPARA	EFR3A	ALPK1
DRD2	EFR3A	ALPK1
VGFR2	EFR3A	ALPK1
CP1A2	EFR3A	ALPK1
NGF	EFR3A	ALPK1
GBRA6	EFR3A	ALPK1
ACHA7	EFR3A	ALPK1
CP2C9	EFR3A	ALPK1
TBA1A	EFR3A	ALPK1
IL2RA	EFR3A	ALPK1
PPB1	EFR3A	ALPK1
PD2R	EFR3A	ALPK1
Q71TU5	EFR3A	ALPK1
DCE1	EFR3A	ALPK1
GBRG1	EFR3A	ALPK1
FGFR2	EFR3A	ALPK1
IMPA1	EFR3A	ALPK1
ACM2	EFR3A	ALPK1
IL8	EFR3A	ALPK1
5HT6R	EFR3A	ALPK1
KPCT	EFR3A	ALPK1
AOC1	EFR3A	ALPK1
PCNA	EFR3A	ALPK1
KSYK	EFR3A	ALPK1
CAH9	EFR3A	ALPK1
RL11	EFR3A	ALPK1
CACB3	EFR3A	ALPK1
HMDH	EFR3A	ALPK1
GBRA4	EFR3A	ALPK1
KIT	EFR3A	ALPK1
AOFA	EFR3A	ALPK1
NEP	EFR3A	ALPK1
GLYC	EFR3A	ALPK1
NCOA2	EFR3A	ALPK1
5HT1E	EFR3A	ALPK1
TBA4A	EFR3A	ALPK1
METH	EFR3A	ALPK1
LDHA	EFR3A	ALPK1
MK08	EFR3A	ALPK1
IGHG4	EFR3A	ALPK1
CP2CJ	EFR3A	ALPK1
RXRA	EFR3A	ALPK1
PA2GA	EFR3A	ALPK1
CP131	EFR3A	ALPK1
ACACB	EFR3A	ALPK1
PTHY	EFR3A	ALPK1
IL10	EFR3A	ALPK1
CAH2	EFR3A	ALPK1
OPRD	EFR3A	ALPK1
AAPK1	EFR3A	ALPK1
PDPK1	EFR3A	ALPK1
ADRB3	EFR3A	ALPK1
C11B1	EFR3A	ALPK1
GBRP	EFR3A	ALPK1
ROCK2	EFR3A	ALPK1
RL8	EFR3A	ALPK1
ADCY2	EFR3A	ALPK1
