source	destinations_disconnected_to
ACE	TMUB2
KAPCA	TMUB2
NTKL	TMUB2
CALM	TMUB2
ACHA4	TMUB2
ANXA2	TMUB2
AURKB	TMUB2
GNAT3	TMUB2
CA2D1	TMUB2
CAH4	TMUB2
AK1C1	TMUB2
ROCK1	TMUB2
CHLE	TMUB2
J3QK85	TMUB2
ZAP70	TMUB2
UD14	TMUB2
S12A2	TMUB2
EST1A	TMUB2
VKOR1	TMUB2
XDH	TMUB2
ACHB4	TMUB2
RLP24	TMUB2
EDN1	TMUB2
GBRB3	TMUB2
TKT	TMUB2
NEU2	TMUB2
3HAO	TMUB2
RL10L	TMUB2
ADA1D	TMUB2
CANB2	TMUB2
KAP3	TMUB2
PANX1	TMUB2
ST2A1	TMUB2
UPP2	TMUB2
AK1D1	TMUB2
CAC1A	TMUB2
CUBN	TMUB2
THA	TMUB2
TBB5	TMUB2
CATA	TMUB2
RL3	TMUB2
PA2GE	TMUB2
HRH2	TMUB2
ATTY	TMUB2
S29A2	TMUB2
GBRT	TMUB2
ACHA3	TMUB2
CDK6	TMUB2
5HT7R	TMUB2
ADRB1	TMUB2
CP11A	TMUB2
CSK	TMUB2
5HT3A	TMUB2
AT12A	TMUB2
IOD3	TMUB2
PGFRA	TMUB2
A1AG1	TMUB2
TNFA	TMUB2
NFAC2	TMUB2
NOS2	TMUB2
5HT2B	TMUB2
HS90A	TMUB2
LCK	TMUB2
ADCYA	TMUB2
HS90B	TMUB2
ADA2A	TMUB2
CACP	TMUB2
RARA	TMUB2
PYC	TMUB2
CATL1	TMUB2
ACHA9	TMUB2
NH2L1	TMUB2
AAKB2	TMUB2
DCXR	TMUB2
CXCL7	TMUB2
KCNE1	TMUB2
B3GT4	TMUB2
ACES	TMUB2
SCNNG	TMUB2
HASP	TMUB2
MMP3	TMUB2
MET	TMUB2
AA2BR	TMUB2
PDE8A	TMUB2
5HT2C	TMUB2
AK1C3	TMUB2
OSTCN	TMUB2
NMD3B	TMUB2
CDK5	TMUB2
PPARA	TMUB2
DRD2	TMUB2
VGFR2	TMUB2
CP1A2	TMUB2
NGF	TMUB2
GBRA6	TMUB2
ACHA7	TMUB2
CP2C9	TMUB2
TBA1A	TMUB2
IL2RA	TMUB2
PPB1	TMUB2
PD2R	TMUB2
Q71TU5	TMUB2
DCE1	TMUB2
GBRG1	TMUB2
FGFR2	TMUB2
IMPA1	TMUB2
ACM2	TMUB2
IL8	TMUB2
5HT6R	TMUB2
KPCT	TMUB2
AOC1	TMUB2
PCNA	TMUB2
KSYK	TMUB2
CAH9	TMUB2
RL11	TMUB2
CACB3	TMUB2
HMDH	TMUB2
GBRA4	TMUB2
KIT	TMUB2
AOFA	TMUB2
NEP	TMUB2
GLYC	TMUB2
NCOA2	TMUB2
5HT1E	TMUB2
TBA4A	TMUB2
METH	TMUB2
LDHA	TMUB2
MK08	TMUB2
IGHG4	TMUB2
CP2CJ	TMUB2
RXRA	TMUB2
PA2GA	TMUB2
CP131	TMUB2
ACACB	TMUB2
PTHY	TMUB2
IL10	TMUB2
CAH2	TMUB2
OPRD	TMUB2
AAPK1	TMUB2
PDPK1	TMUB2
ADRB3	TMUB2
C11B1	TMUB2
GBRP	TMUB2
ROCK2	TMUB2
RL8	TMUB2
ADCY2	TMUB2
PHOP2	TMUB2
CAH12	TMUB2
S10A4	TMUB2
GRIK1	TMUB2
CBG	TMUB2
PRGR	TMUB2
HCAR2	TMUB2
DNMT1	TMUB2
PGH2	TMUB2
CAC1F	TMUB2
ADA2C	TMUB2
S15A1	TMUB2
ADA1A	TMUB2
A1AG2	TMUB2
OX1R	TMUB2
KCMA1	TMUB2
NMDE3	TMUB2
HIBCH	TMUB2
IPKA	TMUB2
S22AI	TMUB2
S29A1	TMUB2
HDAC1	TMUB2
PNPH	TMUB2
ADA2B	TMUB2
TRFL	TMUB2
ALBU	TMUB2
FMO3	TMUB2
PLK1	TMUB2
SGMR1	TMUB2
GUAA	TMUB2
QOR	TMUB2
GCR	TMUB2
CATD	TMUB2
MIF	TMUB2
HPGDS	TMUB2
MKNK1	TMUB2
P2RY2	TMUB2
S12A4	TMUB2
EGFR	TMUB2
NFKB1	TMUB2
PGFRB	TMUB2
ANT3	TMUB2
GTR1	TMUB2
MK10	TMUB2
CAMLG	TMUB2
HEMH	TMUB2
MTRR	TMUB2
NQO1	TMUB2
ACH10	TMUB2
FMO4	TMUB2
DRD5	TMUB2
TRY1	TMUB2
SCNAA	TMUB2
GBRG3	TMUB2
PDE8B	TMUB2
KCNA2	TMUB2
IFNA2	TMUB2
AA1R	TMUB2
MAPK2	TMUB2
PK3CD	TMUB2
HRH4	TMUB2
GBRB1	TMUB2
HCN2	TMUB2
RL26L	TMUB2
DMTA2	TMUB2
6PGD	TMUB2
GRP78	TMUB2
PSIP1	TMUB2
AT1A4	TMUB2
GLR	TMUB2
OPRK	TMUB2
ATPB	TMUB2
STMN4	TMUB2
CACB2	TMUB2
NMDZ1	TMUB2
SC6A3	TMUB2
ST2B1	TMUB2
TBG1	TMUB2
ESR1	TMUB2
CREB1	TMUB2
5HT1B	TMUB2
ERBB2	TMUB2
HDAC7	TMUB2
KCC1B	TMUB2
TBD	TMUB2
TOP2B	TMUB2
3BHS1	TMUB2
ATP4A	TMUB2
LOX5	TMUB2
UD3A1	TMUB2
BDNF	TMUB2
GBRA1	TMUB2
FOS	TMUB2
SHBG	TMUB2
ODP2	TMUB2
ABCA1	TMUB2
DYR	TMUB2
P85A	TMUB2
SIR1	TMUB2
MTHR	TMUB2
ADCL2	TMUB2
IBP3	TMUB2
DDR1	TMUB2
CP46A	TMUB2
SCN2A	TMUB2
IL4	TMUB2
NPS	TMUB2
NMDE1	TMUB2
AOFB	TMUB2
RL13A	TMUB2
S22A2	TMUB2
CALY	TMUB2
S12A5	TMUB2
PK3CA	TMUB2
PDE4D	TMUB2
KIF11	TMUB2
NR1I2	TMUB2
NISCH	TMUB2
NFKB2	TMUB2
ITK	TMUB2
PPIA	TMUB2
MMAA	TMUB2
PA24A	TMUB2
HYES	TMUB2
CP2C8	TMUB2
CAC1D	TMUB2
SCNNA	TMUB2
DRD3	TMUB2
IOD1	TMUB2
AAKB1	TMUB2
ARY2	TMUB2
DOPO	TMUB2
PDE3A	TMUB2
TR10B	TMUB2
ADA1B	TMUB2
C9JK77	TMUB2
MYLK3	TMUB2
PDE1B	TMUB2
