source	destinations_disconnected_to
ACE	KCTD2	HMHB1
KAPCA	KCTD2	HMHB1
NTKL	KCTD2	HMHB1
CALM	KCTD2	HMHB1
ACHA4	KCTD2	HMHB1
ANXA2	KCTD2	HMHB1
AURKB	KCTD2	HMHB1
GNAT3	KCTD2	HMHB1
CA2D1	KCTD2	HMHB1
CAH4	KCTD2	HMHB1
AK1C1	KCTD2	HMHB1
ROCK1	KCTD2	HMHB1
CHLE	KCTD2	HMHB1
J3QK85	KCTD2	HMHB1
ZAP70	KCTD2	HMHB1
UD14	KCTD2	HMHB1
S12A2	KCTD2	HMHB1
EST1A	KCTD2	HMHB1
VKOR1	KCTD2	HMHB1
XDH	KCTD2	HMHB1
ACHB4	KCTD2	HMHB1
RLP24	KCTD2	HMHB1
EDN1	KCTD2	HMHB1
GBRB3	KCTD2	HMHB1
TKT	KCTD2	HMHB1
NEU2	KCTD2	HMHB1
3HAO	KCTD2	HMHB1
RL10L	KCTD2	HMHB1
ADA1D	KCTD2	HMHB1
CANB2	KCTD2	HMHB1
KAP3	KCTD2	HMHB1
PANX1	KCTD2	HMHB1
ST2A1	KCTD2	HMHB1
UPP2	KCTD2	HMHB1
AK1D1	KCTD2	HMHB1
CAC1A	KCTD2	HMHB1
CUBN	KCTD2	HMHB1
THA	KCTD2	HMHB1
TBB5	KCTD2	HMHB1
CATA	KCTD2	HMHB1
RL3	KCTD2	HMHB1
PA2GE	KCTD2	HMHB1
HRH2	KCTD2	HMHB1
ATTY	KCTD2	HMHB1
S29A2	KCTD2	HMHB1
GBRT	KCTD2	HMHB1
ACHA3	KCTD2	HMHB1
CDK6	KCTD2	HMHB1
5HT7R	KCTD2	HMHB1
ADRB1	KCTD2	HMHB1
CP11A	KCTD2	HMHB1
CSK	KCTD2	HMHB1
5HT3A	KCTD2	HMHB1
AT12A	KCTD2	HMHB1
IOD3	KCTD2	HMHB1
PGFRA	KCTD2	HMHB1
A1AG1	KCTD2	HMHB1
TNFA	KCTD2	HMHB1
NFAC2	KCTD2	HMHB1
NOS2	KCTD2	HMHB1
5HT2B	KCTD2	HMHB1
HS90A	KCTD2	HMHB1
LCK	KCTD2	HMHB1
ADCYA	KCTD2	HMHB1
HS90B	KCTD2	HMHB1
ADA2A	KCTD2	HMHB1
CACP	KCTD2	HMHB1
RARA	KCTD2	HMHB1
PYC	KCTD2	HMHB1
CATL1	KCTD2	HMHB1
ACHA9	KCTD2	HMHB1
NH2L1	KCTD2	HMHB1
AAKB2	KCTD2	HMHB1
DCXR	KCTD2	HMHB1
CXCL7	KCTD2	HMHB1
KCNE1	KCTD2	HMHB1
B3GT4	KCTD2	HMHB1
ACES	KCTD2	HMHB1
SCNNG	KCTD2	HMHB1
HASP	KCTD2	HMHB1
MMP3	KCTD2	HMHB1
MET	KCTD2	HMHB1
AA2BR	KCTD2	HMHB1
PDE8A	KCTD2	HMHB1
5HT2C	KCTD2	HMHB1
AK1C3	KCTD2	HMHB1
OSTCN	KCTD2	HMHB1
NMD3B	KCTD2	HMHB1
CDK5	KCTD2	HMHB1
PPARA	KCTD2	HMHB1
DRD2	KCTD2	HMHB1
VGFR2	KCTD2	HMHB1
CP1A2	KCTD2	HMHB1
NGF	KCTD2	HMHB1
GBRA6	KCTD2	HMHB1
ACHA7	KCTD2	HMHB1
CP2C9	KCTD2	HMHB1
TBA1A	KCTD2	HMHB1
IL2RA	KCTD2	HMHB1
PPB1	KCTD2	HMHB1
PD2R	KCTD2	HMHB1
Q71TU5	KCTD2	HMHB1
DCE1	KCTD2	HMHB1
GBRG1	KCTD2	HMHB1
FGFR2	KCTD2	HMHB1
IMPA1	KCTD2	HMHB1
ACM2	KCTD2	HMHB1
IL8	KCTD2	HMHB1
5HT6R	KCTD2	HMHB1
KPCT	KCTD2	HMHB1
AOC1	KCTD2	HMHB1
PCNA	KCTD2	HMHB1
KSYK	KCTD2	HMHB1
CAH9	KCTD2	HMHB1
RL11	KCTD2	HMHB1
CACB3	KCTD2	HMHB1
HMDH	KCTD2	HMHB1
GBRA4	KCTD2	HMHB1
KIT	KCTD2	HMHB1
AOFA	KCTD2	HMHB1
NEP	KCTD2	HMHB1
GLYC	KCTD2	HMHB1
NCOA2	KCTD2	HMHB1
5HT1E	KCTD2	HMHB1
TBA4A	KCTD2	HMHB1
METH	KCTD2	HMHB1
LDHA	KCTD2	HMHB1
MK08	KCTD2	HMHB1
IGHG4	KCTD2	HMHB1
CP2CJ	KCTD2	HMHB1
RXRA	KCTD2	HMHB1
PA2GA	KCTD2	HMHB1
CP131	KCTD2	HMHB1
ACACB	KCTD2	HMHB1
PTHY	KCTD2	HMHB1
IL10	KCTD2	HMHB1
CAH2	KCTD2	HMHB1
OPRD	KCTD2	HMHB1
AAPK1	KCTD2	HMHB1
PDPK1	KCTD2	HMHB1
ADRB3	KCTD2	HMHB1
C11B1	KCTD2	HMHB1
GBRP	KCTD2	HMHB1
ROCK2	KCTD2	HMHB1
RL8	KCTD2	HMHB1
ADCY2	KCTD2	HMHB1
PHOP2	KCTD2	HMHB1
CAH12	KCTD2	HMHB1
S10A4	KCTD2	HMHB1
GRIK1	KCTD2	HMHB1
CBG	KCTD2	HMHB1
PRGR	KCTD2	HMHB1
HCAR2	KCTD2	HMHB1
DNMT1	KCTD2	HMHB1
PGH2	KCTD2	HMHB1
CAC1F	KCTD2	HMHB1
ADA2C	KCTD2	HMHB1
S15A1	KCTD2	HMHB1
ADA1A	KCTD2	HMHB1
A1AG2	KCTD2	HMHB1
OX1R	KCTD2	HMHB1
KCMA1	KCTD2	HMHB1
NMDE3	KCTD2	HMHB1
HIBCH	KCTD2	HMHB1
IPKA	KCTD2	HMHB1
S22AI	KCTD2	HMHB1
S29A1	KCTD2	HMHB1
HDAC1	KCTD2	HMHB1
PNPH	KCTD2	HMHB1
ADA2B	KCTD2	HMHB1
TRFL	KCTD2	HMHB1
ALBU	KCTD2	HMHB1
FMO3	KCTD2	HMHB1
PLK1	KCTD2	HMHB1
SGMR1	KCTD2	HMHB1
GUAA	KCTD2	HMHB1
QOR	KCTD2	HMHB1
GCR	KCTD2	HMHB1
CATD	KCTD2	HMHB1
MIF	KCTD2	HMHB1
HPGDS	KCTD2	HMHB1
MKNK1	KCTD2	HMHB1
P2RY2	KCTD2	HMHB1
S12A4	KCTD2	HMHB1
EGFR	KCTD2	HMHB1
NFKB1	KCTD2	HMHB1
PGFRB	KCTD2	HMHB1
ANT3	KCTD2	HMHB1
GTR1	KCTD2	HMHB1
MK10	KCTD2	HMHB1
CAMLG	KCTD2	HMHB1
HEMH	KCTD2	HMHB1
MTRR	KCTD2	HMHB1
NQO1	KCTD2	HMHB1
ACH10	KCTD2	HMHB1
FMO4	KCTD2	HMHB1
DRD5	KCTD2	HMHB1
TRY1	KCTD2	HMHB1
SCNAA	KCTD2	HMHB1
GBRG3	KCTD2	HMHB1
PDE8B	KCTD2	HMHB1
KCNA2	KCTD2	HMHB1
IFNA2	KCTD2	HMHB1
AA1R	KCTD2	HMHB1
MAPK2	KCTD2	HMHB1
PK3CD	KCTD2	HMHB1
HRH4	KCTD2	HMHB1
GBRB1	KCTD2	HMHB1
HCN2	KCTD2	HMHB1
RL26L	KCTD2	HMHB1
DMTA2	KCTD2	HMHB1
6PGD	KCTD2	HMHB1
GRP78	KCTD2	HMHB1
PSIP1	KCTD2	HMHB1
AT1A4	KCTD2	HMHB1
GLR	KCTD2	HMHB1
OPRK	KCTD2	HMHB1
ATPB	KCTD2	HMHB1
STMN4	KCTD2	HMHB1
CACB2	KCTD2	HMHB1
NMDZ1	KCTD2	HMHB1
SC6A3	KCTD2	HMHB1
ST2B1	KCTD2	HMHB1
TBG1	KCTD2	HMHB1
ESR1	KCTD2	HMHB1
CREB1	KCTD2	HMHB1
5HT1B	KCTD2	HMHB1
ERBB2	KCTD2	HMHB1
HDAC7	KCTD2	HMHB1
KCC1B	KCTD2	HMHB1
TBD	KCTD2	HMHB1
TOP2B	KCTD2	HMHB1
3BHS1	KCTD2	HMHB1
ATP4A	KCTD2	HMHB1
LOX5	KCTD2	HMHB1
UD3A1	KCTD2	HMHB1
BDNF	KCTD2	HMHB1
GBRA1	KCTD2	HMHB1
FOS	KCTD2	HMHB1
SHBG	KCTD2	HMHB1
ODP2	KCTD2	HMHB1
ABCA1	KCTD2	HMHB1
DYR	KCTD2	HMHB1
P85A	KCTD2	HMHB1
SIR1	KCTD2	HMHB1
MTHR	KCTD2	HMHB1
ADCL2	KCTD2	HMHB1
IBP3	KCTD2	HMHB1
DDR1	KCTD2	HMHB1
CP46A	KCTD2	HMHB1
SCN2A	KCTD2	HMHB1
IL4	KCTD2	HMHB1
NPS	KCTD2	HMHB1
NMDE1	KCTD2	HMHB1
AOFB	KCTD2	HMHB1
RL13A	KCTD2	HMHB1
S22A2	KCTD2	HMHB1
CALY	KCTD2	HMHB1
S12A5	KCTD2	HMHB1
PK3CA	KCTD2	HMHB1
PDE4D	KCTD2	HMHB1
KIF11	KCTD2	HMHB1
NR1I2	KCTD2	HMHB1
NISCH	KCTD2	HMHB1
NFKB2	KCTD2	HMHB1
ITK	KCTD2	HMHB1
PPIA	KCTD2	HMHB1
MMAA	KCTD2	HMHB1
PA24A	KCTD2	HMHB1
HYES	KCTD2	HMHB1
CP2C8	KCTD2	HMHB1
CAC1D	KCTD2	HMHB1
SCNNA	KCTD2	HMHB1
DRD3	KCTD2	HMHB1
IOD1	KCTD2	HMHB1
AAKB1	KCTD2	HMHB1
ARY2	KCTD2	HMHB1
DOPO	KCTD2	HMHB1
PDE3A	KCTD2	HMHB1
TR10B	KCTD2	HMHB1
ADA1B	KCTD2	HMHB1
C9JK77	KCTD2	HMHB1
MYLK3	KCTD2	HMHB1
PDE1B	KCTD2	HMHB1
MYH9	KCTD2	HMHB1
TRI15	KCTD2	HMHB1
HPRT	KCTD2	HMHB1
ADRB2	KCTD2	HMHB1
LIPL	KCTD2	HMHB1
MDR1	KCTD2	HMHB1
5HT1A	KCTD2	HMHB1
CP19A	KCTD2	HMHB1
ARY1	KCTD2	HMHB1
5HT2A	KCTD2	HMHB1
G6PD	KCTD2	HMHB1
PYRD	KCTD2	HMHB1
GBRB2	KCTD2	HMHB1
IKBA	KCTD2	HMHB1
THRB	KCTD2	HMHB1
GPX1	KCTD2	HMHB1
TNNC2	KCTD2	HMHB1
S22AB	KCTD2	HMHB1
PDE5A	KCTD2	HMHB1
TGFB1	KCTD2	HMHB1
TOP2A	KCTD2	HMHB1
RL23	KCTD2	HMHB1
PDK3	KCTD2	HMHB1
EDNRA	KCTD2	HMHB1
TF65	KCTD2	HMHB1
KAP0	KCTD2	HMHB1
PPIF	KCTD2	HMHB1
RL15	KCTD2	HMHB1
KCNH2	KCTD2	HMHB1
PDE4C	KCTD2	HMHB1
ABCC8	KCTD2	HMHB1
J3KPA4	KCTD2	HMHB1
HDAC8	KCTD2	HMHB1
GBRD	KCTD2	HMHB1
CCKN	KCTD2	HMHB1
ADCY5	KCTD2	HMHB1
ATPA	KCTD2	HMHB1
