source	destinations_disconnected_to
ACE	CYLC1
KAPCA	CYLC1
NTKL	CYLC1
CALM	CYLC1
ACHA4	CYLC1
ANXA2	CYLC1
AURKB	CYLC1
GNAT3	CYLC1
CA2D1	CYLC1
CAH4	CYLC1
AK1C1	CYLC1
ROCK1	CYLC1
CHLE	CYLC1
J3QK85	CYLC1
ZAP70	CYLC1
UD14	CYLC1
S12A2	CYLC1
EST1A	CYLC1
VKOR1	CYLC1
XDH	CYLC1
ACHB4	CYLC1
RLP24	CYLC1
EDN1	CYLC1
GBRB3	CYLC1
TKT	CYLC1
NEU2	CYLC1
3HAO	CYLC1
RL10L	CYLC1
ADA1D	CYLC1
CANB2	CYLC1
KAP3	CYLC1
PANX1	CYLC1
ST2A1	CYLC1
UPP2	CYLC1
AK1D1	CYLC1
CAC1A	CYLC1
CUBN	CYLC1
THA	CYLC1
TBB5	CYLC1
CATA	CYLC1
RL3	CYLC1
PA2GE	CYLC1
HRH2	CYLC1
ATTY	CYLC1
S29A2	CYLC1
GBRT	CYLC1
ACHA3	CYLC1
CDK6	CYLC1
5HT7R	CYLC1
ADRB1	CYLC1
CP11A	CYLC1
CSK	CYLC1
5HT3A	CYLC1
AT12A	CYLC1
IOD3	CYLC1
PGFRA	CYLC1
A1AG1	CYLC1
TNFA	CYLC1
NFAC2	CYLC1
NOS2	CYLC1
5HT2B	CYLC1
HS90A	CYLC1
LCK	CYLC1
ADCYA	CYLC1
HS90B	CYLC1
ADA2A	CYLC1
CACP	CYLC1
RARA	CYLC1
PYC	CYLC1
CATL1	CYLC1
ACHA9	CYLC1
NH2L1	CYLC1
AAKB2	CYLC1
DCXR	CYLC1
CXCL7	CYLC1
KCNE1	CYLC1
B3GT4	CYLC1
ACES	CYLC1
SCNNG	CYLC1
HASP	CYLC1
MMP3	CYLC1
MET	CYLC1
AA2BR	CYLC1
PDE8A	CYLC1
5HT2C	CYLC1
AK1C3	CYLC1
OSTCN	CYLC1
NMD3B	CYLC1
CDK5	CYLC1
PPARA	CYLC1
DRD2	CYLC1
VGFR2	CYLC1
CP1A2	CYLC1
NGF	CYLC1
GBRA6	CYLC1
ACHA7	CYLC1
CP2C9	CYLC1
TBA1A	CYLC1
IL2RA	CYLC1
PPB1	CYLC1
PD2R	CYLC1
Q71TU5	CYLC1
DCE1	CYLC1
GBRG1	CYLC1
FGFR2	CYLC1
IMPA1	CYLC1
ACM2	CYLC1
IL8	CYLC1
5HT6R	CYLC1
KPCT	CYLC1
AOC1	CYLC1
PCNA	CYLC1
KSYK	CYLC1
CAH9	CYLC1
RL11	CYLC1
CACB3	CYLC1
HMDH	CYLC1
GBRA4	CYLC1
KIT	CYLC1
AOFA	CYLC1
NEP	CYLC1
GLYC	CYLC1
NCOA2	CYLC1
5HT1E	CYLC1
TBA4A	CYLC1
METH	CYLC1
LDHA	CYLC1
MK08	CYLC1
IGHG4	CYLC1
CP2CJ	CYLC1
RXRA	CYLC1
PA2GA	CYLC1
CP131	CYLC1
ACACB	CYLC1
PTHY	CYLC1
IL10	CYLC1
CAH2	CYLC1
OPRD	CYLC1
AAPK1	CYLC1
PDPK1	CYLC1
ADRB3	CYLC1
C11B1	CYLC1
GBRP	CYLC1
ROCK2	CYLC1
RL8	CYLC1
ADCY2	CYLC1
PHOP2	CYLC1
CAH12	CYLC1
S10A4	CYLC1
GRIK1	CYLC1
CBG	CYLC1
PRGR	CYLC1
HCAR2	CYLC1
DNMT1	CYLC1
PGH2	CYLC1
CAC1F	CYLC1
ADA2C	CYLC1
S15A1	CYLC1
ADA1A	CYLC1
A1AG2	CYLC1
OX1R	CYLC1
KCMA1	CYLC1
NMDE3	CYLC1
HIBCH	CYLC1
IPKA	CYLC1
S22AI	CYLC1
S29A1	CYLC1
HDAC1	CYLC1
PNPH	CYLC1
ADA2B	CYLC1
TRFL	CYLC1
ALBU	CYLC1
FMO3	CYLC1
PLK1	CYLC1
SGMR1	CYLC1
GUAA	CYLC1
QOR	CYLC1
GCR	CYLC1
CATD	CYLC1
MIF	CYLC1
HPGDS	CYLC1
MKNK1	CYLC1
P2RY2	CYLC1
S12A4	CYLC1
EGFR	CYLC1
NFKB1	CYLC1
PGFRB	CYLC1
ANT3	CYLC1
GTR1	CYLC1
MK10	CYLC1
CAMLG	CYLC1
HEMH	CYLC1
MTRR	CYLC1
NQO1	CYLC1
ACH10	CYLC1
FMO4	CYLC1
DRD5	CYLC1
TRY1	CYLC1
SCNAA	CYLC1
GBRG3	CYLC1
PDE8B	CYLC1
KCNA2	CYLC1
IFNA2	CYLC1
AA1R	CYLC1
MAPK2	CYLC1
PK3CD	CYLC1
HRH4	CYLC1
GBRB1	CYLC1
HCN2	CYLC1
RL26L	CYLC1
DMTA2	CYLC1
6PGD	CYLC1
GRP78	CYLC1
PSIP1	CYLC1
AT1A4	CYLC1
GLR	CYLC1
OPRK	CYLC1
ATPB	CYLC1
STMN4	CYLC1
CACB2	CYLC1
NMDZ1	CYLC1
SC6A3	CYLC1
ST2B1	CYLC1
TBG1	CYLC1
ESR1	CYLC1
CREB1	CYLC1
5HT1B	CYLC1
ERBB2	CYLC1
HDAC7	CYLC1
KCC1B	CYLC1
TBD	CYLC1
TOP2B	CYLC1
3BHS1	CYLC1
ATP4A	CYLC1
LOX5	CYLC1
UD3A1	CYLC1
BDNF	CYLC1
GBRA1	CYLC1
FOS	CYLC1
SHBG	CYLC1
ODP2	CYLC1
ABCA1	CYLC1
DYR	CYLC1
