source	destinations_disconnected_to
ACE	HMHB1
KAPCA	HMHB1
NTKL	HMHB1
CALM	HMHB1
ACHA4	HMHB1
ANXA2	HMHB1
AURKB	HMHB1
GNAT3	HMHB1
CA2D1	HMHB1
CAH4	HMHB1
AK1C1	HMHB1
ROCK1	HMHB1
CHLE	HMHB1
J3QK85	HMHB1
ZAP70	HMHB1
UD14	HMHB1
S12A2	HMHB1
EST1A	HMHB1
VKOR1	HMHB1
XDH	HMHB1
ACHB4	HMHB1
RLP24	HMHB1
EDN1	HMHB1
GBRB3	HMHB1
TKT	HMHB1
NEU2	HMHB1
3HAO	HMHB1
RL10L	HMHB1
ADA1D	HMHB1
CANB2	HMHB1
KAP3	HMHB1
PANX1	HMHB1
ST2A1	HMHB1
UPP2	HMHB1
AK1D1	HMHB1
CAC1A	HMHB1
CUBN	HMHB1
THA	HMHB1
TBB5	HMHB1
CATA	HMHB1
RL3	HMHB1
PA2GE	HMHB1
HRH2	HMHB1
ATTY	HMHB1
S29A2	HMHB1
GBRT	HMHB1
ACHA3	HMHB1
CDK6	HMHB1
5HT7R	HMHB1
ADRB1	HMHB1
CP11A	HMHB1
CSK	HMHB1
5HT3A	HMHB1
AT12A	HMHB1
IOD3	HMHB1
PGFRA	HMHB1
A1AG1	HMHB1
TNFA	HMHB1
NFAC2	HMHB1
NOS2	HMHB1
5HT2B	HMHB1
HS90A	HMHB1
LCK	HMHB1
ADCYA	HMHB1
HS90B	HMHB1
ADA2A	HMHB1
CACP	HMHB1
RARA	HMHB1
PYC	HMHB1
CATL1	HMHB1
ACHA9	HMHB1
NH2L1	HMHB1
AAKB2	HMHB1
DCXR	HMHB1
CXCL7	HMHB1
KCNE1	HMHB1
B3GT4	HMHB1
ACES	HMHB1
SCNNG	HMHB1
HASP	HMHB1
MMP3	HMHB1
MET	HMHB1
AA2BR	HMHB1
PDE8A	HMHB1
5HT2C	HMHB1
AK1C3	HMHB1
OSTCN	HMHB1
NMD3B	HMHB1
CDK5	HMHB1
PPARA	HMHB1
DRD2	HMHB1
VGFR2	HMHB1
CP1A2	HMHB1
NGF	HMHB1
GBRA6	HMHB1
ACHA7	HMHB1
CP2C9	HMHB1
TBA1A	HMHB1
IL2RA	HMHB1
PPB1	HMHB1
PD2R	HMHB1
Q71TU5	HMHB1
DCE1	HMHB1
GBRG1	HMHB1
FGFR2	HMHB1
IMPA1	HMHB1
ACM2	HMHB1
IL8	HMHB1
5HT6R	HMHB1
KPCT	HMHB1
AOC1	HMHB1
PCNA	HMHB1
KSYK	HMHB1
CAH9	HMHB1
RL11	HMHB1
CACB3	HMHB1
HMDH	HMHB1
GBRA4	HMHB1
KIT	HMHB1
AOFA	HMHB1
NEP	HMHB1
GLYC	HMHB1
NCOA2	HMHB1
5HT1E	HMHB1
TBA4A	HMHB1
METH	HMHB1
LDHA	HMHB1
MK08	HMHB1
IGHG4	HMHB1
CP2CJ	HMHB1
RXRA	HMHB1
PA2GA	HMHB1
CP131	HMHB1
ACACB	HMHB1
PTHY	HMHB1
IL10	HMHB1
CAH2	HMHB1
OPRD	HMHB1
AAPK1	HMHB1
PDPK1	HMHB1
ADRB3	HMHB1
C11B1	HMHB1
GBRP	HMHB1
ROCK2	HMHB1
RL8	HMHB1
ADCY2	HMHB1
PHOP2	HMHB1
CAH12	HMHB1
S10A4	HMHB1
GRIK1	HMHB1
CBG	HMHB1
PRGR	HMHB1
HCAR2	HMHB1
DNMT1	HMHB1
PGH2	HMHB1
CAC1F	HMHB1
ADA2C	HMHB1
S15A1	HMHB1
ADA1A	HMHB1
A1AG2	HMHB1
OX1R	HMHB1
KCMA1	HMHB1
NMDE3	HMHB1
HIBCH	HMHB1
IPKA	HMHB1
S22AI	HMHB1
S29A1	HMHB1
HDAC1	HMHB1
PNPH	HMHB1
ADA2B	HMHB1
TRFL	HMHB1
ALBU	HMHB1
FMO3	HMHB1
PLK1	HMHB1
SGMR1	HMHB1
GUAA	HMHB1
QOR	HMHB1
GCR	HMHB1
CATD	HMHB1
MIF	HMHB1
