source	destinations_disconnected_to
ACE	SOBP
KAPCA	SOBP
NTKL	SOBP
CALM	SOBP
ACHA4	SOBP
ANXA2	SOBP
AURKB	SOBP
GNAT3	SOBP
CA2D1	SOBP
CAH4	SOBP
AK1C1	SOBP
ROCK1	SOBP
CHLE	SOBP
J3QK85	SOBP
ZAP70	SOBP
UD14	SOBP
S12A2	SOBP
EST1A	SOBP
VKOR1	SOBP
XDH	SOBP
ACHB4	SOBP
RLP24	SOBP
EDN1	SOBP
GBRB3	SOBP
TKT	SOBP
NEU2	SOBP
3HAO	SOBP
RL10L	SOBP
ADA1D	SOBP
CANB2	SOBP
KAP3	SOBP
PANX1	SOBP
ST2A1	SOBP
UPP2	SOBP
AK1D1	SOBP
CAC1A	SOBP
CUBN	SOBP
THA	SOBP
TBB5	SOBP
CATA	SOBP
RL3	SOBP
PA2GE	SOBP
HRH2	SOBP
ATTY	SOBP
S29A2	SOBP
GBRT	SOBP
ACHA3	SOBP
CDK6	SOBP
5HT7R	SOBP
ADRB1	SOBP
CP11A	SOBP
CSK	SOBP
5HT3A	SOBP
AT12A	SOBP
IOD3	SOBP
PGFRA	SOBP
A1AG1	SOBP
TNFA	SOBP
NFAC2	SOBP
NOS2	SOBP
5HT2B	SOBP
HS90A	SOBP
LCK	SOBP
ADCYA	SOBP
HS90B	SOBP
ADA2A	SOBP
CACP	SOBP
RARA	SOBP
PYC	SOBP
CATL1	SOBP
ACHA9	SOBP
NH2L1	SOBP
AAKB2	SOBP
DCXR	SOBP
CXCL7	SOBP
KCNE1	SOBP
B3GT4	SOBP
ACES	SOBP
SCNNG	SOBP
HASP	SOBP
MMP3	SOBP
MET	SOBP
AA2BR	SOBP
PDE8A	SOBP
5HT2C	SOBP
AK1C3	SOBP
OSTCN	SOBP
NMD3B	SOBP
CDK5	SOBP
PPARA	SOBP
DRD2	SOBP
VGFR2	SOBP
CP1A2	SOBP
NGF	SOBP
GBRA6	SOBP
ACHA7	SOBP
