source	destinations_disconnected_to
ACE	AAGAB
KAPCA	AAGAB
NTKL	AAGAB
CALM	AAGAB
ACHA4	AAGAB
ANXA2	AAGAB
AURKB	AAGAB
GNAT3	AAGAB
CA2D1	AAGAB
CAH4	AAGAB
AK1C1	AAGAB
ROCK1	AAGAB
CHLE	AAGAB
J3QK85	AAGAB
ZAP70	AAGAB
UD14	AAGAB
S12A2	AAGAB
EST1A	AAGAB
VKOR1	AAGAB
XDH	AAGAB
ACHB4	AAGAB
RLP24	AAGAB
EDN1	AAGAB
GBRB3	AAGAB
TKT	AAGAB
NEU2	AAGAB
3HAO	AAGAB
RL10L	AAGAB
ADA1D	AAGAB
CANB2	AAGAB
KAP3	AAGAB
PANX1	AAGAB
ST2A1	AAGAB
UPP2	AAGAB
AK1D1	AAGAB
CAC1A	AAGAB
CUBN	AAGAB
THA	AAGAB
TBB5	AAGAB
CATA	AAGAB
RL3	AAGAB
PA2GE	AAGAB
HRH2	AAGAB
ATTY	AAGAB
S29A2	AAGAB
GBRT	AAGAB
ACHA3	AAGAB
CDK6	AAGAB
5HT7R	AAGAB
ADRB1	AAGAB
CP11A	AAGAB
CSK	AAGAB
5HT3A	AAGAB
AT12A	AAGAB
IOD3	AAGAB
PGFRA	AAGAB
A1AG1	AAGAB
TNFA	AAGAB
NFAC2	AAGAB
NOS2	AAGAB
5HT2B	AAGAB
HS90A	AAGAB
LCK	AAGAB
ADCYA	AAGAB
HS90B	AAGAB
ADA2A	AAGAB
CACP	AAGAB
RARA	AAGAB
PYC	AAGAB
CATL1	AAGAB
ACHA9	AAGAB
NH2L1	AAGAB
AAKB2	AAGAB
DCXR	AAGAB
CXCL7	AAGAB
KCNE1	AAGAB
B3GT4	AAGAB
ACES	AAGAB
SCNNG	AAGAB
HASP	AAGAB
MMP3	AAGAB
MET	AAGAB
AA2BR	AAGAB
PDE8A	AAGAB
5HT2C	AAGAB
AK1C3	AAGAB
OSTCN	AAGAB
NMD3B	AAGAB
CDK5	AAGAB
PPARA	AAGAB
DRD2	AAGAB
VGFR2	AAGAB
CP1A2	AAGAB
NGF	AAGAB
GBRA6	AAGAB
ACHA7	AAGAB
CP2C9	AAGAB
TBA1A	AAGAB
IL2RA	AAGAB
PPB1	AAGAB
PD2R	AAGAB
Q71TU5	AAGAB
DCE1	AAGAB
GBRG1	AAGAB
FGFR2	AAGAB
IMPA1	AAGAB
ACM2	AAGAB
IL8	AAGAB
5HT6R	AAGAB
KPCT	AAGAB
AOC1	AAGAB
PCNA	AAGAB
KSYK	AAGAB
CAH9	AAGAB
RL11	AAGAB
CACB3	AAGAB
HMDH	AAGAB
GBRA4	AAGAB
KIT	AAGAB
AOFA	AAGAB
NEP	AAGAB
GLYC	AAGAB
NCOA2	AAGAB
5HT1E	AAGAB
TBA4A	AAGAB
METH	AAGAB
LDHA	AAGAB
MK08	AAGAB
IGHG4	AAGAB
CP2CJ	AAGAB
RXRA	AAGAB
PA2GA	AAGAB
CP131	AAGAB
ACACB	AAGAB
PTHY	AAGAB
IL10	AAGAB
CAH2	AAGAB
OPRD	AAGAB
AAPK1	AAGAB
PDPK1	AAGAB
ADRB3	AAGAB
C11B1	AAGAB
GBRP	AAGAB
ROCK2	AAGAB
RL8	AAGAB
ADCY2	AAGAB
PHOP2	AAGAB
CAH12	AAGAB
S10A4	AAGAB
GRIK1	AAGAB
CBG	AAGAB
PRGR	AAGAB
HCAR2	AAGAB
DNMT1	AAGAB
PGH2	AAGAB
CAC1F	AAGAB
ADA2C	AAGAB
S15A1	AAGAB
ADA1A	AAGAB
A1AG2	AAGAB
OX1R	AAGAB
KCMA1	AAGAB
NMDE3	AAGAB
HIBCH	AAGAB
IPKA	AAGAB
S22AI	AAGAB
S29A1	AAGAB
HDAC1	AAGAB
PNPH	AAGAB
ADA2B	AAGAB
TRFL	AAGAB
ALBU	AAGAB
FMO3	AAGAB
PLK1	AAGAB
SGMR1	AAGAB
GUAA	AAGAB
QOR	AAGAB
GCR	AAGAB
CATD	AAGAB
MIF	AAGAB
HPGDS	AAGAB
MKNK1	AAGAB
P2RY2	AAGAB
S12A4	AAGAB
EGFR	AAGAB
NFKB1	AAGAB
PGFRB	AAGAB
ANT3	AAGAB
GTR1	AAGAB
MK10	AAGAB
CAMLG	AAGAB
HEMH	AAGAB
MTRR	AAGAB
NQO1	AAGAB
ACH10	AAGAB
FMO4	AAGAB
DRD5	AAGAB
TRY1	AAGAB
SCNAA	AAGAB
GBRG3	AAGAB
PDE8B	AAGAB
KCNA2	AAGAB
IFNA2	AAGAB
AA1R	AAGAB
MAPK2	AAGAB
PK3CD	AAGAB
HRH4	AAGAB
GBRB1	AAGAB
HCN2	AAGAB
RL26L	AAGAB
DMTA2	AAGAB
6PGD	AAGAB
GRP78	AAGAB
PSIP1	AAGAB
AT1A4	AAGAB
GLR	AAGAB
OPRK	AAGAB
ATPB	AAGAB
STMN4	AAGAB
CACB2	AAGAB
NMDZ1	AAGAB
SC6A3	AAGAB
ST2B1	AAGAB
TBG1	AAGAB
ESR1	AAGAB
CREB1	AAGAB
5HT1B	AAGAB
ERBB2	AAGAB
HDAC7	AAGAB
KCC1B	AAGAB
TBD	AAGAB
TOP2B	AAGAB
3BHS1	AAGAB
ATP4A	AAGAB
LOX5	AAGAB
UD3A1	AAGAB
BDNF	AAGAB
GBRA1	AAGAB
FOS	AAGAB
SHBG	AAGAB
ODP2	AAGAB
ABCA1	AAGAB
DYR	AAGAB
P85A	AAGAB
SIR1	AAGAB
MTHR	AAGAB
ADCL2	AAGAB
IBP3	AAGAB
DDR1	AAGAB
CP46A	AAGAB
SCN2A	AAGAB
IL4	AAGAB
NPS	AAGAB
NMDE1	AAGAB
AOFB	AAGAB
RL13A	AAGAB
S22A2	AAGAB
CALY	AAGAB
S12A5	AAGAB
PK3CA	AAGAB
PDE4D	AAGAB
KIF11	AAGAB
NR1I2	AAGAB
NISCH	AAGAB
NFKB2	AAGAB
ITK	AAGAB
PPIA	AAGAB
MMAA	AAGAB
PA24A	AAGAB
HYES	AAGAB
CP2C8	AAGAB
CAC1D	AAGAB
SCNNA	AAGAB
DRD3	AAGAB
IOD1	AAGAB
AAKB1	AAGAB
ARY2	AAGAB
DOPO	AAGAB
PDE3A	AAGAB
TR10B	AAGAB
ADA1B	AAGAB
C9JK77	AAGAB
MYLK3	AAGAB
PDE1B	AAGAB
MYH9	AAGAB
TRI15	AAGAB
HPRT	AAGAB
ADRB2	AAGAB
LIPL	AAGAB
MDR1	AAGAB
5HT1A	AAGAB
CP19A	AAGAB
ARY1	AAGAB
5HT2A	AAGAB
G6PD	AAGAB
PYRD	AAGAB
GBRB2	AAGAB
IKBA	AAGAB
THRB	AAGAB
GPX1	AAGAB
TNNC2	AAGAB
S22AB	AAGAB
PDE5A	AAGAB
TGFB1	AAGAB
TOP2A	AAGAB
RL23	AAGAB
PDK3	AAGAB
EDNRA	AAGAB
TF65	AAGAB
KAP0	AAGAB
PPIF	AAGAB
RL15	AAGAB
KCNH2	AAGAB
PDE4C	AAGAB
ABCC8	AAGAB
J3KPA4	AAGAB
HDAC8	AAGAB
GBRD	AAGAB
CCKN	AAGAB
ADCY5	AAGAB
ATPA	AAGAB
ATPG	AAGAB
CAC1G	AAGAB
LDHB	AAGAB
JUN	AAGAB
CSF1R	AAGAB
UD19	AAGAB
ATF6A	AAGAB
RL19	AAGAB
ST17B	AAGAB
ABL1	AAGAB
PHOP1	AAGAB
SC6A4	AAGAB
S22A6	AAGAB
GRIK2	AAGAB
ACM3	AAGAB
RYR1	AAGAB
S23IP	AAGAB
CRBN	AAGAB
MUTA	AAGAB
ARGI1	AAGAB
AA3R	AAGAB
GBRA5	AAGAB
CAH6	AAGAB
FAK1	AAGAB
SCNND	AAGAB
CASP8	AAGAB
SYRC	AAGAB
CP3A4	AAGAB
A4	AAGAB
MRP1	AAGAB
KCNN4	AAGAB
PDE7A	AAGAB
SCN4A	AAGAB
CACB1	AAGAB
DHI1	AAGAB
PDIA1	AAGAB
LRP2	AAGAB
ESR2	AAGAB
SCNNB	AAGAB
NMDE4	AAGAB
TY3H	AAGAB
SOAT1	AAGAB
NMD3A	AAGAB
ASM	AAGAB
S12A1	AAGAB
CP1A1	AAGAB
INSR2	AAGAB
NCOA1	AAGAB
TBE	AAGAB
ITAL	AAGAB
PPARG	AAGAB
GSK3B	AAGAB
CAC1I	AAGAB
THB	AAGAB
KLK3	AAGAB
GBRA2	AAGAB
TBB4B	AAGAB
DRD4	AAGAB
CLIC1	AAGAB
GBRE	AAGAB
RHOA	AAGAB
TERT	AAGAB
RL23A	AAGAB
KITH	AAGAB
HIF1A	AAGAB
TEBP	AAGAB
PERM	AAGAB
TYSY	AAGAB
PAR10	AAGAB
NNMT	AAGAB
RARB	AAGAB
PK3CG	AAGAB
CAC1C	AAGAB
PLPL9	AAGAB
OPRM	AAGAB
PLMN	AAGAB
ADA	AAGAB
TNNC1	AAGAB
J3KN87	AAGAB
GBRG2	AAGAB
FAD1	AAGAB
PDE1A	AAGAB
GLUC	AAGAB
EST1	AAGAB
P2RX2	AAGAB
NOS3	AAGAB
GSTP1	AAGAB
CAH7	AAGAB
IL6	AAGAB
UD13	AAGAB
PDE4A	AAGAB
CBPB2	AAGAB
KCJ11	AAGAB
SCN5A	AAGAB
CP21A	AAGAB
CFTR	AAGAB
ACM1	AAGAB
GRIA2	AAGAB
CPT2	AAGAB
COMT	AAGAB
P53	AAGAB
CNGA1	AAGAB
HDAC9	AAGAB
KCNQ1	AAGAB
PGH1	AAGAB
CP2R1	AAGAB
CAC1H	AAGAB
CAB45	AAGAB
CDK2	AAGAB
SC6A2	AAGAB
AK1C2	AAGAB
CA2D2	AAGAB
S22A8	AAGAB
EBP	AAGAB
NADC	AAGAB
5HT5A	AAGAB
AHR	AAGAB
HDAC6	AAGAB
MRP2	AAGAB
PDE4B	AAGAB
AA2AR	AAGAB
PDE7B	AAGAB
FAK2	AAGAB
CASP3	AAGAB
CATB	AAGAB
CAC1S	AAGAB
TA2R	AAGAB
TPMT	AAGAB
5HT1D	AAGAB
PIM1	AAGAB
