source	destinations_disconnected_to
ACE	SSX3
KAPCA	SSX3
NTKL	SSX3
CALM	SSX3
ACHA4	SSX3
ANXA2	SSX3
AURKB	SSX3
GNAT3	SSX3
CA2D1	SSX3
CAH4	SSX3
AK1C1	SSX3
ROCK1	SSX3
CHLE	SSX3
J3QK85	SSX3
ZAP70	SSX3
UD14	SSX3
S12A2	SSX3
EST1A	SSX3
VKOR1	SSX3
XDH	SSX3
ACHB4	SSX3
RLP24	SSX3
EDN1	SSX3
GBRB3	SSX3
TKT	SSX3
NEU2	SSX3
3HAO	SSX3
RL10L	SSX3
ADA1D	SSX3
CANB2	SSX3
KAP3	SSX3
PANX1	SSX3
ST2A1	SSX3
UPP2	SSX3
AK1D1	SSX3
CAC1A	SSX3
CUBN	SSX3
THA	SSX3
TBB5	SSX3
CATA	SSX3
RL3	SSX3
PA2GE	SSX3
HRH2	SSX3
ATTY	SSX3
S29A2	SSX3
GBRT	SSX3
ACHA3	SSX3
CDK6	SSX3
5HT7R	SSX3
ADRB1	SSX3
CP11A	SSX3
CSK	SSX3
5HT3A	SSX3
AT12A	SSX3
IOD3	SSX3
PGFRA	SSX3
A1AG1	SSX3
TNFA	SSX3
NFAC2	SSX3
NOS2	SSX3
5HT2B	SSX3
HS90A	SSX3
LCK	SSX3
ADCYA	SSX3
HS90B	SSX3
ADA2A	SSX3
CACP	SSX3
RARA	SSX3
PYC	SSX3
CATL1	SSX3
ACHA9	SSX3
NH2L1	SSX3
AAKB2	SSX3
DCXR	SSX3
CXCL7	SSX3
KCNE1	SSX3
B3GT4	SSX3
ACES	SSX3
SCNNG	SSX3
HASP	SSX3
MMP3	SSX3
MET	SSX3
AA2BR	SSX3
PDE8A	SSX3
5HT2C	SSX3
AK1C3	SSX3
OSTCN	SSX3
NMD3B	SSX3
CDK5	SSX3
PPARA	SSX3
DRD2	SSX3
VGFR2	SSX3
CP1A2	SSX3
NGF	SSX3
GBRA6	SSX3
ACHA7	SSX3
CP2C9	SSX3
TBA1A	SSX3
IL2RA	SSX3
PPB1	SSX3
PD2R	SSX3
Q71TU5	SSX3
DCE1	SSX3
GBRG1	SSX3
FGFR2	SSX3
IMPA1	SSX3
ACM2	SSX3
IL8	SSX3
5HT6R	SSX3
KPCT	SSX3
AOC1	SSX3
PCNA	SSX3
KSYK	SSX3
CAH9	SSX3
RL11	SSX3
CACB3	SSX3
HMDH	SSX3
GBRA4	SSX3
KIT	SSX3
AOFA	SSX3
NEP	SSX3
GLYC	SSX3
NCOA2	SSX3
5HT1E	SSX3
TBA4A	SSX3
METH	SSX3
LDHA	SSX3
MK08	SSX3
IGHG4	SSX3
CP2CJ	SSX3
RXRA	SSX3
PA2GA	SSX3
CP131	SSX3
ACACB	SSX3
PTHY	SSX3
IL10	SSX3
CAH2	SSX3
OPRD	SSX3
AAPK1	SSX3
PDPK1	SSX3
ADRB3	SSX3
C11B1	SSX3
GBRP	SSX3
ROCK2	SSX3
RL8	SSX3
ADCY2	SSX3
PHOP2	SSX3
CAH12	SSX3
S10A4	SSX3
GRIK1	SSX3
CBG	SSX3
PRGR	SSX3
HCAR2	SSX3
DNMT1	SSX3
PGH2	SSX3
CAC1F	SSX3
ADA2C	SSX3
S15A1	SSX3
ADA1A	SSX3
A1AG2	SSX3
OX1R	SSX3
KCMA1	SSX3
NMDE3	SSX3
HIBCH	SSX3
IPKA	SSX3
S22AI	SSX3
S29A1	SSX3
HDAC1	SSX3
PNPH	SSX3
ADA2B	SSX3
TRFL	SSX3
ALBU	SSX3
FMO3	SSX3
PLK1	SSX3
SGMR1	SSX3
GUAA	SSX3
QOR	SSX3
GCR	SSX3
CATD	SSX3
MIF	SSX3
HPGDS	SSX3
MKNK1	SSX3
P2RY2	SSX3
S12A4	SSX3
EGFR	SSX3
NFKB1	SSX3
PGFRB	SSX3
ANT3	SSX3
GTR1	SSX3
MK10	SSX3
CAMLG	SSX3
HEMH	SSX3
MTRR	SSX3
NQO1	SSX3
ACH10	SSX3
FMO4	SSX3
DRD5	SSX3
TRY1	SSX3
SCNAA	SSX3
GBRG3	SSX3
PDE8B	SSX3
KCNA2	SSX3
IFNA2	SSX3
AA1R	SSX3
MAPK2	SSX3
PK3CD	SSX3
HRH4	SSX3
GBRB1	SSX3
HCN2	SSX3
RL26L	SSX3
DMTA2	SSX3
6PGD	SSX3
GRP78	SSX3
PSIP1	SSX3
AT1A4	SSX3
GLR	SSX3
OPRK	SSX3
ATPB	SSX3
STMN4	SSX3
CACB2	SSX3
NMDZ1	SSX3
SC6A3	SSX3
ST2B1	SSX3
TBG1	SSX3
ESR1	SSX3
CREB1	SSX3
5HT1B	SSX3
ERBB2	SSX3
HDAC7	SSX3
KCC1B	SSX3
TBD	SSX3
TOP2B	SSX3
3BHS1	SSX3
ATP4A	SSX3
LOX5	SSX3
UD3A1	SSX3
BDNF	SSX3
GBRA1	SSX3
FOS	SSX3
SHBG	SSX3
ODP2	SSX3
ABCA1	SSX3
DYR	SSX3
P85A	SSX3
SIR1	SSX3
MTHR	SSX3
ADCL2	SSX3
IBP3	SSX3
DDR1	SSX3
CP46A	SSX3
SCN2A	SSX3
IL4	SSX3
NPS	SSX3
NMDE1	SSX3
AOFB	SSX3
RL13A	SSX3
S22A2	SSX3
CALY	SSX3
S12A5	SSX3
PK3CA	SSX3
PDE4D	SSX3
KIF11	SSX3
NR1I2	SSX3
NISCH	SSX3
NFKB2	SSX3
ITK	SSX3
PPIA	SSX3
MMAA	SSX3
PA24A	SSX3
HYES	SSX3
CP2C8	SSX3
CAC1D	SSX3
SCNNA	SSX3
DRD3	SSX3
IOD1	SSX3
AAKB1	SSX3
ARY2	SSX3
DOPO	SSX3
PDE3A	SSX3
TR10B	SSX3
ADA1B	SSX3
C9JK77	SSX3
MYLK3	SSX3
PDE1B	SSX3
MYH9	SSX3
TRI15	SSX3
HPRT	SSX3
ADRB2	SSX3
LIPL	SSX3
MDR1	SSX3
5HT1A	SSX3
CP19A	SSX3
ARY1	SSX3
5HT2A	SSX3
G6PD	SSX3
PYRD	SSX3
