source	destinations_disconnected_to
ACE	DTWD1
KAPCA	DTWD1
NTKL	DTWD1
CALM	DTWD1
ACHA4	DTWD1
ANXA2	DTWD1
AURKB	DTWD1
GNAT3	DTWD1
CA2D1	DTWD1
CAH4	DTWD1
AK1C1	DTWD1
ROCK1	DTWD1
CHLE	DTWD1
J3QK85	DTWD1
ZAP70	DTWD1
UD14	DTWD1
S12A2	DTWD1
EST1A	DTWD1
VKOR1	DTWD1
XDH	DTWD1
ACHB4	DTWD1
RLP24	DTWD1
EDN1	DTWD1
GBRB3	DTWD1
TKT	DTWD1
NEU2	DTWD1
3HAO	DTWD1
RL10L	DTWD1
ADA1D	DTWD1
CANB2	DTWD1
KAP3	DTWD1
PANX1	DTWD1
ST2A1	DTWD1
UPP2	DTWD1
AK1D1	DTWD1
CAC1A	DTWD1
CUBN	DTWD1
THA	DTWD1
TBB5	DTWD1
CATA	DTWD1
RL3	DTWD1
PA2GE	DTWD1
HRH2	DTWD1
ATTY	DTWD1
S29A2	DTWD1
GBRT	DTWD1
ACHA3	DTWD1
CDK6	DTWD1
5HT7R	DTWD1
ADRB1	DTWD1
CP11A	DTWD1
CSK	DTWD1
5HT3A	DTWD1
AT12A	DTWD1
IOD3	DTWD1
PGFRA	DTWD1
A1AG1	DTWD1
TNFA	DTWD1
NFAC2	DTWD1
NOS2	DTWD1
5HT2B	DTWD1
HS90A	DTWD1
LCK	DTWD1
ADCYA	DTWD1
HS90B	DTWD1
ADA2A	DTWD1
CACP	DTWD1
RARA	DTWD1
PYC	DTWD1
CATL1	DTWD1
ACHA9	DTWD1
NH2L1	DTWD1
AAKB2	DTWD1
DCXR	DTWD1
CXCL7	DTWD1
KCNE1	DTWD1
B3GT4	DTWD1
ACES	DTWD1
SCNNG	DTWD1
HASP	DTWD1
MMP3	DTWD1
MET	DTWD1
AA2BR	DTWD1
PDE8A	DTWD1
5HT2C	DTWD1
AK1C3	DTWD1
OSTCN	DTWD1
NMD3B	DTWD1
CDK5	DTWD1
PPARA	DTWD1
DRD2	DTWD1
VGFR2	DTWD1
CP1A2	DTWD1
NGF	DTWD1
GBRA6	DTWD1
ACHA7	DTWD1
CP2C9	DTWD1
TBA1A	DTWD1
IL2RA	DTWD1
PPB1	DTWD1
PD2R	DTWD1
Q71TU5	DTWD1
DCE1	DTWD1
GBRG1	DTWD1
FGFR2	DTWD1
IMPA1	DTWD1
ACM2	DTWD1
IL8	DTWD1
5HT6R	DTWD1
KPCT	DTWD1
AOC1	DTWD1
PCNA	DTWD1
KSYK	DTWD1
CAH9	DTWD1
RL11	DTWD1
CACB3	DTWD1
HMDH	DTWD1
GBRA4	DTWD1
KIT	DTWD1
AOFA	DTWD1
NEP	DTWD1
GLYC	DTWD1
NCOA2	DTWD1
5HT1E	DTWD1
TBA4A	DTWD1
METH	DTWD1
LDHA	DTWD1
MK08	DTWD1
IGHG4	DTWD1
CP2CJ	DTWD1
RXRA	DTWD1
PA2GA	DTWD1
CP131	DTWD1
ACACB	DTWD1
PTHY	DTWD1
IL10	DTWD1
CAH2	DTWD1
OPRD	DTWD1
AAPK1	DTWD1
PDPK1	DTWD1
ADRB3	DTWD1
C11B1	DTWD1
GBRP	DTWD1
ROCK2	DTWD1
RL8	DTWD1
ADCY2	DTWD1
PHOP2	DTWD1
CAH12	DTWD1
S10A4	DTWD1
GRIK1	DTWD1
CBG	DTWD1
PRGR	DTWD1
HCAR2	DTWD1
DNMT1	DTWD1
PGH2	DTWD1
CAC1F	DTWD1
ADA2C	DTWD1
S15A1	DTWD1
ADA1A	DTWD1
A1AG2	DTWD1
OX1R	DTWD1
KCMA1	DTWD1
NMDE3	DTWD1
HIBCH	DTWD1
IPKA	DTWD1
S22AI	DTWD1
S29A1	DTWD1
HDAC1	DTWD1
PNPH	DTWD1
ADA2B	DTWD1
TRFL	DTWD1
ALBU	DTWD1
FMO3	DTWD1
PLK1	DTWD1
SGMR1	DTWD1
GUAA	DTWD1
QOR	DTWD1
GCR	DTWD1
CATD	DTWD1
MIF	DTWD1
HPGDS	DTWD1
MKNK1	DTWD1
P2RY2	DTWD1
S12A4	DTWD1
EGFR	DTWD1
NFKB1	DTWD1
PGFRB	DTWD1
ANT3	DTWD1
GTR1	DTWD1
MK10	DTWD1
CAMLG	DTWD1
HEMH	DTWD1
MTRR	DTWD1
NQO1	DTWD1
ACH10	DTWD1
FMO4	DTWD1
DRD5	DTWD1
TRY1	DTWD1
SCNAA	DTWD1
GBRG3	DTWD1
PDE8B	DTWD1
