source	destinations_disconnected_to
ACE	KCTD2	RNF32
KAPCA	KCTD2	RNF32
NTKL	KCTD2	RNF32
CALM	KCTD2	RNF32
ACHA4	KCTD2	RNF32
ANXA2	KCTD2	RNF32
AURKB	KCTD2	RNF32
GNAT3	KCTD2	RNF32
CA2D1	KCTD2	RNF32
CAH4	KCTD2	RNF32
AK1C1	KCTD2	RNF32
ROCK1	KCTD2	RNF32
CHLE	KCTD2	RNF32
J3QK85	KCTD2	RNF32
ZAP70	KCTD2	RNF32
UD14	KCTD2	RNF32
S12A2	KCTD2	RNF32
EST1A	KCTD2	RNF32
VKOR1	KCTD2	RNF32
XDH	KCTD2	RNF32
ACHB4	KCTD2	RNF32
RLP24	KCTD2	RNF32
EDN1	KCTD2	RNF32
GBRB3	KCTD2	RNF32
TKT	KCTD2	RNF32
NEU2	KCTD2	RNF32
3HAO	KCTD2	RNF32
RL10L	KCTD2	RNF32
ADA1D	KCTD2	RNF32
CANB2	KCTD2	RNF32
KAP3	KCTD2	RNF32
PANX1	KCTD2	RNF32
ST2A1	KCTD2	RNF32
UPP2	KCTD2	RNF32
AK1D1	KCTD2	RNF32
CAC1A	KCTD2	RNF32
CUBN	KCTD2	RNF32
THA	KCTD2	RNF32
TBB5	KCTD2	RNF32
CATA	KCTD2	RNF32
RL3	KCTD2	RNF32
PA2GE	KCTD2	RNF32
HRH2	KCTD2	RNF32
ATTY	KCTD2	RNF32
S29A2	KCTD2	RNF32
GBRT	KCTD2	RNF32
ACHA3	KCTD2	RNF32
CDK6	KCTD2	RNF32
5HT7R	KCTD2	RNF32
ADRB1	KCTD2	RNF32
CP11A	KCTD2	RNF32
CSK	KCTD2	RNF32
5HT3A	KCTD2	RNF32
AT12A	KCTD2	RNF32
IOD3	KCTD2	RNF32
PGFRA	KCTD2	RNF32
A1AG1	KCTD2	RNF32
TNFA	KCTD2	RNF32
NFAC2	KCTD2	RNF32
NOS2	KCTD2	RNF32
5HT2B	KCTD2	RNF32
HS90A	KCTD2	RNF32
LCK	KCTD2	RNF32
ADCYA	KCTD2	RNF32
HS90B	KCTD2	RNF32
ADA2A	KCTD2	RNF32
CACP	KCTD2	RNF32
RARA	KCTD2	RNF32
PYC	KCTD2	RNF32
