source	destinations_disconnected_to
ACE	QPCTL
KAPCA	QPCTL
NTKL	QPCTL
CALM	QPCTL
ACHA4	QPCTL
ANXA2	QPCTL
AURKB	QPCTL
GNAT3	QPCTL
CA2D1	QPCTL
CAH4	QPCTL
AK1C1	QPCTL
ROCK1	QPCTL
CHLE	QPCTL
J3QK85	QPCTL
ZAP70	QPCTL
UD14	QPCTL
S12A2	QPCTL
EST1A	QPCTL
VKOR1	QPCTL
XDH	QPCTL
ACHB4	QPCTL
RLP24	QPCTL
EDN1	QPCTL
GBRB3	QPCTL
TKT	QPCTL
NEU2	QPCTL
3HAO	QPCTL
RL10L	QPCTL
ADA1D	QPCTL
CANB2	QPCTL
KAP3	QPCTL
PANX1	QPCTL
ST2A1	QPCTL
UPP2	QPCTL
AK1D1	QPCTL
CAC1A	QPCTL
CUBN	QPCTL
THA	QPCTL
TBB5	QPCTL
CATA	QPCTL
RL3	QPCTL
PA2GE	QPCTL
HRH2	QPCTL
ATTY	QPCTL
S29A2	QPCTL
GBRT	QPCTL
ACHA3	QPCTL
CDK6	QPCTL
5HT7R	QPCTL
ADRB1	QPCTL
CP11A	QPCTL
CSK	QPCTL
5HT3A	QPCTL
AT12A	QPCTL
IOD3	QPCTL
PGFRA	QPCTL
A1AG1	QPCTL
TNFA	QPCTL
NFAC2	QPCTL
NOS2	QPCTL
5HT2B	QPCTL
HS90A	QPCTL
LCK	QPCTL
ADCYA	QPCTL
HS90B	QPCTL
ADA2A	QPCTL
CACP	QPCTL
RARA	QPCTL
PYC	QPCTL
CATL1	QPCTL
ACHA9	QPCTL
NH2L1	QPCTL
AAKB2	QPCTL
DCXR	QPCTL
CXCL7	QPCTL
KCNE1	QPCTL
B3GT4	QPCTL
ACES	QPCTL
SCNNG	QPCTL
HASP	QPCTL
MMP3	QPCTL
MET	QPCTL
AA2BR	QPCTL
PDE8A	QPCTL
5HT2C	QPCTL
AK1C3	QPCTL
OSTCN	QPCTL
NMD3B	QPCTL
CDK5	QPCTL
PPARA	QPCTL
DRD2	QPCTL
VGFR2	QPCTL
CP1A2	QPCTL
NGF	QPCTL
GBRA6	QPCTL
ACHA7	QPCTL
CP2C9	QPCTL
TBA1A	QPCTL
IL2RA	QPCTL
PPB1	QPCTL
PD2R	QPCTL
Q71TU5	QPCTL
DCE1	QPCTL
GBRG1	QPCTL
FGFR2	QPCTL
IMPA1	QPCTL
ACM2	QPCTL
IL8	QPCTL
5HT6R	QPCTL
KPCT	QPCTL
AOC1	QPCTL
PCNA	QPCTL
KSYK	QPCTL
CAH9	QPCTL
RL11	QPCTL
CACB3	QPCTL
HMDH	QPCTL
GBRA4	QPCTL
KIT	QPCTL
AOFA	QPCTL
NEP	QPCTL
GLYC	QPCTL
NCOA2	QPCTL
5HT1E	QPCTL
TBA4A	QPCTL
METH	QPCTL
LDHA	QPCTL
MK08	QPCTL
IGHG4	QPCTL
CP2CJ	QPCTL
RXRA	QPCTL
PA2GA	QPCTL
CP131	QPCTL
ACACB	QPCTL
PTHY	QPCTL
IL10	QPCTL
CAH2	QPCTL
OPRD	QPCTL
AAPK1	QPCTL
PDPK1	QPCTL
ADRB3	QPCTL
C11B1	QPCTL
GBRP	QPCTL
ROCK2	QPCTL
RL8	QPCTL
ADCY2	QPCTL
PHOP2	QPCTL
CAH12	QPCTL
S10A4	QPCTL
GRIK1	QPCTL
CBG	QPCTL
PRGR	QPCTL
HCAR2	QPCTL
DNMT1	QPCTL
PGH2	QPCTL
CAC1F	QPCTL
ADA2C	QPCTL
S15A1	QPCTL
ADA1A	QPCTL
A1AG2	QPCTL
OX1R	QPCTL
KCMA1	QPCTL
NMDE3	QPCTL
HIBCH	QPCTL
IPKA	QPCTL
S22AI	QPCTL
S29A1	QPCTL
HDAC1	QPCTL
PNPH	QPCTL
ADA2B	QPCTL
TRFL	QPCTL
ALBU	QPCTL
FMO3	QPCTL
PLK1	QPCTL
SGMR1	QPCTL
GUAA	QPCTL
QOR	QPCTL
GCR	QPCTL
CATD	QPCTL
MIF	QPCTL
HPGDS	QPCTL
MKNK1	QPCTL
P2RY2	QPCTL
S12A4	QPCTL
EGFR	QPCTL
NFKB1	QPCTL
PGFRB	QPCTL
ANT3	QPCTL
GTR1	QPCTL
MK10	QPCTL
CAMLG	QPCTL
HEMH	QPCTL
MTRR	QPCTL
NQO1	QPCTL
ACH10	QPCTL
FMO4	QPCTL
DRD5	QPCTL
TRY1	QPCTL
SCNAA	QPCTL
GBRG3	QPCTL
PDE8B	QPCTL
KCNA2	QPCTL
IFNA2	QPCTL
AA1R	QPCTL
MAPK2	QPCTL
PK3CD	QPCTL
HRH4	QPCTL
GBRB1	QPCTL
HCN2	QPCTL
RL26L	QPCTL
DMTA2	QPCTL
6PGD	QPCTL
GRP78	QPCTL
PSIP1	QPCTL
AT1A4	QPCTL
GLR	QPCTL
OPRK	QPCTL
ATPB	QPCTL
STMN4	QPCTL
CACB2	QPCTL
NMDZ1	QPCTL
SC6A3	QPCTL
ST2B1	QPCTL
TBG1	QPCTL
ESR1	QPCTL
CREB1	QPCTL
5HT1B	QPCTL
ERBB2	QPCTL
HDAC7	QPCTL
KCC1B	QPCTL
TBD	QPCTL
TOP2B	QPCTL
3BHS1	QPCTL
ATP4A	QPCTL
LOX5	QPCTL
UD3A1	QPCTL
BDNF	QPCTL
GBRA1	QPCTL
FOS	QPCTL
SHBG	QPCTL
ODP2	QPCTL
ABCA1	QPCTL
DYR	QPCTL
P85A	QPCTL
SIR1	QPCTL
MTHR	QPCTL
ADCL2	QPCTL
IBP3	QPCTL
DDR1	QPCTL
CP46A	QPCTL
SCN2A	QPCTL
IL4	QPCTL
NPS	QPCTL
NMDE1	QPCTL
AOFB	QPCTL
RL13A	QPCTL
S22A2	QPCTL
CALY	QPCTL
S12A5	QPCTL
PK3CA	QPCTL
PDE4D	QPCTL
KIF11	QPCTL
NR1I2	QPCTL
NISCH	QPCTL
NFKB2	QPCTL
ITK	QPCTL
PPIA	QPCTL
MMAA	QPCTL
PA24A	QPCTL
HYES	QPCTL
CP2C8	QPCTL
CAC1D	QPCTL
SCNNA	QPCTL
DRD3	QPCTL
IOD1	QPCTL
AAKB1	QPCTL
ARY2	QPCTL
DOPO	QPCTL
PDE3A	QPCTL
TR10B	QPCTL
ADA1B	QPCTL
C9JK77	QPCTL
MYLK3	QPCTL
PDE1B	QPCTL
MYH9	QPCTL
TRI15	QPCTL
HPRT	QPCTL
ADRB2	QPCTL
LIPL	QPCTL
MDR1	QPCTL
5HT1A	QPCTL
CP19A	QPCTL
ARY1	QPCTL
5HT2A	QPCTL
G6PD	QPCTL
PYRD	QPCTL
GBRB2	QPCTL
IKBA	QPCTL
THRB	QPCTL
GPX1	QPCTL
TNNC2	QPCTL
S22AB	QPCTL
PDE5A	QPCTL
TGFB1	QPCTL
TOP2A	QPCTL
RL23	QPCTL
PDK3	QPCTL
EDNRA	QPCTL
TF65	QPCTL
KAP0	QPCTL
PPIF	QPCTL
RL15	QPCTL
KCNH2	QPCTL
PDE4C	QPCTL
ABCC8	QPCTL
J3KPA4	QPCTL
HDAC8	QPCTL
GBRD	QPCTL
CCKN	QPCTL
ADCY5	QPCTL
ATPA	QPCTL
ATPG	QPCTL
CAC1G	QPCTL
LDHB	QPCTL
