source	destinations_disconnected_to
ACE	ST18
KAPCA	ST18
NTKL	ST18
CALM	ST18
ACHA4	ST18
ANXA2	ST18
AURKB	ST18
GNAT3	ST18
CA2D1	ST18
CAH4	ST18
AK1C1	ST18
ROCK1	ST18
CHLE	ST18
J3QK85	ST18
ZAP70	ST18
UD14	ST18
S12A2	ST18
EST1A	ST18
VKOR1	ST18
XDH	ST18
ACHB4	ST18
RLP24	ST18
EDN1	ST18
GBRB3	ST18
TKT	ST18
NEU2	ST18
3HAO	ST18
RL10L	ST18
ADA1D	ST18
CANB2	ST18
KAP3	ST18
PANX1	ST18
ST2A1	ST18
UPP2	ST18
AK1D1	ST18
CAC1A	ST18
CUBN	ST18
THA	ST18
TBB5	ST18
CATA	ST18
RL3	ST18
PA2GE	ST18
HRH2	ST18
ATTY	ST18
S29A2	ST18
GBRT	ST18
ACHA3	ST18
CDK6	ST18
5HT7R	ST18
ADRB1	ST18
CP11A	ST18
CSK	ST18
5HT3A	ST18
AT12A	ST18
IOD3	ST18
PGFRA	ST18
A1AG1	ST18
TNFA	ST18
NFAC2	ST18
NOS2	ST18
5HT2B	ST18
HS90A	ST18
LCK	ST18
ADCYA	ST18
HS90B	ST18
ADA2A	ST18
CACP	ST18
RARA	ST18
PYC	ST18
CATL1	ST18
ACHA9	ST18
NH2L1	ST18
AAKB2	ST18
DCXR	ST18
CXCL7	ST18
KCNE1	ST18
B3GT4	ST18
ACES	ST18
SCNNG	ST18
HASP	ST18
MMP3	ST18
MET	ST18
AA2BR	ST18
PDE8A	ST18
5HT2C	ST18
AK1C3	ST18
OSTCN	ST18
NMD3B	ST18
CDK5	ST18
PPARA	ST18
DRD2	ST18
VGFR2	ST18
CP1A2	ST18
NGF	ST18
GBRA6	ST18
ACHA7	ST18
CP2C9	ST18
TBA1A	ST18
IL2RA	ST18
PPB1	ST18
PD2R	ST18
Q71TU5	ST18
DCE1	ST18
GBRG1	ST18
FGFR2	ST18
IMPA1	ST18
ACM2	ST18
IL8	ST18
5HT6R	ST18
KPCT	ST18
AOC1	ST18
PCNA	ST18
KSYK	ST18
