source	destinations_disconnected_to
ACE	EFR3A
KAPCA	EFR3A
NTKL	EFR3A
CALM	EFR3A
ACHA4	EFR3A
ANXA2	EFR3A
AURKB	EFR3A
GNAT3	EFR3A
CA2D1	EFR3A
CAH4	EFR3A
AK1C1	EFR3A
ROCK1	EFR3A
CHLE	EFR3A
J3QK85	EFR3A
ZAP70	EFR3A
UD14	EFR3A
S12A2	EFR3A
EST1A	EFR3A
VKOR1	EFR3A
XDH	EFR3A
ACHB4	EFR3A
RLP24	EFR3A
EDN1	EFR3A
GBRB3	EFR3A
TKT	EFR3A
NEU2	EFR3A
3HAO	EFR3A
RL10L	EFR3A
ADA1D	EFR3A
CANB2	EFR3A
KAP3	EFR3A
PANX1	EFR3A
ST2A1	EFR3A
UPP2	EFR3A
AK1D1	EFR3A
CAC1A	EFR3A
CUBN	EFR3A
THA	EFR3A
TBB5	EFR3A
CATA	EFR3A
RL3	EFR3A
PA2GE	EFR3A
HRH2	EFR3A
ATTY	EFR3A
S29A2	EFR3A
GBRT	EFR3A
ACHA3	EFR3A
CDK6	EFR3A
5HT7R	EFR3A
ADRB1	EFR3A
CP11A	EFR3A
CSK	EFR3A
5HT3A	EFR3A
AT12A	EFR3A
IOD3	EFR3A
PGFRA	EFR3A
A1AG1	EFR3A
TNFA	EFR3A
NFAC2	EFR3A
NOS2	EFR3A
5HT2B	EFR3A
HS90A	EFR3A
LCK	EFR3A
ADCYA	EFR3A
HS90B	EFR3A
ADA2A	EFR3A
CACP	EFR3A
RARA	EFR3A
PYC	EFR3A
CATL1	EFR3A
ACHA9	EFR3A
NH2L1	EFR3A
AAKB2	EFR3A
DCXR	EFR3A
CXCL7	EFR3A
KCNE1	EFR3A
B3GT4	EFR3A
ACES	EFR3A
SCNNG	EFR3A
HASP	EFR3A
MMP3	EFR3A
MET	EFR3A
AA2BR	EFR3A
PDE8A	EFR3A
5HT2C	EFR3A
AK1C3	EFR3A
OSTCN	EFR3A
NMD3B	EFR3A
CDK5	EFR3A
PPARA	EFR3A
DRD2	EFR3A
VGFR2	EFR3A
CP1A2	EFR3A
NGF	EFR3A
GBRA6	EFR3A
ACHA7	EFR3A
CP2C9	EFR3A
TBA1A	EFR3A
IL2RA	EFR3A
PPB1	EFR3A
PD2R	EFR3A
Q71TU5	EFR3A
DCE1	EFR3A
GBRG1	EFR3A
FGFR2	EFR3A
IMPA1	EFR3A
ACM2	EFR3A
IL8	EFR3A
5HT6R	EFR3A
KPCT	EFR3A
AOC1	EFR3A
PCNA	EFR3A
KSYK	EFR3A
CAH9	EFR3A
RL11	EFR3A
CACB3	EFR3A
HMDH	EFR3A
GBRA4	EFR3A
KIT	EFR3A
AOFA	EFR3A
NEP	EFR3A
GLYC	EFR3A
NCOA2	EFR3A
5HT1E	EFR3A
TBA4A	EFR3A
METH	EFR3A
LDHA	EFR3A
MK08	EFR3A
IGHG4	EFR3A
CP2CJ	EFR3A
RXRA	EFR3A
PA2GA	EFR3A
CP131	EFR3A
ACACB	EFR3A
PTHY	EFR3A
IL10	EFR3A
CAH2	EFR3A
OPRD	EFR3A
AAPK1	EFR3A
PDPK1	EFR3A
ADRB3	EFR3A
C11B1	EFR3A
GBRP	EFR3A
ROCK2	EFR3A
RL8	EFR3A
ADCY2	EFR3A
PHOP2	EFR3A
CAH12	EFR3A
S10A4	EFR3A
GRIK1	EFR3A
CBG	EFR3A
PRGR	EFR3A
HCAR2	EFR3A
DNMT1	EFR3A
PGH2	EFR3A
CAC1F	EFR3A
ADA2C	EFR3A
S15A1	EFR3A
ADA1A	EFR3A
A1AG2	EFR3A
OX1R	EFR3A
KCMA1	EFR3A
NMDE3	EFR3A
HIBCH	EFR3A
IPKA	EFR3A
S22AI	EFR3A
S29A1	EFR3A
HDAC1	EFR3A
PNPH	EFR3A
ADA2B	EFR3A
TRFL	EFR3A
ALBU	EFR3A
FMO3	EFR3A
PLK1	EFR3A
SGMR1	EFR3A
GUAA	EFR3A
QOR	EFR3A
GCR	EFR3A
CATD	EFR3A
MIF	EFR3A
HPGDS	EFR3A
MKNK1	EFR3A
P2RY2	EFR3A
S12A4	EFR3A
EGFR	EFR3A
NFKB1	EFR3A
PGFRB	EFR3A
ANT3	EFR3A
GTR1	EFR3A
MK10	EFR3A
CAMLG	EFR3A
HEMH	EFR3A
MTRR	EFR3A
NQO1	EFR3A
ACH10	EFR3A
FMO4	EFR3A
DRD5	EFR3A
TRY1	EFR3A
SCNAA	EFR3A
GBRG3	EFR3A
PDE8B	EFR3A
KCNA2	EFR3A
IFNA2	EFR3A
AA1R	EFR3A
MAPK2	EFR3A
PK3CD	EFR3A
HRH4	EFR3A
GBRB1	EFR3A
HCN2	EFR3A
RL26L	EFR3A
DMTA2	EFR3A
6PGD	EFR3A
GRP78	EFR3A
PSIP1	EFR3A
AT1A4	EFR3A
GLR	EFR3A
