source	destinations_disconnected_to
ACE	CCNJL
KAPCA	CCNJL
NTKL	CCNJL
CALM	CCNJL
ACHA4	CCNJL
ANXA2	CCNJL
AURKB	CCNJL
GNAT3	CCNJL
CA2D1	CCNJL
CAH4	CCNJL
AK1C1	CCNJL
ROCK1	CCNJL
CHLE	CCNJL
J3QK85	CCNJL
ZAP70	CCNJL
UD14	CCNJL
S12A2	CCNJL
EST1A	CCNJL
VKOR1	CCNJL
XDH	CCNJL
ACHB4	CCNJL
RLP24	CCNJL
EDN1	CCNJL
GBRB3	CCNJL
TKT	CCNJL
NEU2	CCNJL
3HAO	CCNJL
RL10L	CCNJL
ADA1D	CCNJL
CANB2	CCNJL
KAP3	CCNJL
PANX1	CCNJL
ST2A1	CCNJL
UPP2	CCNJL
AK1D1	CCNJL
CAC1A	CCNJL
CUBN	CCNJL
THA	CCNJL
TBB5	CCNJL
CATA	CCNJL
RL3	CCNJL
PA2GE	CCNJL
HRH2	CCNJL
ATTY	CCNJL
S29A2	CCNJL
GBRT	CCNJL
ACHA3	CCNJL
CDK6	CCNJL
5HT7R	CCNJL
ADRB1	CCNJL
CP11A	CCNJL
CSK	CCNJL
5HT3A	CCNJL
AT12A	CCNJL
IOD3	CCNJL
PGFRA	CCNJL
A1AG1	CCNJL
TNFA	CCNJL
NFAC2	CCNJL
NOS2	CCNJL
5HT2B	CCNJL
HS90A	CCNJL
LCK	CCNJL
ADCYA	CCNJL
HS90B	CCNJL
ADA2A	CCNJL
CACP	CCNJL
RARA	CCNJL
PYC	CCNJL
CATL1	CCNJL
ACHA9	CCNJL
NH2L1	CCNJL
AAKB2	CCNJL
DCXR	CCNJL
CXCL7	CCNJL
KCNE1	CCNJL
B3GT4	CCNJL
ACES	CCNJL
SCNNG	CCNJL
HASP	CCNJL
MMP3	CCNJL
MET	CCNJL
AA2BR	CCNJL
PDE8A	CCNJL
5HT2C	CCNJL
AK1C3	CCNJL
OSTCN	CCNJL
NMD3B	CCNJL
CDK5	CCNJL
PPARA	CCNJL
DRD2	CCNJL
VGFR2	CCNJL
CP1A2	CCNJL
NGF	CCNJL
GBRA6	CCNJL
ACHA7	CCNJL
CP2C9	CCNJL
TBA1A	CCNJL
IL2RA	CCNJL
PPB1	CCNJL
PD2R	CCNJL
Q71TU5	CCNJL
DCE1	CCNJL
GBRG1	CCNJL
FGFR2	CCNJL
IMPA1	CCNJL
ACM2	CCNJL
IL8	CCNJL
5HT6R	CCNJL
KPCT	CCNJL
AOC1	CCNJL
PCNA	CCNJL
KSYK	CCNJL
CAH9	CCNJL
RL11	CCNJL
CACB3	CCNJL
HMDH	CCNJL
GBRA4	CCNJL
KIT	CCNJL
AOFA	CCNJL
NEP	CCNJL
GLYC	CCNJL
NCOA2	CCNJL
5HT1E	CCNJL
TBA4A	CCNJL
METH	CCNJL
LDHA	CCNJL
MK08	CCNJL
IGHG4	CCNJL
CP2CJ	CCNJL
RXRA	CCNJL
PA2GA	CCNJL
CP131	CCNJL
ACACB	CCNJL
PTHY	CCNJL
IL10	CCNJL
CAH2	CCNJL
OPRD	CCNJL
AAPK1	CCNJL
PDPK1	CCNJL
ADRB3	CCNJL
C11B1	CCNJL
GBRP	CCNJL
ROCK2	CCNJL
RL8	CCNJL
ADCY2	CCNJL
PHOP2	CCNJL
CAH12	CCNJL
S10A4	CCNJL
GRIK1	CCNJL
CBG	CCNJL
PRGR	CCNJL
HCAR2	CCNJL
DNMT1	CCNJL
PGH2	CCNJL
CAC1F	CCNJL
ADA2C	CCNJL
S15A1	CCNJL
ADA1A	CCNJL
A1AG2	CCNJL
OX1R	CCNJL
KCMA1	CCNJL
NMDE3	CCNJL
HIBCH	CCNJL
IPKA	CCNJL
S22AI	CCNJL
S29A1	CCNJL
HDAC1	CCNJL
PNPH	CCNJL
ADA2B	CCNJL
TRFL	CCNJL
ALBU	CCNJL
FMO3	CCNJL
PLK1	CCNJL
SGMR1	CCNJL
