source	destinations_disconnected_to
ACE	ZNF43	MBNL2
KAPCA	ZNF43	MBNL2
NTKL	ZNF43	MBNL2
CALM	ZNF43	MBNL2
ACHA4	ZNF43	MBNL2
ANXA2	ZNF43	MBNL2
AURKB	ZNF43	MBNL2
GNAT3	ZNF43	MBNL2
CA2D1	ZNF43	MBNL2
CAH4	ZNF43	MBNL2
AK1C1	ZNF43	MBNL2
ROCK1	ZNF43	MBNL2
CHLE	ZNF43	MBNL2
J3QK85	ZNF43	MBNL2
ZAP70	ZNF43	MBNL2
UD14	ZNF43	MBNL2
S12A2	ZNF43	MBNL2
EST1A	ZNF43	MBNL2
VKOR1	ZNF43	MBNL2
XDH	ZNF43	MBNL2
ACHB4	ZNF43	MBNL2
RLP24	ZNF43	MBNL2
EDN1	ZNF43	MBNL2
GBRB3	ZNF43	MBNL2
TKT	ZNF43	MBNL2
NEU2	ZNF43	MBNL2
3HAO	ZNF43	MBNL2
RL10L	ZNF43	MBNL2
ADA1D	ZNF43	MBNL2
CANB2	ZNF43	MBNL2
KAP3	ZNF43	MBNL2
PANX1	ZNF43	MBNL2
ST2A1	ZNF43	MBNL2
UPP2	ZNF43	MBNL2
AK1D1	ZNF43	MBNL2
CAC1A	ZNF43	MBNL2
CUBN	ZNF43	MBNL2
THA	ZNF43	MBNL2
TBB5	ZNF43	MBNL2
CATA	ZNF43	MBNL2
RL3	ZNF43	MBNL2
PA2GE	ZNF43	MBNL2
HRH2	ZNF43	MBNL2
ATTY	ZNF43	MBNL2
S29A2	ZNF43	MBNL2
GBRT	ZNF43	MBNL2
ACHA3	ZNF43	MBNL2
CDK6	ZNF43	MBNL2
5HT7R	ZNF43	MBNL2
ADRB1	ZNF43	MBNL2
CP11A	ZNF43	MBNL2
CSK	ZNF43	MBNL2
5HT3A	ZNF43	MBNL2
AT12A	ZNF43	MBNL2
IOD3	ZNF43	MBNL2
PGFRA	ZNF43	MBNL2
A1AG1	ZNF43	MBNL2
TNFA	ZNF43	MBNL2
NFAC2	ZNF43	MBNL2
NOS2	ZNF43	MBNL2
5HT2B	ZNF43	MBNL2
HS90A	ZNF43	MBNL2
LCK	ZNF43	MBNL2
ADCYA	ZNF43	MBNL2
HS90B	ZNF43	MBNL2
ADA2A	ZNF43	MBNL2
CACP	ZNF43	MBNL2
RARA	ZNF43	MBNL2
PYC	ZNF43	MBNL2
CATL1	ZNF43	MBNL2
ACHA9	ZNF43	MBNL2
NH2L1	ZNF43	MBNL2
AAKB2	ZNF43	MBNL2
DCXR	ZNF43	MBNL2
CXCL7	ZNF43	MBNL2
KCNE1	ZNF43	MBNL2
B3GT4	ZNF43	MBNL2
ACES	ZNF43	MBNL2
SCNNG	ZNF43	MBNL2
HASP	ZNF43	MBNL2
MMP3	ZNF43	MBNL2
MET	ZNF43	MBNL2
AA2BR	ZNF43	MBNL2
PDE8A	ZNF43	MBNL2
5HT2C	ZNF43	MBNL2
AK1C3	ZNF43	MBNL2
OSTCN	ZNF43	MBNL2
NMD3B	ZNF43	MBNL2
CDK5	ZNF43	MBNL2
PPARA	ZNF43	MBNL2
DRD2	ZNF43	MBNL2
VGFR2	ZNF43	MBNL2
CP1A2	ZNF43	MBNL2
NGF	ZNF43	MBNL2
GBRA6	ZNF43	MBNL2
ACHA7	ZNF43	MBNL2
CP2C9	ZNF43	MBNL2
TBA1A	ZNF43	MBNL2
IL2RA	ZNF43	MBNL2
PPB1	ZNF43	MBNL2
PD2R	ZNF43	MBNL2
Q71TU5	ZNF43	MBNL2
DCE1	ZNF43	MBNL2
GBRG1	ZNF43	MBNL2
FGFR2	ZNF43	MBNL2
IMPA1	ZNF43	MBNL2
ACM2	ZNF43	MBNL2
IL8	ZNF43	MBNL2
5HT6R	ZNF43	MBNL2
KPCT	ZNF43	MBNL2
AOC1	ZNF43	MBNL2
PCNA	ZNF43	MBNL2
KSYK	ZNF43	MBNL2
CAH9	ZNF43	MBNL2
RL11	ZNF43	MBNL2
CACB3	ZNF43	MBNL2
HMDH	ZNF43	MBNL2
GBRA4	ZNF43	MBNL2
KIT	ZNF43	MBNL2
AOFA	ZNF43	MBNL2
NEP	ZNF43	MBNL2
GLYC	ZNF43	MBNL2
NCOA2	ZNF43	MBNL2
5HT1E	ZNF43	MBNL2
TBA4A	ZNF43	MBNL2
METH	ZNF43	MBNL2
LDHA	ZNF43	MBNL2
MK08	ZNF43	MBNL2
IGHG4	ZNF43	MBNL2
CP2CJ	ZNF43	MBNL2
RXRA	ZNF43	MBNL2
PA2GA	ZNF43	MBNL2
CP131	ZNF43	MBNL2
ACACB	ZNF43	MBNL2
PTHY	ZNF43	MBNL2
IL10	ZNF43	MBNL2
CAH2	ZNF43	MBNL2
OPRD	ZNF43	MBNL2
AAPK1	ZNF43	MBNL2
PDPK1	ZNF43	MBNL2
ADRB3	ZNF43	MBNL2
C11B1	ZNF43	MBNL2
GBRP	ZNF43	MBNL2
ROCK2	ZNF43	MBNL2
RL8	ZNF43	MBNL2
ADCY2	ZNF43	MBNL2
