source	destinations_disconnected_to
ACE	IQCE	WDR96
KAPCA	IQCE	WDR96
NTKL	IQCE	WDR96
CALM	IQCE	WDR96
ACHA4	IQCE	WDR96
ANXA2	IQCE	WDR96
AURKB	IQCE	WDR96
GNAT3	IQCE	WDR96
CA2D1	IQCE	WDR96
CAH4	IQCE	WDR96
AK1C1	IQCE	WDR96
ROCK1	IQCE	WDR96
CHLE	IQCE	WDR96
J3QK85	IQCE	WDR96
ZAP70	IQCE	WDR96
UD14	IQCE	WDR96
S12A2	IQCE	WDR96
EST1A	IQCE	WDR96
VKOR1	IQCE	WDR96
XDH	IQCE	WDR96
ACHB4	IQCE	WDR96
RLP24	IQCE	WDR96
EDN1	IQCE	WDR96
GBRB3	IQCE	WDR96
TKT	IQCE	WDR96
NEU2	IQCE	WDR96
3HAO	IQCE	WDR96
RL10L	IQCE	WDR96
ADA1D	IQCE	WDR96
CANB2	IQCE	WDR96
KAP3	IQCE	WDR96
PANX1	IQCE	WDR96
ST2A1	IQCE	WDR96
UPP2	IQCE	WDR96
AK1D1	IQCE	WDR96
CAC1A	IQCE	WDR96
CUBN	IQCE	WDR96
THA	IQCE	WDR96
TBB5	IQCE	WDR96
CATA	IQCE	WDR96
RL3	IQCE	WDR96
PA2GE	IQCE	WDR96
HRH2	IQCE	WDR96
ATTY	IQCE	WDR96
S29A2	IQCE	WDR96
GBRT	IQCE	WDR96
ACHA3	IQCE	WDR96
CDK6	IQCE	WDR96
5HT7R	IQCE	WDR96
ADRB1	IQCE	WDR96
CP11A	IQCE	WDR96
CSK	IQCE	WDR96
5HT3A	IQCE	WDR96
AT12A	IQCE	WDR96
IOD3	IQCE	WDR96
PGFRA	IQCE	WDR96
A1AG1	IQCE	WDR96
TNFA	IQCE	WDR96
NFAC2	IQCE	WDR96
NOS2	IQCE	WDR96
5HT2B	IQCE	WDR96
HS90A	IQCE	WDR96
LCK	IQCE	WDR96
ADCYA	IQCE	WDR96
HS90B	IQCE	WDR96
ADA2A	IQCE	WDR96
CACP	IQCE	WDR96
RARA	IQCE	WDR96
PYC	IQCE	WDR96
CATL1	IQCE	WDR96
ACHA9	IQCE	WDR96
NH2L1	IQCE	WDR96
AAKB2	IQCE	WDR96
DCXR	IQCE	WDR96
CXCL7	IQCE	WDR96
