source	destinations_disconnected_to
ACE	JMJD4
KAPCA	JMJD4
NTKL	JMJD4
CALM	JMJD4
ACHA4	JMJD4
ANXA2	JMJD4
AURKB	JMJD4
GNAT3	JMJD4
CA2D1	JMJD4
CAH4	JMJD4
AK1C1	JMJD4
ROCK1	JMJD4
CHLE	JMJD4
J3QK85	JMJD4
ZAP70	JMJD4
UD14	JMJD4
S12A2	JMJD4
EST1A	JMJD4
VKOR1	JMJD4
XDH	JMJD4
ACHB4	JMJD4
RLP24	JMJD4
EDN1	JMJD4
GBRB3	JMJD4
TKT	JMJD4
NEU2	JMJD4
3HAO	JMJD4
RL10L	JMJD4
ADA1D	JMJD4
CANB2	JMJD4
KAP3	JMJD4
PANX1	JMJD4
ST2A1	JMJD4
UPP2	JMJD4
AK1D1	JMJD4
CAC1A	JMJD4
CUBN	JMJD4
THA	JMJD4
TBB5	JMJD4
CATA	JMJD4
RL3	JMJD4
PA2GE	JMJD4
HRH2	JMJD4
ATTY	JMJD4
S29A2	JMJD4
GBRT	JMJD4
ACHA3	JMJD4
CDK6	JMJD4
5HT7R	JMJD4
ADRB1	JMJD4
CP11A	JMJD4
CSK	JMJD4
5HT3A	JMJD4
AT12A	JMJD4
IOD3	JMJD4
PGFRA	JMJD4
A1AG1	JMJD4
TNFA	JMJD4
NFAC2	JMJD4
NOS2	JMJD4
5HT2B	JMJD4
HS90A	JMJD4
LCK	JMJD4
ADCYA	JMJD4
HS90B	JMJD4
ADA2A	JMJD4
CACP	JMJD4
RARA	JMJD4
PYC	JMJD4
CATL1	JMJD4
ACHA9	JMJD4
NH2L1	JMJD4
AAKB2	JMJD4
DCXR	JMJD4
CXCL7	JMJD4
KCNE1	JMJD4
B3GT4	JMJD4
ACES	JMJD4
SCNNG	JMJD4
HASP	JMJD4
MMP3	JMJD4
MET	JMJD4
AA2BR	JMJD4
PDE8A	JMJD4
5HT2C	JMJD4
AK1C3	JMJD4
OSTCN	JMJD4
NMD3B	JMJD4
CDK5	JMJD4
PPARA	JMJD4
DRD2	JMJD4
VGFR2	JMJD4
CP1A2	JMJD4
NGF	JMJD4
GBRA6	JMJD4
ACHA7	JMJD4
CP2C9	JMJD4
TBA1A	JMJD4
IL2RA	JMJD4
PPB1	JMJD4
PD2R	JMJD4
Q71TU5	JMJD4
DCE1	JMJD4
GBRG1	JMJD4
FGFR2	JMJD4
