source	destinations_disconnected_to
ACE	NAT6	RTDR1
KAPCA	NAT6	RTDR1
NTKL	NAT6	RTDR1
CALM	NAT6	RTDR1
ACHA4	NAT6	RTDR1
ANXA2	NAT6	RTDR1
AURKB	NAT6	RTDR1
GNAT3	NAT6	RTDR1
CA2D1	NAT6	RTDR1
CAH4	NAT6	RTDR1
AK1C1	NAT6	RTDR1
ROCK1	NAT6	RTDR1
CHLE	NAT6	RTDR1
J3QK85	NAT6	RTDR1
ZAP70	NAT6	RTDR1
UD14	NAT6	RTDR1
S12A2	NAT6	RTDR1
EST1A	NAT6	RTDR1
VKOR1	NAT6	RTDR1
XDH	NAT6	RTDR1
ACHB4	NAT6	RTDR1
RLP24	NAT6	RTDR1
EDN1	NAT6	RTDR1
GBRB3	NAT6	RTDR1
TKT	NAT6	RTDR1
NEU2	NAT6	RTDR1
3HAO	NAT6	RTDR1
RL10L	NAT6	RTDR1
ADA1D	NAT6	RTDR1
CANB2	NAT6	RTDR1
KAP3	NAT6	RTDR1
PANX1	NAT6	RTDR1
ST2A1	NAT6	RTDR1
UPP2	NAT6	RTDR1
AK1D1	NAT6	RTDR1
CAC1A	NAT6	RTDR1
CUBN	NAT6	RTDR1
THA	NAT6	RTDR1
TBB5	NAT6	RTDR1
CATA	NAT6	RTDR1
RL3	NAT6	RTDR1
PA2GE	NAT6	RTDR1
HRH2	NAT6	RTDR1
ATTY	NAT6	RTDR1
S29A2	NAT6	RTDR1
GBRT	NAT6	RTDR1
ACHA3	NAT6	RTDR1
CDK6	NAT6	RTDR1
5HT7R	NAT6	RTDR1
ADRB1	NAT6	RTDR1
CP11A	NAT6	RTDR1
CSK	NAT6	RTDR1
5HT3A	NAT6	RTDR1
AT12A	NAT6	RTDR1
IOD3	NAT6	RTDR1
PGFRA	NAT6	RTDR1
A1AG1	NAT6	RTDR1
TNFA	NAT6	RTDR1
NFAC2	NAT6	RTDR1
NOS2	NAT6	RTDR1
5HT2B	NAT6	RTDR1
HS90A	NAT6	RTDR1
LCK	NAT6	RTDR1
ADCYA	NAT6	RTDR1
HS90B	NAT6	RTDR1
ADA2A	NAT6	RTDR1
CACP	NAT6	RTDR1
RARA	NAT6	RTDR1
PYC	NAT6	RTDR1
CATL1	NAT6	RTDR1
ACHA9	NAT6	RTDR1
NH2L1	NAT6	RTDR1
AAKB2	NAT6	RTDR1
DCXR	NAT6	RTDR1
CXCL7	NAT6	RTDR1
KCNE1	NAT6	RTDR1
B3GT4	NAT6	RTDR1
ACES	NAT6	RTDR1
SCNNG	NAT6	RTDR1
HASP	NAT6	RTDR1
MMP3	NAT6	RTDR1
MET	NAT6	RTDR1
AA2BR	NAT6	RTDR1
PDE8A	NAT6	RTDR1
5HT2C	NAT6	RTDR1
AK1C3	NAT6	RTDR1
OSTCN	NAT6	RTDR1
NMD3B	NAT6	RTDR1
CDK5	NAT6	RTDR1
PPARA	NAT6	RTDR1
DRD2	NAT6	RTDR1
VGFR2	NAT6	RTDR1
CP1A2	NAT6	RTDR1
NGF	NAT6	RTDR1
GBRA6	NAT6	RTDR1
ACHA7	NAT6	RTDR1
CP2C9	NAT6	RTDR1
TBA1A	NAT6	RTDR1
IL2RA	NAT6	RTDR1
PPB1	NAT6	RTDR1
PD2R	NAT6	RTDR1
Q71TU5	NAT6	RTDR1
DCE1	NAT6	RTDR1
GBRG1	NAT6	RTDR1
FGFR2	NAT6	RTDR1
IMPA1	NAT6	RTDR1
ACM2	NAT6	RTDR1
IL8	NAT6	RTDR1
5HT6R	NAT6	RTDR1
KPCT	NAT6	RTDR1
AOC1	NAT6	RTDR1
PCNA	NAT6	RTDR1
KSYK	NAT6	RTDR1
CAH9	NAT6	RTDR1
RL11	NAT6	RTDR1
CACB3	NAT6	RTDR1
HMDH	NAT6	RTDR1
GBRA4	NAT6	RTDR1
KIT	NAT6	RTDR1
AOFA	NAT6	RTDR1
NEP	NAT6	RTDR1
GLYC	NAT6	RTDR1
NCOA2	NAT6	RTDR1
5HT1E	NAT6	RTDR1
TBA4A	NAT6	RTDR1
METH	NAT6	RTDR1
LDHA	NAT6	RTDR1
MK08	NAT6	RTDR1
IGHG4	NAT6	RTDR1
CP2CJ	NAT6	RTDR1
RXRA	NAT6	RTDR1
PA2GA	NAT6	RTDR1
CP131	NAT6	RTDR1
ACACB	NAT6	RTDR1
PTHY	NAT6	RTDR1
IL10	NAT6	RTDR1
CAH2	NAT6	RTDR1
OPRD	NAT6	RTDR1
AAPK1	NAT6	RTDR1
PDPK1	NAT6	RTDR1
ADRB3	NAT6	RTDR1
C11B1	NAT6	RTDR1
GBRP	NAT6	RTDR1
ROCK2	NAT6	RTDR1
RL8	NAT6	RTDR1
ADCY2	NAT6	RTDR1
PHOP2	NAT6	RTDR1
CAH12	NAT6	RTDR1
S10A4	NAT6	RTDR1
GRIK1	NAT6	RTDR1
CBG	NAT6	RTDR1
PRGR	NAT6	RTDR1
HCAR2	NAT6	RTDR1
DNMT1	NAT6	RTDR1
PGH2	NAT6	RTDR1
CAC1F	NAT6	RTDR1
ADA2C	NAT6	RTDR1
S15A1	NAT6	RTDR1
ADA1A	NAT6	RTDR1
A1AG2	NAT6	RTDR1
OX1R	NAT6	RTDR1
KCMA1	NAT6	RTDR1
NMDE3	NAT6	RTDR1
HIBCH	NAT6	RTDR1
IPKA	NAT6	RTDR1
S22AI	NAT6	RTDR1
S29A1	NAT6	RTDR1
