source	destinations_disconnected_to
ACE	DUS4L
KAPCA	DUS4L
NTKL	DUS4L
CALM	DUS4L
ACHA4	DUS4L
ANXA2	DUS4L
AURKB	DUS4L
GNAT3	DUS4L
CA2D1	DUS4L
CAH4	DUS4L
AK1C1	DUS4L
ROCK1	DUS4L
CHLE	DUS4L
J3QK85	DUS4L
ZAP70	DUS4L
UD14	DUS4L
S12A2	DUS4L
EST1A	DUS4L
VKOR1	DUS4L
XDH	DUS4L
ACHB4	DUS4L
RLP24	DUS4L
EDN1	DUS4L
GBRB3	DUS4L
TKT	DUS4L
NEU2	DUS4L
3HAO	DUS4L
RL10L	DUS4L
ADA1D	DUS4L
CANB2	DUS4L
KAP3	DUS4L
PANX1	DUS4L
ST2A1	DUS4L
UPP2	DUS4L
AK1D1	DUS4L
CAC1A	DUS4L
CUBN	DUS4L
THA	DUS4L
TBB5	DUS4L
CATA	DUS4L
RL3	DUS4L
PA2GE	DUS4L
HRH2	DUS4L
ATTY	DUS4L
S29A2	DUS4L
GBRT	DUS4L
ACHA3	DUS4L
CDK6	DUS4L
5HT7R	DUS4L
ADRB1	DUS4L
CP11A	DUS4L
CSK	DUS4L
5HT3A	DUS4L
AT12A	DUS4L
IOD3	DUS4L
PGFRA	DUS4L
A1AG1	DUS4L
TNFA	DUS4L
NFAC2	DUS4L
NOS2	DUS4L
5HT2B	DUS4L
HS90A	DUS4L
LCK	DUS4L
ADCYA	DUS4L
HS90B	DUS4L
ADA2A	DUS4L
CACP	DUS4L
RARA	DUS4L
PYC	DUS4L
CATL1	DUS4L
ACHA9	DUS4L
NH2L1	DUS4L
AAKB2	DUS4L
DCXR	DUS4L
CXCL7	DUS4L
KCNE1	DUS4L
B3GT4	DUS4L
ACES	DUS4L
SCNNG	DUS4L
HASP	DUS4L
MMP3	DUS4L
MET	DUS4L
AA2BR	DUS4L
PDE8A	DUS4L
5HT2C	DUS4L
AK1C3	DUS4L
OSTCN	DUS4L
NMD3B	DUS4L
CDK5	DUS4L
PPARA	DUS4L
DRD2	DUS4L
VGFR2	DUS4L
CP1A2	DUS4L
NGF	DUS4L
GBRA6	DUS4L
ACHA7	DUS4L
CP2C9	DUS4L
TBA1A	DUS4L
IL2RA	DUS4L
PPB1	DUS4L
PD2R	DUS4L
Q71TU5	DUS4L
DCE1	DUS4L
GBRG1	DUS4L
FGFR2	DUS4L
IMPA1	DUS4L
ACM2	DUS4L
IL8	DUS4L
5HT6R	DUS4L
KPCT	DUS4L
AOC1	DUS4L
PCNA	DUS4L
KSYK	DUS4L
CAH9	DUS4L
RL11	DUS4L
CACB3	DUS4L
HMDH	DUS4L
GBRA4	DUS4L
KIT	DUS4L
AOFA	DUS4L
NEP	DUS4L
GLYC	DUS4L
NCOA2	DUS4L
5HT1E	DUS4L
TBA4A	DUS4L
METH	DUS4L
LDHA	DUS4L
MK08	DUS4L
IGHG4	DUS4L
CP2CJ	DUS4L
RXRA	DUS4L
PA2GA	DUS4L
CP131	DUS4L
ACACB	DUS4L
PTHY	DUS4L
IL10	DUS4L
CAH2	DUS4L
OPRD	DUS4L
AAPK1	DUS4L
PDPK1	DUS4L
ADRB3	DUS4L
C11B1	DUS4L
GBRP	DUS4L
ROCK2	DUS4L
RL8	DUS4L
ADCY2	DUS4L
PHOP2	DUS4L
CAH12	DUS4L
S10A4	DUS4L
GRIK1	DUS4L
CBG	DUS4L
PRGR	DUS4L
HCAR2	DUS4L
DNMT1	DUS4L
PGH2	DUS4L
CAC1F	DUS4L
ADA2C	DUS4L
S15A1	DUS4L
ADA1A	DUS4L
A1AG2	DUS4L
OX1R	DUS4L
KCMA1	DUS4L
NMDE3	DUS4L
HIBCH	DUS4L
IPKA	DUS4L
S22AI	DUS4L
S29A1	DUS4L
HDAC1	DUS4L
PNPH	DUS4L
ADA2B	DUS4L
TRFL	DUS4L
ALBU	DUS4L
FMO3	DUS4L
PLK1	DUS4L
SGMR1	DUS4L
GUAA	DUS4L
QOR	DUS4L
GCR	DUS4L
CATD	DUS4L
MIF	DUS4L
HPGDS	DUS4L
MKNK1	DUS4L
P2RY2	DUS4L
S12A4	DUS4L
EGFR	DUS4L
NFKB1	DUS4L
PGFRB	DUS4L
ANT3	DUS4L
GTR1	DUS4L
MK10	DUS4L
CAMLG	DUS4L
HEMH	DUS4L
MTRR	DUS4L
NQO1	DUS4L
ACH10	DUS4L
FMO4	DUS4L
DRD5	DUS4L
TRY1	DUS4L
SCNAA	DUS4L
GBRG3	DUS4L
PDE8B	DUS4L
KCNA2	DUS4L
IFNA2	DUS4L
AA1R	DUS4L
MAPK2	DUS4L
PK3CD	DUS4L
HRH4	DUS4L
GBRB1	DUS4L
HCN2	DUS4L
RL26L	DUS4L
DMTA2	DUS4L
6PGD	DUS4L
GRP78	DUS4L
PSIP1	DUS4L
AT1A4	DUS4L
GLR	DUS4L
OPRK	DUS4L
ATPB	DUS4L
STMN4	DUS4L
CACB2	DUS4L
NMDZ1	DUS4L
SC6A3	DUS4L
ST2B1	DUS4L
TBG1	DUS4L
ESR1	DUS4L
CREB1	DUS4L
5HT1B	DUS4L
ERBB2	DUS4L
HDAC7	DUS4L
KCC1B	DUS4L
TBD	DUS4L
TOP2B	DUS4L
3BHS1	DUS4L
ATP4A	DUS4L
LOX5	DUS4L
UD3A1	DUS4L
BDNF	DUS4L
GBRA1	DUS4L
FOS	DUS4L
SHBG	DUS4L
ODP2	DUS4L
ABCA1	DUS4L
DYR	DUS4L
P85A	DUS4L
SIR1	DUS4L
MTHR	DUS4L
ADCL2	DUS4L
IBP3	DUS4L
DDR1	DUS4L
CP46A	DUS4L
SCN2A	DUS4L
IL4	DUS4L
NPS	DUS4L
NMDE1	DUS4L
AOFB	DUS4L
RL13A	DUS4L
S22A2	DUS4L
CALY	DUS4L
S12A5	DUS4L
PK3CA	DUS4L
PDE4D	DUS4L
KIF11	DUS4L
NR1I2	DUS4L
NISCH	DUS4L
NFKB2	DUS4L
ITK	DUS4L
PPIA	DUS4L
MMAA	DUS4L
PA24A	DUS4L
HYES	DUS4L
CP2C8	DUS4L
CAC1D	DUS4L
SCNNA	DUS4L
DRD3	DUS4L
IOD1	DUS4L
AAKB1	DUS4L
ARY2	DUS4L
DOPO	DUS4L
PDE3A	DUS4L
TR10B	DUS4L
ADA1B	DUS4L
C9JK77	DUS4L
MYLK3	DUS4L
PDE1B	DUS4L
MYH9	DUS4L
TRI15	DUS4L
HPRT	DUS4L
ADRB2	DUS4L
LIPL	DUS4L
MDR1	DUS4L
5HT1A	DUS4L
CP19A	DUS4L
ARY1	DUS4L
5HT2A	DUS4L
G6PD	DUS4L
PYRD	DUS4L
GBRB2	DUS4L
IKBA	DUS4L
THRB	DUS4L
GPX1	DUS4L
TNNC2	DUS4L
S22AB	DUS4L
PDE5A	DUS4L
TGFB1	DUS4L
TOP2A	DUS4L
RL23	DUS4L
PDK3	DUS4L
EDNRA	DUS4L
TF65	DUS4L
KAP0	DUS4L
PPIF	DUS4L
RL15	DUS4L
KCNH2	DUS4L
PDE4C	DUS4L
ABCC8	DUS4L
J3KPA4	DUS4L
HDAC8	DUS4L
GBRD	DUS4L
CCKN	DUS4L
ADCY5	DUS4L
ATPA	DUS4L
ATPG	DUS4L
CAC1G	DUS4L
LDHB	DUS4L
JUN	DUS4L
CSF1R	DUS4L
UD19	DUS4L
ATF6A	DUS4L
RL19	DUS4L
ST17B	DUS4L
ABL1	DUS4L
PHOP1	DUS4L
SC6A4	DUS4L
S22A6	DUS4L
GRIK2	DUS4L
ACM3	DUS4L
RYR1	DUS4L
S23IP	DUS4L
CRBN	DUS4L
MUTA	DUS4L
ARGI1	DUS4L
AA3R	DUS4L
GBRA5	DUS4L
CAH6	DUS4L
FAK1	DUS4L
SCNND	DUS4L
CASP8	DUS4L
SYRC	DUS4L
CP3A4	DUS4L
A4	DUS4L
MRP1	DUS4L
KCNN4	DUS4L
PDE7A	DUS4L
SCN4A	DUS4L
CACB1	DUS4L
DHI1	DUS4L
PDIA1	DUS4L
LRP2	DUS4L
ESR2	DUS4L
SCNNB	DUS4L
NMDE4	DUS4L
TY3H	DUS4L
SOAT1	DUS4L
NMD3A	DUS4L
ASM	DUS4L
S12A1	DUS4L
CP1A1	DUS4L
INSR2	DUS4L
NCOA1	DUS4L
TBE	DUS4L
ITAL	DUS4L
PPARG	DUS4L
GSK3B	DUS4L
CAC1I	DUS4L
THB	DUS4L
KLK3	DUS4L
GBRA2	DUS4L
TBB4B	DUS4L
DRD4	DUS4L
CLIC1	DUS4L
GBRE	DUS4L
RHOA	DUS4L
TERT	DUS4L
RL23A	DUS4L
KITH	DUS4L
HIF1A	DUS4L
TEBP	DUS4L
PERM	DUS4L
TYSY	DUS4L
PAR10	DUS4L
NNMT	DUS4L
RARB	DUS4L
PK3CG	DUS4L
CAC1C	DUS4L
PLPL9	DUS4L
OPRM	DUS4L
PLMN	DUS4L
ADA	DUS4L
TNNC1	DUS4L
J3KN87	DUS4L
GBRG2	DUS4L
FAD1	DUS4L
PDE1A	DUS4L
GLUC	DUS4L
EST1	DUS4L
P2RX2	DUS4L
NOS3	DUS4L
GSTP1	DUS4L
CAH7	DUS4L
IL6	DUS4L
UD13	DUS4L
PDE4A	DUS4L
CBPB2	DUS4L
KCJ11	DUS4L
SCN5A	DUS4L
CP21A	DUS4L
CFTR	DUS4L
ACM1	DUS4L
GRIA2	DUS4L
