source	destinations_disconnected_to
ACE	TULP2	TDRKH
KAPCA	TULP2	TDRKH
NTKL	TULP2	TDRKH
CALM	TULP2	TDRKH
ACHA4	TULP2	TDRKH
ANXA2	TULP2	TDRKH
AURKB	TULP2	TDRKH
GNAT3	TULP2	TDRKH
CA2D1	TULP2	TDRKH
CAH4	TULP2	TDRKH
AK1C1	TULP2	TDRKH
ROCK1	TULP2	TDRKH
CHLE	TULP2	TDRKH
J3QK85	TULP2	TDRKH
ZAP70	TULP2	TDRKH
UD14	TULP2	TDRKH
S12A2	TULP2	TDRKH
EST1A	TULP2	TDRKH
VKOR1	TULP2	TDRKH
XDH	TULP2	TDRKH
ACHB4	TULP2	TDRKH
RLP24	TULP2	TDRKH
EDN1	TULP2	TDRKH
GBRB3	TULP2	TDRKH
TKT	TULP2	TDRKH
NEU2	TULP2	TDRKH
3HAO	TULP2	TDRKH
RL10L	TULP2	TDRKH
ADA1D	TULP2	TDRKH
CANB2	TULP2	TDRKH
KAP3	TULP2	TDRKH
PANX1	TULP2	TDRKH
ST2A1	TULP2	TDRKH
UPP2	TULP2	TDRKH
AK1D1	TULP2	TDRKH
CAC1A	TULP2	TDRKH
CUBN	TULP2	TDRKH
THA	TULP2	TDRKH
TBB5	TULP2	TDRKH
CATA	TULP2	TDRKH
RL3	TULP2	TDRKH
PA2GE	TULP2	TDRKH
HRH2	TULP2	TDRKH
ATTY	TULP2	TDRKH
S29A2	TULP2	TDRKH
GBRT	TULP2	TDRKH
ACHA3	TULP2	TDRKH
CDK6	TULP2	TDRKH
5HT7R	TULP2	TDRKH
ADRB1	TULP2	TDRKH
CP11A	TULP2	TDRKH
CSK	TULP2	TDRKH
5HT3A	TULP2	TDRKH
AT12A	TULP2	TDRKH
IOD3	TULP2	TDRKH
PGFRA	TULP2	TDRKH
A1AG1	TULP2	TDRKH
TNFA	TULP2	TDRKH
NFAC2	TULP2	TDRKH
NOS2	TULP2	TDRKH
5HT2B	TULP2	TDRKH
HS90A	TULP2	TDRKH
LCK	TULP2	TDRKH
ADCYA	TULP2	TDRKH
HS90B	TULP2	TDRKH
ADA2A	TULP2	TDRKH
CACP	TULP2	TDRKH
RARA	TULP2	TDRKH
PYC	TULP2	TDRKH
CATL1	TULP2	TDRKH
ACHA9	TULP2	TDRKH
NH2L1	TULP2	TDRKH
AAKB2	TULP2	TDRKH
DCXR	TULP2	TDRKH
CXCL7	TULP2	TDRKH
KCNE1	TULP2	TDRKH
B3GT4	TULP2	TDRKH
ACES	TULP2	TDRKH
