source	destinations_disconnected_to
ACE	SOX11	PRDM9
KAPCA	SOX11	PRDM9
NTKL	SOX11	PRDM9
CALM	SOX11	PRDM9
ACHA4	SOX11	PRDM9
ANXA2	SOX11	PRDM9
AURKB	SOX11	PRDM9
GNAT3	SOX11	PRDM9
CA2D1	SOX11	PRDM9
CAH4	SOX11	PRDM9
AK1C1	SOX11	PRDM9
ROCK1	SOX11	PRDM9
CHLE	SOX11	PRDM9
J3QK85	SOX11	PRDM9
ZAP70	SOX11	PRDM9
UD14	SOX11	PRDM9
S12A2	SOX11	PRDM9
EST1A	SOX11	PRDM9
VKOR1	SOX11	PRDM9
XDH	SOX11	PRDM9
ACHB4	SOX11	PRDM9
RLP24	SOX11	PRDM9
EDN1	SOX11	PRDM9
GBRB3	SOX11	PRDM9
TKT	SOX11	PRDM9
NEU2	SOX11	PRDM9
3HAO	SOX11	PRDM9
RL10L	SOX11	PRDM9
ADA1D	SOX11	PRDM9
CANB2	SOX11	PRDM9
KAP3	SOX11	PRDM9
PANX1	SOX11	PRDM9
ST2A1	SOX11	PRDM9
UPP2	SOX11	PRDM9
AK1D1	SOX11	PRDM9
CAC1A	SOX11	PRDM9
CUBN	SOX11	PRDM9
THA	SOX11	PRDM9
TBB5	SOX11	PRDM9
CATA	SOX11	PRDM9
RL3	SOX11	PRDM9
PA2GE	SOX11	PRDM9
HRH2	SOX11	PRDM9
ATTY	SOX11	PRDM9
S29A2	SOX11	PRDM9
GBRT	SOX11	PRDM9
ACHA3	SOX11	PRDM9
CDK6	SOX11	PRDM9
5HT7R	SOX11	PRDM9
ADRB1	SOX11	PRDM9
CP11A	SOX11	PRDM9
CSK	SOX11	PRDM9
5HT3A	SOX11	PRDM9
AT12A	SOX11	PRDM9
IOD3	SOX11	PRDM9
PGFRA	SOX11	PRDM9
A1AG1	SOX11	PRDM9
TNFA	SOX11	PRDM9
NFAC2	SOX11	PRDM9
NOS2	SOX11	PRDM9
5HT2B	SOX11	PRDM9
HS90A	SOX11	PRDM9
LCK	SOX11	PRDM9
ADCYA	SOX11	PRDM9
HS90B	SOX11	PRDM9
ADA2A	SOX11	PRDM9
CACP	SOX11	PRDM9
RARA	SOX11	PRDM9
PYC	SOX11	PRDM9
CATL1	SOX11	PRDM9
ACHA9	SOX11	PRDM9
NH2L1	SOX11	PRDM9
AAKB2	SOX11	PRDM9
DCXR	SOX11	PRDM9
CXCL7	SOX11	PRDM9
KCNE1	SOX11	PRDM9
B3GT4	SOX11	PRDM9
ACES	SOX11	PRDM9
SCNNG	SOX11	PRDM9
HASP	SOX11	PRDM9
MMP3	SOX11	PRDM9
MET	SOX11	PRDM9
AA2BR	SOX11	PRDM9
PDE8A	SOX11	PRDM9
5HT2C	SOX11	PRDM9
AK1C3	SOX11	PRDM9
OSTCN	SOX11	PRDM9
NMD3B	SOX11	PRDM9
CDK5	SOX11	PRDM9
PPARA	SOX11	PRDM9
DRD2	SOX11	PRDM9
VGFR2	SOX11	PRDM9
CP1A2	SOX11	PRDM9
NGF	SOX11	PRDM9
GBRA6	SOX11	PRDM9
ACHA7	SOX11	PRDM9
CP2C9	SOX11	PRDM9
TBA1A	SOX11	PRDM9
IL2RA	SOX11	PRDM9
PPB1	SOX11	PRDM9
PD2R	SOX11	PRDM9
Q71TU5	SOX11	PRDM9
DCE1	SOX11	PRDM9
GBRG1	SOX11	PRDM9
FGFR2	SOX11	PRDM9
IMPA1	SOX11	PRDM9
ACM2	SOX11	PRDM9
IL8	SOX11	PRDM9
5HT6R	SOX11	PRDM9
KPCT	SOX11	PRDM9
AOC1	SOX11	PRDM9
PCNA	SOX11	PRDM9
KSYK	SOX11	PRDM9
CAH9	SOX11	PRDM9
RL11	SOX11	PRDM9
CACB3	SOX11	PRDM9
HMDH	SOX11	PRDM9
GBRA4	SOX11	PRDM9
KIT	SOX11	PRDM9
AOFA	SOX11	PRDM9
NEP	SOX11	PRDM9
GLYC	SOX11	PRDM9
NCOA2	SOX11	PRDM9
5HT1E	SOX11	PRDM9
TBA4A	SOX11	PRDM9
METH	SOX11	PRDM9
