source	destinations_disconnected_to
ACE	RAI14	ZNF91
KAPCA	RAI14	ZNF91
NTKL	RAI14	ZNF91
CALM	RAI14	ZNF91
ACHA4	RAI14	ZNF91
ANXA2	RAI14	ZNF91
AURKB	RAI14	ZNF91
GNAT3	RAI14	ZNF91
CA2D1	RAI14	ZNF91
CAH4	RAI14	ZNF91
AK1C1	RAI14	ZNF91
ROCK1	RAI14	ZNF91
CHLE	RAI14	ZNF91
J3QK85	RAI14	ZNF91
ZAP70	RAI14	ZNF91
UD14	RAI14	ZNF91
S12A2	RAI14	ZNF91
EST1A	RAI14	ZNF91
VKOR1	RAI14	ZNF91
XDH	RAI14	ZNF91
ACHB4	RAI14	ZNF91
RLP24	RAI14	ZNF91
EDN1	RAI14	ZNF91
GBRB3	RAI14	ZNF91
TKT	RAI14	ZNF91
NEU2	RAI14	ZNF91
3HAO	RAI14	ZNF91
RL10L	RAI14	ZNF91
ADA1D	RAI14	ZNF91
CANB2	RAI14	ZNF91
KAP3	RAI14	ZNF91
PANX1	RAI14	ZNF91
ST2A1	RAI14	ZNF91
UPP2	RAI14	ZNF91
AK1D1	RAI14	ZNF91
CAC1A	RAI14	ZNF91
CUBN	RAI14	ZNF91
THA	RAI14	ZNF91
TBB5	RAI14	ZNF91
CATA	RAI14	ZNF91
RL3	RAI14	ZNF91
PA2GE	RAI14	ZNF91
HRH2	RAI14	ZNF91
ATTY	RAI14	ZNF91
S29A2	RAI14	ZNF91
GBRT	RAI14	ZNF91
ACHA3	RAI14	ZNF91
CDK6	RAI14	ZNF91
5HT7R	RAI14	ZNF91
ADRB1	RAI14	ZNF91
CP11A	RAI14	ZNF91
CSK	RAI14	ZNF91
5HT3A	RAI14	ZNF91
AT12A	RAI14	ZNF91
IOD3	RAI14	ZNF91
PGFRA	RAI14	ZNF91
A1AG1	RAI14	ZNF91
TNFA	RAI14	ZNF91
NFAC2	RAI14	ZNF91
NOS2	RAI14	ZNF91
5HT2B	RAI14	ZNF91
HS90A	RAI14	ZNF91
LCK	RAI14	ZNF91
ADCYA	RAI14	ZNF91
HS90B	RAI14	ZNF91
ADA2A	RAI14	ZNF91
CACP	RAI14	ZNF91
RARA	RAI14	ZNF91
PYC	RAI14	ZNF91
CATL1	RAI14	ZNF91
ACHA9	RAI14	ZNF91
NH2L1	RAI14	ZNF91
AAKB2	RAI14	ZNF91
DCXR	RAI14	ZNF91
