source	destinations_disconnected_to
ACE	NAA40	TDRKH
KAPCA	NAA40	TDRKH
NTKL	NAA40	TDRKH
CALM	NAA40	TDRKH
ACHA4	NAA40	TDRKH
ANXA2	NAA40	TDRKH
AURKB	NAA40	TDRKH
GNAT3	NAA40	TDRKH
CA2D1	NAA40	TDRKH
CAH4	NAA40	TDRKH
AK1C1	NAA40	TDRKH
ROCK1	NAA40	TDRKH
CHLE	NAA40	TDRKH
J3QK85	NAA40	TDRKH
ZAP70	NAA40	TDRKH
UD14	NAA40	TDRKH
S12A2	NAA40	TDRKH
EST1A	NAA40	TDRKH
VKOR1	NAA40	TDRKH
XDH	NAA40	TDRKH
ACHB4	NAA40	TDRKH
RLP24	NAA40	TDRKH
EDN1	NAA40	TDRKH
GBRB3	NAA40	TDRKH
TKT	NAA40	TDRKH
NEU2	NAA40	TDRKH
3HAO	NAA40	TDRKH
RL10L	NAA40	TDRKH
ADA1D	NAA40	TDRKH
CANB2	NAA40	TDRKH
KAP3	NAA40	TDRKH
PANX1	NAA40	TDRKH
ST2A1	NAA40	TDRKH
UPP2	NAA40	TDRKH
AK1D1	NAA40	TDRKH
CAC1A	NAA40	TDRKH
CUBN	NAA40	TDRKH
THA	NAA40	TDRKH
TBB5	NAA40	TDRKH
CATA	NAA40	TDRKH
RL3	NAA40	TDRKH
PA2GE	NAA40	TDRKH
HRH2	NAA40	TDRKH
ATTY	NAA40	TDRKH
S29A2	NAA40	TDRKH
GBRT	NAA40	TDRKH
ACHA3	NAA40	TDRKH
CDK6	NAA40	TDRKH
5HT7R	NAA40	TDRKH
ADRB1	NAA40	TDRKH
CP11A	NAA40	TDRKH
CSK	NAA40	TDRKH
5HT3A	NAA40	TDRKH
AT12A	NAA40	TDRKH
IOD3	NAA40	TDRKH
PGFRA	NAA40	TDRKH
A1AG1	NAA40	TDRKH
TNFA	NAA40	TDRKH
NFAC2	NAA40	TDRKH
NOS2	NAA40	TDRKH
5HT2B	NAA40	TDRKH
HS90A	NAA40	TDRKH
LCK	NAA40	TDRKH
ADCYA	NAA40	TDRKH
HS90B	NAA40	TDRKH
ADA2A	NAA40	TDRKH
CACP	NAA40	TDRKH
