source	destinations_disconnected_to
ACE	RNFT1	RBMS3
KAPCA	RNFT1	RBMS3
NTKL	RNFT1	RBMS3
CALM	RNFT1	RBMS3
ACHA4	RNFT1	RBMS3
ANXA2	RNFT1	RBMS3
AURKB	RNFT1	RBMS3
GNAT3	RNFT1	RBMS3
CA2D1	RNFT1	RBMS3
CAH4	RNFT1	RBMS3
AK1C1	RNFT1	RBMS3
ROCK1	RNFT1	RBMS3
CHLE	RNFT1	RBMS3
J3QK85	RNFT1	RBMS3
ZAP70	RNFT1	RBMS3
UD14	RNFT1	RBMS3
S12A2	RNFT1	RBMS3
EST1A	RNFT1	RBMS3
VKOR1	RNFT1	RBMS3
XDH	RNFT1	RBMS3
ACHB4	RNFT1	RBMS3
RLP24	RNFT1	RBMS3
EDN1	RNFT1	RBMS3
GBRB3	RNFT1	RBMS3
TKT	RNFT1	RBMS3
NEU2	RNFT1	RBMS3
3HAO	RNFT1	RBMS3
RL10L	RNFT1	RBMS3
ADA1D	RNFT1	RBMS3
CANB2	RNFT1	RBMS3
KAP3	RNFT1	RBMS3
PANX1	RNFT1	RBMS3
ST2A1	RNFT1	RBMS3
UPP2	RNFT1	RBMS3
AK1D1	RNFT1	RBMS3
CAC1A	RNFT1	RBMS3
CUBN	RNFT1	RBMS3
THA	RNFT1	RBMS3
TBB5	RNFT1	RBMS3
CATA	RNFT1	RBMS3
RL3	RNFT1	RBMS3
PA2GE	RNFT1	RBMS3
HRH2	RNFT1	RBMS3
ATTY	RNFT1	RBMS3
S29A2	RNFT1	RBMS3
GBRT	RNFT1	RBMS3
ACHA3	RNFT1	RBMS3
CDK6	RNFT1	RBMS3
5HT7R	RNFT1	RBMS3
ADRB1	RNFT1	RBMS3
CP11A	RNFT1	RBMS3
CSK	RNFT1	RBMS3
5HT3A	RNFT1	RBMS3
AT12A	RNFT1	RBMS3
IOD3	RNFT1	RBMS3
PGFRA	RNFT1	RBMS3
A1AG1	RNFT1	RBMS3
TNFA	RNFT1	RBMS3
NFAC2	RNFT1	RBMS3
NOS2	RNFT1	RBMS3
5HT2B	RNFT1	RBMS3
HS90A	RNFT1	RBMS3
LCK	RNFT1	RBMS3
ADCYA	RNFT1	RBMS3
HS90B	RNFT1	RBMS3
ADA2A	RNFT1	RBMS3
CACP	RNFT1	RBMS3
RARA	RNFT1	RBMS3
PYC	RNFT1	RBMS3
CATL1	RNFT1	RBMS3
ACHA9	RNFT1	RBMS3
NH2L1	RNFT1	RBMS3
AAKB2	RNFT1	RBMS3
DCXR	RNFT1	RBMS3
CXCL7	RNFT1	RBMS3
KCNE1	RNFT1	RBMS3
B3GT4	RNFT1	RBMS3
ACES	RNFT1	RBMS3
SCNNG	RNFT1	RBMS3
HASP	RNFT1	RBMS3
MMP3	RNFT1	RBMS3
MET	RNFT1	RBMS3
AA2BR	RNFT1	RBMS3
PDE8A	RNFT1	RBMS3
5HT2C	RNFT1	RBMS3
AK1C3	RNFT1	RBMS3
OSTCN	RNFT1	RBMS3
NMD3B	RNFT1	RBMS3
