source	destinations_disconnected_to
ACE	MLEC	WDR52	SNX24
KAPCA	MLEC	WDR52	SNX24
NTKL	MLEC	WDR52	SNX24
CALM	MLEC	WDR52	SNX24
ACHA4	MLEC	WDR52	SNX24
ANXA2	MLEC	WDR52	SNX24
AURKB	MLEC	WDR52	SNX24
GNAT3	MLEC	WDR52	SNX24
CA2D1	MLEC	WDR52	SNX24
CAH4	MLEC	WDR52	SNX24
AK1C1	MLEC	WDR52	SNX24
ROCK1	MLEC	WDR52	SNX24
CHLE	MLEC	WDR52	SNX24
J3QK85	MLEC	WDR52	SNX24
ZAP70	MLEC	WDR52	SNX24
UD14	MLEC	WDR52	SNX24
S12A2	MLEC	WDR52	SNX24
EST1A	MLEC	WDR52	SNX24
VKOR1	MLEC	WDR52	SNX24
XDH	MLEC	WDR52	SNX24
ACHB4	MLEC	WDR52	SNX24
RLP24	MLEC	WDR52	SNX24
EDN1	MLEC	WDR52	SNX24
GBRB3	MLEC	WDR52	SNX24
TKT	MLEC	WDR52	SNX24
NEU2	MLEC	WDR52	SNX24
3HAO	MLEC	WDR52	SNX24
RL10L	MLEC	WDR52	SNX24
ADA1D	MLEC	WDR52	SNX24
CANB2	MLEC	WDR52	SNX24
KAP3	MLEC	WDR52	SNX24
PANX1	MLEC	WDR52	SNX24
ST2A1	MLEC	WDR52	SNX24
UPP2	MLEC	WDR52	SNX24
AK1D1	MLEC	WDR52	SNX24
CAC1A	MLEC	WDR52	SNX24
CUBN	MLEC	WDR52	SNX24
THA	MLEC	WDR52	SNX24
TBB5	MLEC	WDR52	SNX24
CATA	MLEC	WDR52	SNX24
RL3	MLEC	WDR52	SNX24
PA2GE	MLEC	WDR52	SNX24
HRH2	MLEC	WDR52	SNX24
ATTY	MLEC	WDR52	SNX24
S29A2	MLEC	WDR52	SNX24
GBRT	MLEC	WDR52	SNX24
ACHA3	MLEC	WDR52	SNX24
CDK6	MLEC	WDR52	SNX24
5HT7R	MLEC	WDR52	SNX24
ADRB1	MLEC	WDR52	SNX24
CP11A	MLEC	WDR52	SNX24
CSK	MLEC	WDR52	SNX24
5HT3A	MLEC	WDR52	SNX24
AT12A	MLEC	WDR52	SNX24
IOD3	MLEC	WDR52	SNX24
PGFRA	MLEC	WDR52	SNX24
A1AG1	MLEC	WDR52	SNX24
TNFA	MLEC	WDR52	SNX24
NFAC2	MLEC	WDR52	SNX24
NOS2	MLEC	WDR52	SNX24
5HT2B	MLEC	WDR52	SNX24
HS90A	MLEC	WDR52	SNX24
LCK	MLEC	WDR52	SNX24
ADCYA	MLEC	WDR52	SNX24
HS90B	MLEC	WDR52	SNX24
ADA2A	MLEC	WDR52	SNX24
CACP	MLEC	WDR52	SNX24
RARA	MLEC	WDR52	SNX24
PYC	MLEC	WDR52	SNX24
CATL1	MLEC	WDR52	SNX24
ACHA9	MLEC	WDR52	SNX24
NH2L1	MLEC	WDR52	SNX24
AAKB2	MLEC	WDR52	SNX24
