source	destinations_disconnected_to
ACE	CEP68
KAPCA	CEP68
NTKL	CEP68
CALM	CEP68
ACHA4	CEP68
ANXA2	CEP68
AURKB	CEP68
GNAT3	CEP68
CA2D1	CEP68
CAH4	CEP68
AK1C1	CEP68
ROCK1	CEP68
CHLE	CEP68
J3QK85	CEP68
ZAP70	CEP68
UD14	CEP68
S12A2	CEP68
EST1A	CEP68
VKOR1	CEP68
XDH	CEP68
ACHB4	CEP68
RLP24	CEP68
EDN1	CEP68
GBRB3	CEP68
TKT	CEP68
NEU2	CEP68
3HAO	CEP68
RL10L	CEP68
ADA1D	CEP68
CANB2	CEP68
KAP3	CEP68
PANX1	CEP68
ST2A1	CEP68
UPP2	CEP68
AK1D1	CEP68
CAC1A	CEP68
CUBN	CEP68
THA	CEP68
TBB5	CEP68
CATA	CEP68
RL3	CEP68
PA2GE	CEP68
HRH2	CEP68
ATTY	CEP68
S29A2	CEP68
GBRT	CEP68
ACHA3	CEP68
CDK6	CEP68
5HT7R	CEP68
ADRB1	CEP68
CP11A	CEP68
CSK	CEP68
5HT3A	CEP68
AT12A	CEP68
IOD3	CEP68
PGFRA	CEP68
A1AG1	CEP68
TNFA	CEP68
NFAC2	CEP68
NOS2	CEP68
5HT2B	CEP68
HS90A	CEP68
LCK	CEP68
ADCYA	CEP68
HS90B	CEP68
ADA2A	CEP68
CACP	CEP68
RARA	CEP68
PYC	CEP68
CATL1	CEP68
ACHA9	CEP68
NH2L1	CEP68
AAKB2	CEP68
DCXR	CEP68
CXCL7	CEP68
KCNE1	CEP68
B3GT4	CEP68
ACES	CEP68
SCNNG	CEP68
HASP	CEP68
MMP3	CEP68
MET	CEP68
AA2BR	CEP68
PDE8A	CEP68
5HT2C	CEP68
AK1C3	CEP68
OSTCN	CEP68
NMD3B	CEP68
CDK5	CEP68
PPARA	CEP68
DRD2	CEP68
VGFR2	CEP68
CP1A2	CEP68
NGF	CEP68
GBRA6	CEP68
ACHA7	CEP68
CP2C9	CEP68
TBA1A	CEP68
IL2RA	CEP68
PPB1	CEP68
PD2R	CEP68
Q71TU5	CEP68
DCE1	CEP68
GBRG1	CEP68
FGFR2	CEP68
IMPA1	CEP68
ACM2	CEP68
IL8	CEP68
5HT6R	CEP68
KPCT	CEP68
AOC1	CEP68
PCNA	CEP68
KSYK	CEP68
CAH9	CEP68
