source	destinations_disconnected_to
ACE	CNIH4	ULK4
KAPCA	CNIH4	ULK4
NTKL	CNIH4	ULK4
CALM	CNIH4	ULK4
ACHA4	CNIH4	ULK4
ANXA2	CNIH4	ULK4
AURKB	CNIH4	ULK4
GNAT3	CNIH4	ULK4
CA2D1	CNIH4	ULK4
CAH4	CNIH4	ULK4
AK1C1	CNIH4	ULK4
ROCK1	CNIH4	ULK4
CHLE	CNIH4	ULK4
J3QK85	CNIH4	ULK4
ZAP70	CNIH4	ULK4
UD14	CNIH4	ULK4
S12A2	CNIH4	ULK4
EST1A	CNIH4	ULK4
VKOR1	CNIH4	ULK4
XDH	CNIH4	ULK4
ACHB4	CNIH4	ULK4
RLP24	CNIH4	ULK4
EDN1	CNIH4	ULK4
GBRB3	CNIH4	ULK4
TKT	CNIH4	ULK4
NEU2	CNIH4	ULK4
3HAO	CNIH4	ULK4
RL10L	CNIH4	ULK4
ADA1D	CNIH4	ULK4
CANB2	CNIH4	ULK4
KAP3	CNIH4	ULK4
PANX1	CNIH4	ULK4
ST2A1	CNIH4	ULK4
UPP2	CNIH4	ULK4
AK1D1	CNIH4	ULK4
CAC1A	CNIH4	ULK4
CUBN	CNIH4	ULK4
THA	CNIH4	ULK4
TBB5	CNIH4	ULK4
CATA	CNIH4	ULK4
RL3	CNIH4	ULK4
PA2GE	CNIH4	ULK4
HRH2	CNIH4	ULK4
ATTY	CNIH4	ULK4
S29A2	CNIH4	ULK4
GBRT	CNIH4	ULK4
ACHA3	CNIH4	ULK4
CDK6	CNIH4	ULK4
5HT7R	CNIH4	ULK4
ADRB1	CNIH4	ULK4
CP11A	CNIH4	ULK4
CSK	CNIH4	ULK4
5HT3A	CNIH4	ULK4
AT12A	CNIH4	ULK4
IOD3	CNIH4	ULK4
PGFRA	CNIH4	ULK4
A1AG1	CNIH4	ULK4
TNFA	CNIH4	ULK4
NFAC2	CNIH4	ULK4
NOS2	CNIH4	ULK4
5HT2B	CNIH4	ULK4
HS90A	CNIH4	ULK4
LCK	CNIH4	ULK4
ADCYA	CNIH4	ULK4
HS90B	CNIH4	ULK4
ADA2A	CNIH4	ULK4
CACP	CNIH4	ULK4
RARA	CNIH4	ULK4
PYC	CNIH4	ULK4
CATL1	CNIH4	ULK4
ACHA9	CNIH4	ULK4
NH2L1	CNIH4	ULK4
AAKB2	CNIH4	ULK4
DCXR	CNIH4	ULK4
CXCL7	CNIH4	ULK4
KCNE1	CNIH4	ULK4
B3GT4	CNIH4	ULK4
ACES	CNIH4	ULK4
SCNNG	CNIH4	ULK4
HASP	CNIH4	ULK4
MMP3	CNIH4	ULK4
MET	CNIH4	ULK4
AA2BR	CNIH4	ULK4
PDE8A	CNIH4	ULK4
5HT2C	CNIH4	ULK4
AK1C3	CNIH4	ULK4
OSTCN	CNIH4	ULK4
NMD3B	CNIH4	ULK4
CDK5	CNIH4	ULK4
PPARA	CNIH4	ULK4
DRD2	CNIH4	ULK4
VGFR2	CNIH4	ULK4
CP1A2	CNIH4	ULK4
NGF	CNIH4	ULK4
GBRA6	CNIH4	ULK4
ACHA7	CNIH4	ULK4
CP2C9	CNIH4	ULK4
TBA1A	CNIH4	ULK4
IL2RA	CNIH4	ULK4
PPB1	CNIH4	ULK4
PD2R	CNIH4	ULK4
Q71TU5	CNIH4	ULK4
DCE1	CNIH4	ULK4
GBRG1	CNIH4	ULK4
FGFR2	CNIH4	ULK4
IMPA1	CNIH4	ULK4
ACM2	CNIH4	ULK4
IL8	CNIH4	ULK4
5HT6R	CNIH4	ULK4
KPCT	CNIH4	ULK4
AOC1	CNIH4	ULK4
PCNA	CNIH4	ULK4
KSYK	CNIH4	ULK4
CAH9	CNIH4	ULK4
RL11	CNIH4	ULK4
CACB3	CNIH4	ULK4
HMDH	CNIH4	ULK4
GBRA4	CNIH4	ULK4
KIT	CNIH4	ULK4
AOFA	CNIH4	ULK4
NEP	CNIH4	ULK4
GLYC	CNIH4	ULK4
NCOA2	CNIH4	ULK4
5HT1E	CNIH4	ULK4
TBA4A	CNIH4	ULK4
METH	CNIH4	ULK4
LDHA	CNIH4	ULK4
MK08	CNIH4	ULK4
IGHG4	CNIH4	ULK4
CP2CJ	CNIH4	ULK4
RXRA	CNIH4	ULK4
PA2GA	CNIH4	ULK4
CP131	CNIH4	ULK4
ACACB	CNIH4	ULK4
PTHY	CNIH4	ULK4
IL10	CNIH4	ULK4
CAH2	CNIH4	ULK4
OPRD	CNIH4	ULK4
AAPK1	CNIH4	ULK4
PDPK1	CNIH4	ULK4
ADRB3	CNIH4	ULK4
C11B1	CNIH4	ULK4
GBRP	CNIH4	ULK4
ROCK2	CNIH4	ULK4
RL8	CNIH4	ULK4
ADCY2	CNIH4	ULK4
PHOP2	CNIH4	ULK4
CAH12	CNIH4	ULK4
S10A4	CNIH4	ULK4
GRIK1	CNIH4	ULK4
CBG	CNIH4	ULK4
PRGR	CNIH4	ULK4
HCAR2	CNIH4	ULK4
DNMT1	CNIH4	ULK4
PGH2	CNIH4	ULK4
CAC1F	CNIH4	ULK4
ADA2C	CNIH4	ULK4
S15A1	CNIH4	ULK4
ADA1A	CNIH4	ULK4
A1AG2	CNIH4	ULK4
OX1R	CNIH4	ULK4
KCMA1	CNIH4	ULK4
NMDE3	CNIH4	ULK4
HIBCH	CNIH4	ULK4
IPKA	CNIH4	ULK4
S22AI	CNIH4	ULK4
S29A1	CNIH4	ULK4
HDAC1	CNIH4	ULK4
PNPH	CNIH4	ULK4
ADA2B	CNIH4	ULK4
TRFL	CNIH4	ULK4
ALBU	CNIH4	ULK4
FMO3	CNIH4	ULK4
PLK1	CNIH4	ULK4
SGMR1	CNIH4	ULK4
GUAA	CNIH4	ULK4
QOR	CNIH4	ULK4
GCR	CNIH4	ULK4
CATD	CNIH4	ULK4
MIF	CNIH4	ULK4
HPGDS	CNIH4	ULK4
MKNK1	CNIH4	ULK4
P2RY2	CNIH4	ULK4
S12A4	CNIH4	ULK4
EGFR	CNIH4	ULK4
